Cdk9as_3MBPP1r2_pr_counts	Cdk9as_3MBPP1r2gb_counts	Cdk9as_3MBPP1r2term_counts	Cdk9as_3MBPP1r2pr_map	Cdk9as_3MBPP1r2gb_map	Cdk9as_3MBPP1r2term_map	Cdk9as_3MBPP1r2pr_density	Cdk9as_3MBPP1r2pr_densityRPKM	Cdk9as_3MBPP1r2gb_density	Cdk9as_3MBPP1r2gb_densityRPKM	Cdk9as_3MBPP1r2pause_index_CI_low	Cdk9as_3MBPP1r2pause_index_CI_high	Cdk9as_3MBPP1r2pause_index_scaled	Cdk9as_3MBPP1r2pause_index_CI_low_scaled	Cdk9as_3MBPP1r2pause_index_CI_high_scaled	Cdk9as_3MBPP1r2_ExpPR	Cdk9as_3MBPP1r2_ExpGB	Cdk9as_3MBPP1r2Fexact_Pval
SPCC16A11.17	517	3927	31	100	2848	300	5.17	419.942270527948	1.37886235955056	112.000500970055	0.11998513976247	0.144443503564001	3.74946778711485	3.41717678043516	4.11375098150276	357	260	2.12942302900763e-36
SPCC24B10.03	2	65	26	100	925	300	0.02	1.62453489565937	0.0702702702702703	5.70782530907347	0.00521428186049791	0.127612882496478	0.284615384615385	0.0482321072096057	1.18041916309243	6	96	1
SPCC24B10.04	10	443	95	100	939	300	0.1	8.12267447829686	0.471778487752929	38.321030818802	0.0113845145802817	0.0433589486608739	0.21196388261851	0.106900591908846	0.407140527925606	35	75	1
SPCC24B10.05	26	425	189	100	578	300	0.26	21.1189536435718	0.735294117647059	59.7255476345358	0.0402934495549099	0.0921993904926809	0.3536	0.232896138427379	0.532912477047696	53	73	1
SPCC24B10.06	76	2307	86	100	1455	300	0.76	61.7323260350562	1.58556701030928	128.790446882686	0.0260297439827374	0.04163092226064	0.479323797139142	0.378732774948829	0.605729918892312	107	69	1
SPCC24B10.07	108	4619	210	100	2539	300	1.08	87.7248843656061	1.81922016541946	147.769332080556	0.0192261617977116	0.028410360300512	0.593660965576965	0.488152248043899	0.721339048029999	134	74	1
SPNCRNA.1161	1	6	6	100	313	300	0.01	0.812267447829686	0.0191693290734824	1.5570622003125	0.00755953402951306	1.38050834161111	0.521666666666667	0.0236613415123759	4.32099110924276	1	100	1
SPCC24B10.09	202	980	1234	100	353	300	2.02	164.078024461597	2.77620396600567	225.502011012208	0.176624869188927	0.240473545554952	0.727612244897959	0.623485788236914	0.848871615808981	222	80	1
SPCC24B10.12	90	165	170	100	378	300	0.9	73.1040703046718	0.436507936507937	35.4561187544704	0.418452587061202	0.710529429527071	2.06181818181818	1.58175077909134	2.68580124361233	57	133	0.140925725411335
SPCC24B10.13	454	748	355	100	180	300	4.54	368.769421314678	4.15555555555556	337.542250542559	0.539214726850557	0.683163332147579	1.09251336898396	0.970586508331003	1.22969399786564	446	108	1
SPSNORNA.46	114	25	687	100	9	300	1.14	92.5984890525842	2.77777777777778	225.629846619357	2.90616821267554	7.20516417415705	0.4104	0.261555139140798	0.648464775674134	157	57	1
SPCC24B10.15	5	195	1	100	1850	300	0.05	4.06133723914843	0.105405405405405	8.56173796361021	0.00932599591159969	0.0644590367465795	0.474358974358974	0.172530924364594	1.19249217981172	10	95	1
SPCC24B10.17	223	3103	352	100	1260	300	2.23	181.13564086602	2.46269841269841	200.036975445676	0.0625819170682032	0.0825035459022845	0.905510796003867	0.78853215505936	1.03954467836878	229	94	1
SPCC24B10.18	157	449	133	100	651	300	1.57	127.525989309261	0.689708141321045	56.0227471698201	0.290328459216465	0.420969236693583	2.27632516703786	1.89003826949919	2.74050973087523	104	153	2.10171521422493e-05
SPCC24B10.20	24	136	7	100	664	300	0.24	19.4944187479125	0.204819277108434	16.6368031483189	0.111510753159118	0.27713060040912	1.17176470588235	0.740431400976546	1.84014718671656	21	103	1
SPCC24B10.21	1115	11102	2274	100	757	300	11.15	905.6782043301	14.665785997358	1191.25405624903	0.0943880865482136	0.106861001046283	0.760272923797514	0.714517815169977	0.808937777920365	1137	78	1
SPCC24B10.22	1565	5083	12	100	3877	300	15.65	1271.19855585346	1.31106525664173	106.493562995055	0.290807896877087	0.325969367395163	11.9368581546331	11.2746221619247	12.6378323739105	944	721	3.53113166838065e-223
SPNCRNA.477	13	23	39	100	796	300	0.13	10.5594768217859	0.028894472361809	2.3470039321712	0.271276834203646	1.16385298805556	4.49913043478261	2.15936360026103	9.26426978492224	3	110	0.845091556339709
SPNCRNA.33	1	4	3	100	155	267	0.01	0.812267447829686	0.0258064516129032	2.09617405891532	0.0106420142837121	2.34682041637603	0.3875	0.0164951221397538	3.63757164538284	2	99	1
SPCPB16A4.07	40	199	8	100	484	300	0.4	32.4906979131875	0.411157024793388	33.3969467186173	0.14096974958779	0.285607970970852	0.97286432160804	0.682293588004905	1.38234257949892	40	100	1
SPNCRNA.1163	1	61	55	100	1269	300	0.01	0.812267447829686	0.0480693459416864	3.90451649468959	0.000843223890509038	0.109017573252971	0.208032786885246	0.0107005111705597	1.3834330045802	4	97	1
SPNCRNA.478	4	22	4	100	488	300	0.04	3.24906979131875	0.0450819672131148	3.66186144513383	0.0531523583500741	0.555864053309793	0.887272727272727	0.259383508748362	2.71261658015179	4	100	1
SPNCRNA.1164	0	369	25	100	4922	300	0	0	0.0749695245835026	6.08953043984466	0.000246463600303362	0.0130109317225811	0	0.0121309384069315	0.64039805938544	6	94	1
SPCC1795.12c	162	1461	145	100	915	300	1.62	131.587326548409	1.59672131147541	129.69647445674	0.093943601845556	0.130817398023501	1.01457905544148	0.859583956886837	1.19697919191504	161	101	1
SPCC1795.10c	190	2440	83	100	1153	300	1.9	154.33081508764	2.11621856027754	171.893544900645	0.0669882837583577	0.0904837418751422	0.897827868852459	0.772374911733864	1.04327754382039	196	94	1
SPCC1795.08c	6	1573	7	100	3921	300	0.06	4.87360468697812	0.401173170109666	32.5859907022723	0.00154798786677109	0.00877235565957707	0.149561347743166	0.0606966042560946	0.343964065412017	30	76	1
SPCC1795.05c	46	1839	16	100	1158	300	0.46	37.3643026001656	1.5880829015544	128.994804538756	0.0184512599451858	0.0338020008513819	0.289657422512235	0.213665590165251	0.391427169859003	89	57	1
SPCC1795.04c	94	2420	119	100	1158	300	0.94	76.3531400959905	2.08981001727116	169.748464917776	0.0314305516190335	0.0479518773844356	0.449801652892562	0.363965787748408	0.555282740111764	131	63	1
SPSNORNA.37	9	0	10	100	100	300	0.09	7.31040703046718	0	0	1.69403618186291	96.5536640961915	NA	1.69403618186291	96.5536640961915	0	109	1
SPCC1795.02c	176	3133	268	100	1814	300	1.76	142.959070818025	1.7271223814774	140.288528889218	0.0481152742432577	0.0655604292687811	1.01903606766677	0.872811074772695	1.18926618693569	174	102	1
SPCC1795.01c	74	643	14	100	1224	300	0.74	60.1077911393968	0.525326797385621	42.6705856988961	0.0897818099753602	0.147303569189967	1.40864696734059	1.09892935409841	1.80299568688519	59	115	1
SPCC895.05	40	3851	79	100	5218	300	0.4	32.4906979131875	0.738022230739747	59.9471433804546	0.00750567494657935	0.0143173165988789	0.541989093741885	0.39164611871251	0.747077580129501	59	81	1
SPCC895.06	325	3106	43	100	2479	300	3.25	263.986920544648	1.2529245663574	101.770983983824	0.093177521736158	0.117485265023396	2.59393110109466	2.30987076383936	2.91245971992997	236	189	2.91503580227328e-14
SPCC895.07	41	2144	35	100	2655	300	0.41	33.3029653610171	0.807532956685499	65.5932733765291	0.013856587461603	0.0262912163055226	0.50771921641791	0.367892397105559	0.698031792911625	62	79	1
SPNCRNA.1167	2	86	82	100	1009	300	0.02	1.62453489565937	0.0852329038652131	6.92319132937096	0.00396193596728247	0.0957979398389724	0.234651162790698	0.0399759339098801	0.966601212975231	8	94	1
SPCC825.01	30	1907	567	100	2754	300	0.3	24.3680234348906	0.692447349310094	56.2452441180542	0.0107718126753024	0.0228350886749326	0.43324593602517	0.296655721077828	0.628878342107644	53	77	1
SPCC825.02	245	1148	3	100	2196	300	2.45	199.005524718273	0.522768670309654	42.4627973637741	0.185457095499753	0.245531534380673	4.68658536585366	4.07263781717457	5.39187249499958	118	227	8.45430963197933e-36
SPNCRNA.1168	3	37	14	100	723	300	0.03	2.43680234348906	0.0511756569847856	4.15683202900393	0.0199625666080716	0.273498472796944	0.586216216216216	0.144329356576358	1.97739395832191	5	98	1
SPNCRNA.1169	3	27	5	100	1847	300	0.03	2.43680234348906	0.0146182999458581	1.1873969188631	0.0268925625650632	0.382672975846422	2.05222222222222	0.496705630576717	7.06796986388342	1	102	1
SPCC1259.03	1	1097	193	100	1013	300	0.01	0.812267447829686	1.08292201382034	87.9622300364428	4.75452096097618e-05	0.00592849206370069	0.00923427529626254	0.000481632973346887	0.060055624605288	52	49	1
SPCC1259.04	33	626	57	100	601	300	0.33	26.8048257783797	1.04159733777038	84.6055611216944	0.0365266839781495	0.0756867459848469	0.316821086261981	0.219525370708678	0.45487734336893	67	66	1
SPCC1259.06	24	490	91	100	1203	300	0.24	19.4944187479125	0.407315045719036	33.0848752648833	0.0317644347857452	0.074893842000907	0.589224489795918	0.382126150472515	0.900972919270911	35	89	1
SPCC1259.07	1	219	60	100	1801	300	0.01	0.812267447829686	0.121599111604664	9.87710000414777	0.000237375395022207	0.0298530495755397	0.0822374429223744	0.00427513086434995	0.53765342285547	10	91	1
SPCC1259.08	50	7226	320	100	2200	300	0.5	40.6133723914843	3.28454545454545	266.792935364423	0.00518406958444883	0.0092096181369076	0.152228065319679	0.114049530857874	0.202611599011967	114	36	1
SPCC1259.10	64	719	37	100	1543	300	0.64	51.9851166610999	0.465975372650681	37.8496626694455	0.0683304174642897	0.11573851315133	1.37346314325452	1.05433834147399	1.78584525792502	52	112	1
SPNCRNA.1171	1	4	3	100	629	300	0.01	0.812267447829686	0.00635930047694754	0.516545276839228	0.0106420142837121	2.34682041637603	1.5725	0.0669382698445492	14.7615004190052	0	101	1
SPCC1259.13	18	522	4	100	4230	300	0.18	14.6208140609344	0.123404255319149	10.0237259519408	0.0208931195860104	0.0561740244924247	1.45862068965517	0.883778958488239	2.37616123602957	12	106	1
SPNCRNA.480	1	14	1275	100	297	250	0.01	0.812267447829686	0.0471380471380471	3.8288701244497	0.00350210863509423	0.514391103811047	0.212142857142857	0.0104012626462299	1.52774157831881	4	97	1
SPNCRNA.1173	1	22	84	100	1043	300	0.01	0.812267447829686	0.0210930009587728	1.71331580558515	0.0022789459676721	0.315231910448174	0.474090909090909	0.02376940644282	3.28786882597445	2	99	1
SPCC4B3.20	15	97	78	100	161	300	0.15	12.1840117174453	0.602484472049689	48.9378524468817	0.0862421017345293	0.272911707488018	0.248969072164948	0.138849783792592	0.439387849055709	43	72	1
SPNCRNA.1174	2	200	18	100	867	300	0.02	1.62453489565937	0.230680507497116	18.737426708874	0.00171973528566965	0.040701161707785	0.0867	0.0149101049267559	0.352879072006496	19	83	1
SPCC4B3.11c	8	191	105	100	441	300	0.08	6.49813958263749	0.433106575963719	35.1798373096304	0.0191728274018449	0.0875684692257667	0.184712041884817	0.0845521688421361	0.386176949285631	32	76	1
SPCC4B3.10c	66	2058	365	100	2286	300	0.66	53.6096515567593	0.900262467191601	73.1253896602579	0.0248956221422672	0.0412358064208423	0.733119533527697	0.569113922172227	0.942650534780455	78	88	1
SPCC4B3.09c	117	1302	25	100	1662	300	1.17	95.0352913960733	0.783393501805054	63.6325040357552	0.0740213960894765	0.109010039723571	1.49350230414747	1.2302356030071	1.81174686020574	95	122	1
SPCC4B3.06c	1	302	84	100	1684	300	0.01	0.812267447829686	0.179334916864608	14.5667915228364	0.000172331476237574	0.0216093719683337	0.0557615894039735	0.00290206205984074	0.36390182394674	15	86	1
SPNCRNA.486	2	10	24	100	604	300	0.02	1.62453489565937	0.0165562913907285	1.34481365534716	0.0303002114505232	0.965353981350509	1.208	0.18301327716116	5.83073804735707	1	101	1
SPCC4B3.05c	32	1742	22	100	1590	300	0.32	25.99255833055	1.09559748427673	88.9918172402084	0.0127318562255189	0.0263579315898429	0.292078071182549	0.20243651398575	0.419091112278501	69	63	1
SPCC4B3.04c	10	1672	2987	100	4399	300	0.1	8.12267447829686	0.380086383268925	30.8731796492666	0.00303317989871705	0.0114211496573396	0.263098086124402	0.133429583744563	0.50241637342637	30	80	1
SPCC4B3.03c	305	10082	258	100	2278	300	3.05	247.741571588054	4.42581211589113	359.494311194859	0.0269485291163716	0.0339540466093307	0.689139059710375	0.613887493270946	0.773473181760554	330	75	1
SPCC4B3.02c	16	509	15	100	910	300	0.16	12.996279165275	0.559340659340659	45.4334209830011	0.018449673800668	0.0527278595178545	0.286051080550098	0.167892031586079	0.479823521612476	41	75	1
SPCP25A2.03	54	1136	36	100	2390	300	0.54	43.8624421828031	0.475313807531381	38.6081933361725	0.0358156441370334	0.0629339423755117	1.13609154929577	0.855993894875099	1.50412122277473	49	105	1
SPNCRNA.1178	1	87	16	100	1885	300	0.01	0.812267447829686	0.0461538461538462	3.74892668229086	0.000593821505306008	0.0759001878886543	0.216666666666667	0.0111935353750182	1.43071854170113	4	97	1
SPCC550.05	2	152	2	100	1841	150	0.02	1.62453489565937	0.0825638240086909	6.70639066105988	0.00225772493484643	0.0537077697744938	0.242236842105263	0.0415647160505228	0.98876004154843	7	95	1
SPCC550.07	0	291	70	100	3070	300	0	0	0.0947882736156352	7.6993429093954	0.00031257650792717	0.0165092710382989	0	0.00959609879336413	0.506834620875778	8	92	1
SPCC550.08	95	1315	29	100	1597	300	0.95	77.1654075438202	0.823418910457107	66.8836376891695	0.0583246381379626	0.0893907296368304	1.15372623574144	0.931444471063262	1.42756995230018	88	107	1
SPCC550.09	8	947	28	100	1875	300	0.08	6.49813958263749	0.505066666666667	41.024921231718	0.0039155190454351	0.0174285747054379	0.158394931362196	0.073415982101908	0.326785775726961	36	72	1
SPNCRNA.487	8	23	28	100	251	300	0.08	6.49813958263749	0.0916334661354582	7.44308816736366	0.143339039004197	0.815858084502224	0.873043478260869	0.359780987900534	2.04780379210058	9	99	1
SPCC550.10	8	160	5	100	2065	259	0.08	6.49813958263749	0.0774818401937046	6.2935976587288	0.0228191108219378	0.104869885683553	1.0325	0.471214638473015	2.16556313936536	7	101	1
SPCC550.11	96	1945	14	100	3632	300	0.96	77.9776749916499	0.535517621145374	43.4983531395578	0.039986512265583	0.0608610770241391	1.79265809768638	1.45231012548598	2.21047431751673	68	128	0.306575745293881
SPCC550.12	20	141	9	100	1516	300	0.2	16.2453489565937	0.0930079155672823	7.55473022057954	0.0862062917701612	0.230975813097861	2.15035460992908	1.30688738323564	3.50159332656358	10	110	1
SPCC550.13	4	1615	99	100	2228	300	0.04	3.24906979131875	0.724865350089767	58.8784527937587	0.000792375121236878	0.00682162650913244	0.0551826625386997	0.0176541177011576	0.151985838623471	43	61	1
SPCC550.14	49	7572	21	100	4398	300	0.49	39.8011049436546	1.72169167803547	139.847410526748	0.00483381354211354	0.00863795635393425	0.284603803486529	0.212591119582153	0.379897320446028	94	55	1
SPNCRNA.1180	3	34	13	100	986	300	0.03	2.43680234348906	0.0344827586206897	2.80092223389547	0.0216350687008803	0.299112990062463	0.87	0.213321777390679	2.94925408201589	3	100	1
SPCC4E9.02	31	1979	65	100	1900	300	0.31	25.1802908827203	1.04157894736842	84.6040673292079	0.0107956567791292	0.0225975238457812	0.297625063163214	0.205117478803455	0.429352953069844	66	65	1
SPCC645.02	15	98	6	100	851	300	0.15	12.1840117174453	0.115158636897767	9.3539612088495	0.0853963976799946	0.27001328844918	1.30255102040816	0.726723344256754	2.29781308470252	11	104	1
SPCC645.04	95	786	71	100	1097	300	0.95	77.1654075438202	0.716499544211486	58.1989256147797	0.0971034399936232	0.150290052273266	1.32589058524173	1.06522473673005	1.64868187343772	81	114	1
SPNCRNA.1181	0	16	5	100	2111	300	0	0	0.00757934628138323	0.615645626019658	0.00576104614150375	0.317064970660191	0	0.121615684047144	6.69324153063663	0	100	1
SPCC645.07	123	7265	66	100	4086	300	1.23	99.9088960830514	1.77802251590798	144.422981118029	0.0141065524611581	0.0203049929961578	0.691779766001376	0.576393733562922	0.829662013823008	142	81	1
SPCC645.09	10	327	477	100	709	300	0.1	8.12267447829686	0.461212976022567	37.4628286939785	0.0153819688051776	0.0589051113526773	0.216819571865443	0.109058158828709	0.417637239490482	34	76	1
SPCC645.10	82	890	9	100	2163	300	0.82	66.6059307220343	0.411465557096625	33.4220077932696	0.0729837263967893	0.116162319872421	1.99287640449438	1.57863800196255	2.51259097884046	53	129	0.0505153416360997
SPCC645.13	412	2531	29	100	2669	300	4.12	334.654188505831	0.948295241663544	77.0269355735083	0.146476888843575	0.180881657291359	4.34463848281312	3.90946816323503	4.82773143310636	249	263	4.33268602151308e-42
SPNCRNA.1182	3	31	11	100	547	300	0.03	2.43680234348906	0.056672760511883	4.60334385424502	0.0236134998558081	0.330007199855794	0.529354838709677	0.12916584421127	1.80513938321119	5	98	1
SPNCRNA.1183	10	19	30	100	381	300	0.1	8.12267447829686	0.0498687664041995	4.05067756135539	0.228464403335562	1.18991583252618	2.00526315789474	0.870449376708491	4.53357932192475	5	105	1
SPCC1322.01	7	1253	378	100	2950	300	0.07	5.6858721348078	0.424745762711864	34.500715665444	0.00244248557280084	0.0120974901747559	0.164804469273743	0.0720533243976249	0.356875960155298	31	76	1
SPCC1322.02	57	1291	173	100	1164	300	0.57	46.2992445262921	1.10910652920962	90.0891129852341	0.0335429096757557	0.0579836454932349	0.513927188226181	0.390439468625796	0.674929633541254	82	75	1
SPCC1322.03	214	4896	35	100	3719	300	2.14	173.825233835553	1.31648292551761	106.933622602155	0.038023059998583	0.0502299548055148	1.62554330065359	1.4140776013473	1.8680520192171	178	136	0.228197052945773
SPNCRNA.122	41	14	620	100	71	300	0.41	33.3029653610171	0.197183098591549	16.0165412248107	1.54648348619794	5.62849002636085	2.07928571428571	1.09800327520053	3.9962279187162	23	118	1
SPCC1322.04	186	3016	162	100	1737	300	1.86	151.081745296322	1.73632700057571	141.03619013554	0.053028490438892	0.0716950304251883	1.07122679045093	0.921104878923553	1.24534267848552	181	105	1
SPCC1322.06	4	511	16	100	3589	300	0.04	3.24906979131875	0.142379492894957	11.5650227317072	0.00249719466486547	0.0216283980760411	0.280939334637965	0.0896243165220217	0.776243206949115	12	92	1
SPCC1322.08	87	2168	124	100	3332	300	0.87	70.6672679611827	0.650660264105642	52.851015212928	0.0321888945679518	0.0499676642464373	1.33710332103321	1.07253396700415	1.66492257269129	73	114	1
SPCC1322.09	206	902	79	100	1541	300	2.06	167.327094252915	0.585334198572356	47.5447915601802	0.195720093983662	0.266416287272621	3.51935698447894	3.01604664828823	4.10547498687109	112	194	2.53543737710436e-20
SPNCRNA.1186	0	12	6332	100	297	300	0	0	0.0404040404040404	3.28188867809974	0.00771806013949717	0.431135285113533	0	0.0229226386143066	1.28047179678719	3	97	1
SPCC1322.10	1367	13721	456	100	1139	300	13.67	1110.36960118318	12.0465320456541	978.500583992197	0.0942031223696238	0.105363987407292	1.13476641644195	1.07297356379001	1.20009581656906	1354	113	1
SPCC1322.11	447	3673	1083	100	561	300	4.47	363.08354917987	6.54723707664884	531.810755058545	0.110178696088066	0.134410496392909	0.682730737816499	0.61810248505405	0.754042884764219	474	73	1
SPCC1322.13	25	1163	23	100	1545	300	0.25	20.3066861957422	0.752750809061489	61.1434978528107	0.0141503971527195	0.0323947342807641	0.332115219260533	0.218623636009516	0.500498644637805	53	72	1
SPCC1322.15	14	302	28	100	678	300	0.14	11.3717442696156	0.445427728613569	36.1806444313518	0.0260415215085675	0.0809768848160831	0.314304635761589	0.176561515828088	0.549023279053043	35	79	1
SPCC1322.16	45	1516	66	100	1057	300	0.45	36.5520351523359	1.43424787133396	116.49928580036	0.021803843786589	0.0402778889564424	0.313753298153034	0.230466628824246	0.425737286269596	85	60	1
SPCC132.02	23	540	60	100	1629	300	0.23	18.6821513000828	0.331491712707182	26.9259927457355	0.0273887016820378	0.0656444903304249	0.693833333333333	0.446161950400396	1.06934874748262	30	93	1
SPCC132.03	2	263	19	100	1195	300	0.02	1.62453489565937	0.220083682008368	17.8766810693898	0.0013100216741763	0.0308842534440525	0.0908745247148289	0.0156547590064068	0.369066828656427	18	84	1
SPNCRNA.488	5	19	10	100	274	300	0.05	4.06133723914843	0.0693430656934307	5.63251149954892	0.0862005679327238	0.745398693468459	0.721052631578947	0.236189556135663	2.04239242010358	6	99	1
SPNCRNA.1187	0	78	265	100	937	300	0	0	0.0832443970117396	6.76167139068469	0.0011685921826045	0.0621201799630321	0	0.0109497087510041	0.582066086253611	7	93	1
SPCC338.17c	77	1456	3	100	3144	300	0.77	62.5445934828859	0.463104325699746	37.616456871502	0.0417567362467022	0.0668814536794262	1.66269230769231	1.31283178759632	2.10275290368116	56	121	1
SPCC338.11c	7	526	106	100	1055	300	0.07	5.6858721348078	0.498578199052133	40.4978841287597	0.00580026388158545	0.0289138317636765	0.140399239543726	0.0611927839507266	0.305040925106787	35	72	1
SPCC338.10c	46	3513	586	100	711	300	0.46	37.3643026001656	4.94092827004219	401.335519581672	0.00967642054244672	0.0176625030077533	0.0930999146029035	0.0687993500567962	0.125580396385126	121	25	1
SPNCRNA.1189	574	3131	1180	100	2004	300	5.74	466.24151505424	1.562375249501	126.906655646444	0.167545136647255	0.200584808612253	3.67389332481635	3.35760453841099	4.01971956458955	410	264	3.42827103650995e-35
SPNCRNA.491	541	885	1045	100	160	300	5.41	439.43668927586	5.53125	449.285432080795	0.548487877766438	0.681277519437806	0.978079096045198	0.877580604426302	1.09004403110049	542	99	1
SPCC338.07c	1	1608	86	100	2430	300	0.01	0.812267447829686	0.661728395061728	53.7500434613225	3.2444507533886e-05	0.00404281621413826	0.0151119402985075	0.00078840153307343	0.0982404340035597	40	61	1
SPCC338.06c	38	306	74	100	856	300	0.38	30.8661630175281	0.357476635514019	29.0366634387715	0.0873049027905857	0.175933191131003	1.06300653594771	0.747329967887414	1.50598811608139	36	102	1
SPCC338.05c	22	1167	225	100	1325	300	0.22	17.8698838522531	0.880754716981132	71.5408386126222	0.0120587062649532	0.029186404188748	0.249785775492716	0.15977785801063	0.386719855500911	57	65	1
SPCC338.03c	4	44	4	100	1008	180	0.04	3.24906979131875	0.0436507936507936	3.54561187544704	0.0277861948499424	0.263769882112263	0.916363636363636	0.280084844087419	2.65880041169161	4	100	1
SPNCRNA.1190	1	16	4	100	897	300	0.01	0.812267447829686	0.0178372352285396	1.44886055354236	0.00308778638028139	0.444289421552728	0.560625	0.027697443831124	3.98527611132797	1	100	1
SPCC1281.01	602	12883	169	100	8471	300	6.02	488.985003593471	1.52083579270452	123.532540790814	0.0430233183546151	0.0507489062877093	3.9583497632539	3.64450529781944	4.29893985163185	423	279	2.74355107496841e-44
SPCC1281.04	1	15	3	100	1237	300	0.01	0.812267447829686	0.0121261115602264	0.984964568912312	0.00328192270549487	0.476785931797302	0.824666666666667	0.0405973838669715	5.89784197633262	1	100	1
SPCC1281.05	98	1398	0	100	3194	300	0.98	79.6022098873093	0.437695679398873	35.5525952431403	0.0567987906183455	0.0864306261819949	2.23899856938484	1.81415337234996	2.76059420025292	60	138	0.00022483139835412
SPCC1281.08	10	1194	0	100	3524	90	0.1	8.12267447829686	0.338819523269012	27.5212069440592	0.00424404657098827	0.0160069574054476	0.295142378559464	0.149560201161627	0.564085178967975	27	83	1
SPCC622.21	1	35	19	94	707	300	0.0106382978723404	0.864114306201794	0.0495049504950495	4.02112597935488	0.00145382362789627	0.193368363637487	0.214893617021277	0.0109346096268369	1.45437694778408	4	91	1
SPCC622.02	8	1092	224	100	918	300	0.08	6.49813958263749	1.18954248366013	96.6226637287601	0.00339703644975682	0.0151075635386782	0.0672527472527473	0.0311847946087676	0.138687433285066	58	50	1
SPCC622.04	25	50	28	100	1182	300	0.25	20.3066861957422	0.0423011844331641	3.43598751196991	0.30080434818025	0.826984638809919	5.91	3.55550739549055	9.77495843073324	5	120	9.43542420631571e-06
SPCC622.05	5	101	11	100	1882	300	0.05	4.06133723914843	0.0536663124335813	4.35913986348556	0.0178060808869474	0.125998019472127	0.931683168316832	0.335110442292351	2.37128272646543	5	100	1
SPCC622.07	1	46	1	100	830	300	0.01	0.812267447829686	0.0554216867469879	4.50172320483923	0.00111288064876816	0.145684955633947	0.180434782608696	0.00923690938477573	1.20918513176176	5	96	1
SPNCRNA.1194	121	68	5738	100	1331	300	1.21	98.2843611873921	0.0510894064613073	4.14982617974596	1.30906544927493	2.42113290237582	23.6839705882353	17.4236611298493	32.2252789306222	10	211	3.40835353808518e-67
SPCC622.09	833	17406	2316	100	1119	300	8.33	676.618784042129	15.5549597855228	1263.478748608	0.0446149478326365	0.0513327174211163	0.535520510168907	0.499241266247202	0.574413107942291	876	57	1
SPCC622.11	138	1079	21	100	1698	300	1.38	112.092907800497	0.635453474676089	51.6158172089653	0.106685545197384	0.153236380156321	2.17167747914736	1.81152055745159	2.60195373505433	92	146	5.5636437182146e-05
SPNCRNA.1195	3	70	3	100	3030	300	0.03	2.43680234348906	0.0231023102310231	1.87652545703228	0.0107888205887194	0.140758323650804	1.29857142857143	0.326901263838198	4.26497720661937	2	101	1
SPNCRNA.493	6	3	88	100	135	300	0.06	4.87360468697812	0.0222222222222222	1.80503877295486	0.447546912223926	10.0597133642664	2.7	0.604188331502301	13.5806130417596	2	104	1
SPCC622.14	20	2167	27	100	2236	300	0.2	16.2453489565937	0.969141323792487	78.7201949663207	0.00578122607814529	0.0145687925852488	0.206368251038302	0.129268215107329	0.325758202206164	59	61	1
SPNCRNA.67	33	141	1	100	1661	300	0.33	26.8048257783797	0.0848886213124624	6.89522637832545	0.1572322058257	0.346798092113913	3.88744680851064	2.61162693876487	5.7603163100121	10	123	9.00496566568182e-05
SPCC622.17	15	371	16	100	1285	300	0.15	12.1840117174453	0.288715953307393	23.4514570540711	0.0232320584600972	0.069169923332171	0.519541778975741	0.298531951212249	0.888833514818397	25	90	1
SPCC622.18	1275	4748	1067	100	688	300	12.75	1035.64099598285	6.90116279069767	560.55898870572	0.252310197863588	0.285796157128658	1.84751474304971	1.73589416130149	1.96627756104517	1200	175	2.29480032740624e-05
SPCC622.19	73	147	4	100	1549	300	0.73	59.2955236915671	0.0948999354422208	7.70841283608547	0.371411088065513	0.663322405140908	7.69231292517007	5.7531577541348	10.2748640556327	14	159	8.28396169400148e-24
SPCC61.02	19	645	334	100	1452	300	0.19	15.433081508764	0.444214876033058	36.0821283643352	0.0181260850622114	0.0472984955313949	0.427720930232558	0.26319075510331	0.686774155115854	36	83	1
SPCC61.03	72	986	50	100	1214	300	0.72	58.4832562437374	0.812191103789127	65.971639502477	0.0570437682274656	0.0933292797659716	0.886490872210953	0.692511346281432	1.13301745635889	77	95	1
SPCC61.05	60	1297	201	100	2242	300	0.6	48.7360468697812	0.57850133809099	46.9897805457227	0.0353893415682045	0.06034398152806	1.03716268311488	0.793429037959146	1.3529120658591	58	102	1
SPCC11E10.01	139	9646	67	100	2680	300	1.39	112.905175248326	3.59925373134328	292.355664244968	0.0121428205430267	0.0170904298785828	0.386191167323243	0.325427590553116	0.458023520746019	187	52	1
SPCC11E10.03	11	404	330	100	1443	300	0.11	8.93494192612655	0.27997227997228	22.7412369316142	0.0141968341918875	0.0508044515098242	0.39289603960396	0.204860317388937	0.733108235286764	24	87	1
SPCC11E10.04	82	1561	66	100	1526	300	0.82	66.6059307220343	1.02293577981651	83.089743516523	0.0417924365059758	0.0659408215955969	0.801614349775785	0.637752581081191	1.00625693754881	92	90	1
SPNCRNA.1199	0	29	5	100	1102	300	0	0	0.0263157894736842	2.13754591534128	0.00315841214605714	0.170434554760817	0	0.0348057018495496	1.87818879346421	2	98	1
SPCC11E10.08	15	1102	59	100	3853	300	0.15	12.1840117174453	0.286010900596937	23.2317344279345	0.00787827369407217	0.0231127006989598	0.5244555353902	0.303549885432601	0.890532357930921	25	90	1
