Cdk9as_3MBPP1_combined_pr_counts	Cdk9as_3MBPP1_combinedgb_counts	Cdk9as_3MBPP1_combinedterm_counts	Cdk9as_3MBPP1_combinedpr_map	Cdk9as_3MBPP1_combinedgb_map	Cdk9as_3MBPP1_combinedterm_map	Cdk9as_3MBPP1_combinedpr_density	Cdk9as_3MBPP1_combinedpr_densityRPKM	Cdk9as_3MBPP1_combinedgb_density	Cdk9as_3MBPP1_combinedgb_densityRPKM	Cdk9as_3MBPP1_combinedpause_index_CI_low	Cdk9as_3MBPP1_combinedpause_index_CI_high	Cdk9as_3MBPP1_combinedpause_index_scaled	Cdk9as_3MBPP1_combinedpause_index_CI_low_scaled	Cdk9as_3MBPP1_combinedpause_index_CI_high_scaled	Cdk9as_3MBPP1_combined_ExpPR	Cdk9as_3MBPP1_combined_ExpGB	Cdk9as_3MBPP1_combinedFexact_Pval
SPBC32F12.01c	144	3230	146	100	1888	300	1.44	71.5029614639755	1.71080508474576	84.9497430881594	0.037587939130396	0.0528477529329764	0.841708978328173	0.709660290781876	0.997765575374594	153	91	1
SPBC32F12.03c	218	1276	179	100	524	300	2.18	108.247538882963	2.43511450381679	120.915207310264	0.147588124006754	0.197715027816269	0.895235109717868	0.773361769795391	1.03602674575725	225	93	1
SPBC32F12.05c	11	846	76	100	936	300	0.11	5.46203177849813	0.903846153846154	44.8803310471	0.00681035289657912	0.0241465644930491	0.121702127659574	0.0637449031119805	0.22601184365494	52	59	1
SPBC32F12.07c	88	7252	26	100	2273	300	0.88	43.696254227985	3.19049714034316	158.423606997834	0.00977562187722015	0.0150446383667798	0.275819084390513	0.222199885269214	0.341964630076905	143	45	1
SPBC32F12.08c	8	156	413	100	914	300	0.08	3.97238674799864	0.170678336980306	8.47500454988768	0.0233931714748532	0.10761315146132	0.468717948717949	0.213813587280159	0.983584204356469	15	93	1
SPNCRNA.39	11	2	7	100	43	300	0.11	5.46203177849813	0.0465116279069767	2.30952717906897	1.15807621245357	35.8907424247376	2.365	0.497972771355034	15.4330192426372	4	107	1
SPBC32F12.17	7	263	7	100	2964	300	0.07	3.47583840449881	0.0887314439946019	4.40594515318675	0.0115389219315566	0.0581589827536962	0.788897338403042	0.342013646051336	1.72383224881955	8	99	1
SPNCRNA.1552	57	20	16	100	745	300	0.57	28.3032555794903	0.0268456375838926	1.33301568724786	1.67145444387277	4.90132915127398	21.2325	12.4523356068522	36.5149021769912	4	153	6.3817720309805e-28
SPBC32F12.12c	247	2346	55	100	1127	300	2.47	122.647440844458	2.08163265306122	103.363124565271	0.0921393292636146	0.120278548016149	1.18656862745098	1.03841024080094	1.355539236142	234	113	1
SPBC19C7.01	26	476	752	100	1205	300	0.26	12.9102569309956	0.395020746887967	19.6146897515285	0.0360235777037255	0.0822105124481864	0.658193277310924	0.434084111329892	0.990636675000647	35	91	1
SPBC19C7.04c	53	793	11	100	1221	300	0.53	26.317062205491	0.649467649467649	32.2492085499889	0.0500843700498062	0.0889634434518738	0.816052963430013	0.611530158308134	1.08624364454738	60	93	1
SPNCRNA.1554	3	76	302	100	715	300	0.03	1.48964503049949	0.106293706293706	5.27799637845973	0.00995690754518226	0.12933865116668	0.282236842105263	0.0711918889480532	0.924771355841761	9	94	1
SPBC19C7.07c	186	864	77	100	1026	300	1.86	92.3579918909683	0.842105263157895	41.8145973473541	0.183136181369424	0.252974396704856	2.20875	1.87897722085029	2.59551731019182	130	156	4.50673646345779e-06
SPBC19C7.08c	112	1872	376	100	1775	300	1.12	55.6134144719809	1.05464788732394	52.3683661426299	0.0492042113702135	0.0726887975065413	1.06196581196581	0.873374751821289	1.29022615574111	108	104	1
SPBC19C7.09c	10	1952	98	100	2902	300	0.1	4.9654834349983	0.672639558924879	33.3998058756605	0.00259884354828914	0.00977990626371712	0.148668032786885	0.0754184397713508	0.283812879773071	44	66	1
SPBC19C7.12c	258	3972	6	100	4379	300	2.58	128.109472622956	0.907056405572048	45.039735564771	0.0571494905768869	0.0738087823592108	2.84436555891239	2.50257619236188	3.23208657950984	170	188	1.76235917117953e-16
SPBP19A11.02c	75	767	51	100	1059	300	0.75	37.2411257624872	0.724268177525968	35.963416380016	0.0765643784151679	0.124701247565044	1.03552803129074	0.810816767416628	1.32058621171381	73	102	1
SPBP19A11.03c	504	9204	470	100	2781	300	5.04	250.260365123914	3.30960086299892	164.337682616772	0.0500097002933323	0.0599537974221473	1.52284224250326	1.39076976515757	1.66731510630992	463	141	0.361081308539823
SPBP19A11.04c	52	6807	370	100	6953	300	0.52	25.8205138619911	0.979001869696534	48.612175668105	0.00575611466901588	0.0101112600626975	0.531153224621713	0.400222652936674	0.703035912159359	75	77	1
SPAP19A11.05c	75	1316	225	100	1074	300	0.75	37.2411257624872	1.22532588454376	60.8433538217668	0.0448326697701497	0.0723378954481038	0.612082066869301	0.481502873331408	0.776908997112635	96	79	1
SPNCRNA.1556	2	0	3	100	78	300	0.02	0.993096686999659	0	0	0.246676758328458	19.4460633145857	NA	0.192407871496197	15.1679293853769	0	102	1
SPNCRNA.1557	7	397	43	100	1749	300	0.07	3.47583840449881	0.226986849628359	11.2709944179207	0.00767166627363225	0.0383803034764929	0.308387909319899	0.134177443125828	0.671271507803861	19	88	1
SPBP19A11.07c	4	313	20	100	2473	300	0.04	1.98619337399932	0.126566922765871	6.28465958412643	0.00406625233939111	0.0354144447182287	0.316038338658147	0.100558420353142	0.875799217881796	11	93	1
SPBP4H10.05c	80	5134	315	100	1267	300	0.8	39.7238674799864	4.05209155485399	201.20593492724	0.0124125874213408	0.0195345064582355	0.197428905336969	0.157267482628388	0.247502196825843	144	36	1
SPBP4H10.06c	11	2113	200	100	3666	300	0.11	5.46203177849813	0.576377523186034	28.619930436856	0.00273353602513325	0.00964258974639337	0.190847136772362	0.100211430681385	0.353497340102781	40	71	1
SPNCRNA.1558	0	38	4	100	2784	300	0	0	0.0136494252873563	0.677759951616147	0.00240594623539958	0.129094305004205	0	0.0669815431935244	3.59398545131706	1	99	1
SPNCRNA.1560	103	134	4	100	3456	300	1.03	51.1444793804825	0.0387731481481481	1.92527424852364	0.589795499261958	1.0014631282448	26.564776119403	20.3833324544933	34.6105657121402	7	196	1.58555175211201e-73
SPBP4H10.11c	646	19602	401	100	2489	300	6.46	320.77022990089	7.8754519887505	391.05426393265	0.0304469156095741	0.0356693541535882	0.820270380573411	0.757823729522298	0.88781022488281	661	85	1
SPBP4H10.14c	144	7175	195	100	1591	300	1.44	71.5029614639755	4.50974230043998	223.930506889458	0.0169557574250574	0.0237419181950131	0.319308710801394	0.269766100632663	0.377733918482658	199	45	1
SPNCRNA.1562	2	355	23	100	1060	300	0.02	0.993096686999659	0.334905660377358	16.6296850889094	0.000971891645328865	0.0228395563072125	0.0597183098591549	0.010302051440486	0.242099296856452	25	77	1
SPBP4H10.16c	138	1003	124	100	1046	300	1.38	68.5236714029765	0.958891013384321	47.6135744292858	0.114678786860423	0.16497839941907	1.43916251246261	1.19954011056002	1.72567405792347	116	122	1
SPBP4H10.17c	12	993	639	100	1242	300	0.12	5.95858012199796	0.79951690821256	39.6998796373052	0.00652381297911275	0.0218479586450023	0.150090634441088	0.0810257572005804	0.271351646370929	49	63	1
SPBP4H10.18c	42	1158	72	100	837	300	0.42	20.8550304269928	1.38351254480287	68.6980862333098	0.02631513961206	0.0498078792700387	0.303575129533679	0.220257718552942	0.416891949490224	82	60	1
SPBP4H10.19c	6	1153	102	100	1463	300	0.06	2.97929006099898	0.788106630211893	39.1333041732948	0.00211059106869902	0.0119756757292893	0.076131830008673	0.0308779473350667	0.175204135919502	46	60	1
SPBP4H10.21c	31	210	79	100	611	300	0.31	15.3929986484947	0.343698854337152	17.0663096783902	0.0993358579594256	0.218200237686621	0.901952380952381	0.60694209213209	1.33320345226525	33	98	1
SPBC1703.01c	13	535	137	100	822	300	0.13	6.45512846549778	0.650851581508516	32.3179274662298	0.0134178882903846	0.0430724365805186	0.199738317757009	0.110295041746961	0.354055428691863	44	69	1
SPBC1703.03c	58	2823	93	100	2088	300	0.58	28.7998039229901	1.35201149425287	67.1339067863994	0.0156967338927824	0.0268316397514771	0.428990435706695	0.327747803681296	0.560244638010842	90	68	1
SPNCRNA.1563	29	573	8	100	2166	300	0.29	14.3999019614951	0.264542936288089	13.1358356798431	0.0341901535557654	0.0744473782109033	1.09623036649215	0.740558726017878	1.61253021204816	26	103	1
SPBC1703.08c	10	160	2	100	1596	300	0.1	4.9654834349983	0.100250626566416	4.97792825563739	0.0311077753094104	0.1217307466645	0.9975	0.496480093938189	1.94282271676542	10	100	1
SPNCRNA.1564	10	76	62	100	1060	300	0.1	4.9654834349983	0.0716981132075472	3.56015793452708	0.0640516461392752	0.262390192074604	1.39473684210526	0.678947449076317	2.7813360359908	7	103	1
SPBC1703.13c	768	8256	393	100	1152	259	7.68	381.349127807869	7.16666666666667	355.859646174878	0.0863313026747597	0.100229519040874	1.07162790697674	0.994536606813232	1.15464405935086	761	107	1
SPBC1703.14c	72	2144	26	100	2662	300	0.72	35.7514807319877	0.805409466566491	39.9924736462673	0.0263563732216349	0.0427197852950186	0.893955223880597	0.701606655159921	1.1372006845534	76	96	1
SPBC1703.15c	139	1463	49	100	2067	300	1.39	69.0202197464763	0.707789066279632	35.1451488408443	0.0795205174085608	0.113451740569225	1.96386192754614	1.64368909483495	2.34504747756589	99	140	0.00235394073501815
SPNCRNA.1565	2	97	138	100	1261	300	0.02	0.993096686999659	0.0769230769230769	3.81960264230638	0.00351919897769047	0.0847316300873428	0.26	0.0443770991086769	1.06846585540139	7	95	1
SPNCRNA.1566	133	166	19	100	1863	300	1.33	66.0409296854773	0.0891035963499732	4.42442431674566	0.633753088073866	1.01272437779226	14.9264457831325	11.8068200308161	18.8670551582697	19	214	5.06754786311789e-63
SPBC2A9.04c	155	4745	227	100	2663	300	1.55	76.9649932424736	1.78182500938791	88.4762256818134	0.027741771805905	0.0384446703406516	0.869894625922023	0.73876338319125	1.02378157117155	163	92	1
SPBC2A9.05c	27	1224	1692	100	1545	300	0.27	13.4068052744954	0.792233009708738	39.3381988636758	0.0147628408616358	0.0327264654502265	0.340808823529412	0.228085891312272	0.505623891206	56	71	1
SPBC2A9.06c	79	1259	43	100	925	300	0.79	39.2273191364865	1.36108108108108	67.5842556179768	0.0496436723433092	0.0792026261129867	0.580420969023034	0.45920396917561	0.732624291545127	103	76	1
SPBC2A9.07c	20	354	256	100	1598	300	0.2	9.93096686999659	0.221526908635795	10.9998819523742	0.0350029173265567	0.0901934485207751	0.902824858757062	0.559346618878376	1.44129130736199	21	99	1
SPBC2A9.14	24	105	31	100	505	300	0.24	11.9171602439959	0.207920792079208	10.3242724886103	0.142966357174073	0.362751040819523	1.15428571428571	0.72198010372907	1.83189275613859	21	103	1
SPBC2A9.08c	137	2835	52	100	1311	300	1.37	68.0271230594767	2.16247139588101	107.377158949048	0.0405513411228792	0.0575527844321157	0.633534391534392	0.531628082120946	0.754517003905036	162	75	1
SPBC2A9.11c	23	204	46	100	1309	300	0.23	11.4206119004961	0.155844155844156	7.73841574285449	0.0714311769867988	0.176430476820575	1.47583333333333	0.935034106757196	2.30947494158132	16	107	1
SPBC2D10.03c	63	503	66	100	493	300	0.63	31.2825456404893	1.02028397565923	50.6620318013011	0.0955102751155584	0.16394002271478	0.617475149105368	0.470865656319703	0.808224311983866	82	81	1
SPNCRNA.573	0	31	5	100	1245	300	0	0	0.0248995983935743	1.23638543361403	0.00295316473031761	0.159112070807008	0	0.0367669008924543	1.98094528154725	2	98	1
SPBC2D10.07c	294	556	41	100	531	300	2.94	145.98521298895	1.04708097928437	51.9926325773833	0.457919101630047	0.610529065944326	2.80780575539568	2.43155042965555	3.24190934016437	201	193	9.8178165854571e-13
SPBC2D10.08c	175	940	541	100	637	300	1.75	86.8959601124702	1.4756671899529	73.2740098728163	0.157889117159887	0.21943320631907	1.18590425531915	1.00575367630848	1.39778952425248	163	112	1
SPBC2D10.10c	1397	6840	370	100	1077	300	13.97	693.678035869262	6.35097493036212	315.356608128026	0.192735438249581	0.216427211994156	2.19966228070175	2.07576066994799	2.33092107317706	1293	204	9.80652763913399e-12
SPBC2D10.11c	255	2939	135	100	1186	300	2.55	126.619827592457	2.47807757166948	123.048531327656	0.0761787365525555	0.09879761582249	1.02902347737326	0.903479815513308	1.17173972365473	252	103	1
SPBC2D10.14c	26	2392	65	100	4536	300	0.26	12.9102569309956	0.527336860670194	26.1848244632185	0.00723246431679065	0.0162122056523232	0.49304347826087	0.328064581409624	0.735385648389381	43	83	1
SPBC2D10.15c	63	522	64	100	919	300	0.63	31.2825456404893	0.568008705114255	28.2043781617966	0.0920853933690463	0.157883505670246	1.10913793103448	0.846264765061536	1.45094941710956	59	104	1
SPNCRNA.1569	8	41	27	100	395	300	0.08	3.97238674799864	0.10379746835443	5.15404609708684	0.0845779257560107	0.432716341119731	0.770731707317073	0.334082806736242	1.70922954742294	10	98	1
SPNCRNA.1570	210	442	19	100	2193	300	2.1	104.275152134964	0.201550387596899	10.0079511092989	0.401759147041284	0.561742798744171	10.4192307692308	8.81057809461535	12.3190195764597	52	258	4.96360491264084e-72
SPBC2D10.19c	141	582	529	100	296	300	1.41	70.013316433476	1.96621621621622	97.6321405124665	0.200672751755729	0.292337768270995	0.717113402061856	0.593991345196959	0.865319794082146	159	82	1
SPBC15D4.01c	14	1060	19	100	2141	300	0.14	6.95167680899761	0.495095749649696	24.5838974362363	0.00748855115966754	0.0228498182278613	0.28277358490566	0.160329880328482	0.489214608258511	37	77	1
SPNCRNA.1571	1	91	87	100	3106	300	0.01	0.49654834349983	0.0292981326464907	1.45479392332532	0.00056797661169591	0.0725111570356842	0.341318681318681	0.017641353559275	2.25219653752835	2	99	1
SPNCRNA.1573	13	43	180	100	1362	300	0.13	6.45512846549778	0.0315712187958884	1.56766363953691	0.154727780021246	0.580610690121038	4.11767441860465	2.10739236388937	7.90791759944853	3	110	0.880015962200044
SPBC15D4.07c	129	2490	189	100	2228	300	1.29	64.054736311478	1.11759425493716	55.4939575993975	0.0432229598797176	0.0620552223099756	1.15426506024096	0.963007546120109	1.38259035306626	120	109	1
SPBC15D4.08c	113	295	638	100	232	300	1.13	56.1099628154807	1.27155172413793	63.1386902295042	0.306535106154933	0.4783764620866	0.888677966101695	0.711161446279446	1.10983339204091	119	94	1
SPBC15D4.09c	60	5461	114	100	1764	300	0.6	29.7929006099898	3.09580498866213	153.721683891869	0.00844412540658159	0.0142649386987094	0.193810657388757	0.148954372172099	0.251633518645234	120	40	1
SPBC15D4.10c	60	933	72	100	1447	300	0.6	29.7929006099898	0.644782308223912	32.016558706658	0.049080950310079	0.0840852135505292	0.930546623794212	0.710201350986843	1.21671304007616	62	98	1
SPBC15D4.11c	4	269	207	100	889	300	0.04	1.98619337399932	0.302587176602925	15.0249161306473	0.00472616038832534	0.0412583705352094	0.132193308550186	0.0420155658522123	0.366786914058012	24	80	1
SPBC15D4.12c	3	2	8	100	36	300	0.03	1.48964503049949	0.0555555555555556	2.75860190833239	0.205434456268421	12.7771333780473	0.54	0.0739564042566314	4.59976801609701	5	98	1
SPBC15D4.13c	18	66	6	100	629	300	0.18	8.93787018299693	0.104928457869634	5.21020519411586	0.15634785943852	0.470573703614197	1.71545454545455	0.983428035868289	2.9599085957333	11	107	1
SPNCRNA.1577	15	78	2	100	1091	300	0.15	7.44822515249744	0.0714940421631531	3.55002482062206	0.106234509967073	0.342791719769024	2.09807692307692	1.15901850374077	3.73985766268005	7	108	1
SPBC13E7.03c	296	11716	3	100	4189	300	2.96	146.97830967595	2.79684888994987	138.877068332394	0.0224724241881732	0.0283982243877069	1.05833390235575	0.941369849242574	1.18960161960104	291	105	1
SPBC13E7.08c	150	2862	5	100	2435	300	1.5	74.4822515249744	1.17535934291581	58.3622734741894	0.044316419803139	0.0619511435624259	1.27620545073375	1.07910482220643	1.50851034574507	135	115	1
SPBC13E7.10c	33	1107	2	100	2240	300	0.33	16.3860953354944	0.494196428571429	24.5392417970675	0.0207401397239659	0.0426229046759396	0.667750677506775	0.464579129816836	0.954753064741046	43	90	1
SPNCRNA.1578	13	99	110	100	670	300	0.13	6.45512846549778	0.147761194029851	7.33705761290793	0.0703397058731984	0.240279490192392	0.87979797979798	0.471276029350429	1.60987258428903	14	99	1
SPBC30D10.16	50	950	4	100	1221	300	0.5	24.8274171749915	0.778050778050778	38.6339824999867	0.0391720739130748	0.0705203484951789	0.642631578947368	0.478291022478644	0.861053455126135	65	85	1
SPBC30D10.15	261	2182	213	100	1449	300	2.61	129.599117653456	1.50586611456177	74.773532471817	0.104977079189587	0.136264156676329	1.73322181484876	1.52111787745711	1.97446763024	216	145	0.0160638574453666
SPBC30D10.14	26	486	83	100	713	300	0.26	12.9102569309956	0.681626928471248	33.8460722217275	0.0352903131103871	0.0805003871960644	0.381440329218107	0.25161993247706	0.573967760707939	51	75	1
SPBC30D10.11	3	1267	112	100	2334	300	0.03	1.48964503049949	0.542844901456727	26.9548736595666	0.000610642501775979	0.00755811038146236	0.0552644041041831	0.0142523959914514	0.176406296303331	36	67	1
SPBC30D10.08	10	380	51	100	870	300	0.1	4.9654834349983	0.436781609195402	21.6883184517167	0.0132553922379454	0.0506137715448439	0.228947368421053	0.115321912470125	0.440339812440142	33	77	1
SPBC30D10.06	125	3103	4	100	2671	300	1.25	62.0685429374787	1.16173717708723	57.6858670864834	0.0335443707106368	0.0483429305177049	1.07597486303577	0.895970141681108	1.2912396741279	120	105	1
SPBC30D10.04	63	220	49	100	732	300	0.63	31.2825456404893	0.300546448087432	14.9235840942572	0.214235228465048	0.382153174086072	2.09618181818182	1.56820187236415	2.79736123431005	37	126	0.229823842633148
SPBC30D10.02	22	551	55	100	639	300	0.22	10.9240635569963	0.862284820031299	42.816609901159	0.0254209598753997	0.0621119991745969	0.25513611615245	0.162439933603804	0.396895674725674	56	66	1
SPBC1778.01c	322	7005	280	100	1293	300	3.22	159.888566606945	5.41763341067285	269.011689575894	0.0410409597633203	0.051476042837921	0.594355460385439	0.530659609739731	0.665585233894319	356	66	1
SPBC1778.03c	3	1185	23	100	1920	300	0.03	1.48964503049949	0.6171875	30.6463430753801	0.000652833249266365	0.00808205581761536	0.0486075949367089	0.0125343983859142	0.155175471698215	39	64	1
SPBC1778.05c	73	3606	12	100	2684	300	0.73	36.2480290754876	1.34351713859911	66.7121209635017	0.0159407857819295	0.0256680788179114	0.543349972268442	0.427850690386988	0.688931235472743	99	74	1
SPBC1778.06c	133	6171	52	100	2366	103	1.33	66.0409296854773	2.60819949281488	129.509713767432	0.0180792244222052	0.0256763245615349	0.509930319235132	0.427754449829376	0.607501839125916	168	65	1
SPBC1778.08c	76	1207	108	100	922	300	0.76	37.737674105987	1.30911062906725	65.003671432136	0.0495801063441121	0.0798490948569211	0.580546810273405	0.457128580492714	0.736208654580812	99	77	1
SPBC1778.10c	132	3037	79	100	2078	300	1.32	65.5443813419775	1.46150144369586	72.5706120889789	0.0363653177635653	0.0519148371188572	0.903180770497201	0.755671303126887	1.07879031532985	137	95	1
SPBC4C3.09	156	3222	75	100	1488	300	1.56	77.4615415859734	2.16532258064516	107.518734056213	0.0410889446429868	0.0570238506776208	0.720446927374302	0.611403496287643	0.848514898082998	175	81	1
SPBC4C3.08	192	74	35	100	1487	300	1.92	95.3372819519673	0.0497646267652993	2.47105429851966	1.96846916945694	3.42378633846814	38.5816216216216	29.2711365498246	50.9117028530213	13	279	3.86769405939713e-118
SPBC4C3.07	650	5938	759	100	978	300	6.5	322.756423274889	6.07157464212679	301.483033098363	0.10086330330711	0.118792443334515	1.07056247894914	0.986443106343533	1.16179009581156	643	107	1
SPBC4C3.06	319	3889	1171	100	2521	300	3.19	158.398921576446	1.54264180880603	76.5996234776215	0.073052092224667	0.0920874714478421	2.06788120339419	1.84164324498385	2.3215251552001	254	165	3.73878906178062e-07
SPNCRNA.1581	4	191	625	100	547	300	0.04	1.98619337399932	0.349177330895795	17.3383425243999	0.00663502355313024	0.0583171937116054	0.11455497382199	0.0362935788356224	0.318995049602482	26	78	1
SPBC4C3.12	41	3541	73	100	2684	300	0.41	20.358482083493	1.31929955290611	65.5096007575595	0.00840008581574148	0.0158991726238316	0.310770968652923	0.225458303294501	0.42673379322364	80	61	1
SPBC4C3.03	17	3732	198	100	1583	300	0.17	8.4413218394971	2.3575489576753	117.063702965342	0.00273819503286521	0.00746926942516851	0.0721087888531618	0.0433456273702563	0.118238535000417	82	35	1
SPBC405.02c	122	2258	57	100	1693	300	1.22	60.5788979069792	1.33372711163615	66.2259987963742	0.0448325350411681	0.0650677426500689	0.914729849424269	0.759014818246976	1.10159688306567	126	96	1
SPBC405.03c	186	2060	238	100	1298	300	1.86	92.3579918909683	1.58705701078582	78.8050529745492	0.0774787732753525	0.105183271618779	1.17198058252427	1.00567447711408	1.36527886561176	175	111	1
SPBC405.04c	64	2986	362	100	1096	300	0.64	31.7790939839891	2.72445255474453	135.282240300227	0.0165935487438461	0.0276311309792102	0.23490957803081	0.181865294232553	0.302837195532144	119	45	1
SPNCRNA.1582	3	74	127	100	2446	300	0.03	1.48964503049949	0.0302534750613246	1.50223129268141	0.0102195802950602	0.132933710232173	0.991621621621622	0.249970934017171	3.25155855227895	3	100	1
SPNCRNA.541	14	61	66	100	2333	300	0.14	6.95167680899761	0.0261465923703386	1.29830471296569	0.122796556936081	0.421903669707447	5.3544262295082	2.86484367331877	9.84301261427474	2	112	0.0258346060628051
SPNCRNA.1583	0	121	33	100	2075	300	0	0	0.0583132530120482	2.8955349187219	0.000752542158547959	0.0398786173471945	0	0.0156152497898702	0.827481309954286	5	95	1
SPNCRNA.1584	1	77	0	100	1132	300	0.01	0.49654834349983	0.0680212014134276	3.37758148847057	0.000670044888437859	0.0859418686347986	0.147012987012987	0.00758490813711657	0.97286195294592	6	95	1
SPNCRNA.1585	0	61	29	100	776	300	0	0	0.0786082474226804	3.90327950431567	0.00149545868574188	0.0796917976497406	0	0.011604759401357	0.618408349761987	7	93	1
SPBC776.02c	190	8132	897	100	1993	300	1.9	94.3441852649676	4.08028098344205	202.6056763342	0.0201784939659038	0.027043354814014	0.465654205607477	0.402157384740462	0.538974061443298	232	58	1
SPNCRNA.1586	2	51	7	100	3439	300	0.02	0.993096686999659	0.0148298924105845	0.736375851075641	0.00660646829335149	0.16389065168521	1.34862745098039	0.227196444608358	5.63619951145438	1	101	1
SPBC776.06c	92	1646	78	100	2331	300	0.92	45.6824476019843	0.706134706134706	35.0630018618927	0.0450403907926047	0.0692844390620913	1.30286755771567	1.04989150937562	1.61502027453735	79	113	1
SPBC776.08c	46	3202	27	100	3484	300	0.46	22.8412238009922	0.919058553386912	45.6357002263621	0.0106142073819464	0.0193817936841162	0.50051217988757	0.369798985187012	0.675261691954607	69	77	1
SPBC776.10c	29	890	7	100	2101	300	0.29	14.3999019614951	0.423607805806759	21.0341754266944	0.0220881480598806	0.0477631343792093	0.684595505617978	0.464071990738091	1.00350345330719	38	91	1
SPBC776.12c	1	1479	52	100	1974	300	0.01	0.49654834349983	0.749240121580547	37.2033941254432	3.52726216038531e-05	0.00439577775982425	0.0133468559837728	0.00069628155046006	0.0867726529789307	43	58	1
SPBC776.15c	215	4848	447	100	1945	300	2.15	106.757893852463	2.49254498714653	123.766908446641	0.0385900462703153	0.0509498035707594	0.862572194719472	0.750576399957633	0.990973679451271	224	91	1
SPBC776.18c	4	490	6	100	2534	300	0.04	1.98619337399932	0.193370165745856	9.60176354833925	0.00260375572453687	0.0225598350257584	0.206857142857143	0.0659791700597644	0.571666219552719	16	88	1
SPBC21.03c	10	592	7	100	3192	300	0.1	4.9654834349983	0.18546365914787	9.20916727292917	0.00853535312255918	0.0323812879877684	0.539189189189189	0.272448471672089	1.03361071256957	17	93	1
SPBC21.05c	12	1434	102	100	2257	300	0.12	5.95858012199796	0.635356668143553	31.5485301098252	0.00452267750965799	0.0151111238647871	0.188870292887029	0.102076831392981	0.341058065628244	43	69	1
SPBC21.06c	21	1104	38	100	3959	300	0.21	10.4275152134964	0.278858297549886	13.8466625719579	0.0120317814028347	0.029760618756309	0.753070652173913	0.476338225738225	1.17822289656227	26	95	1
SPBC21.07c	11	70	350	100	1755	300	0.11	5.46203177849813	0.0398860398860399	1.98053470341812	0.0787304107139288	0.305827958521276	2.75785714285714	1.38171870802945	5.3672806720484	4	107	1
SPBC19F8.01c	4	254	34	100	2505	300	0.04	1.98619337399932	0.101397205588822	5.03486144706414	0.00500295305860154	0.043717690548508	0.394488188976378	0.125323974117969	1.09512814824013	9	95	1
SPBC19F8.03c	191	1531	101	100	2117	300	1.91	94.8407336084675	0.723193197921587	35.9100384458308	0.107015044570972	0.145384914530142	2.64106466361855	2.26550849356749	3.07779864060311	122	169	2.89803229927685e-11
SPBC19F8.04c	9	849	132	100	907	300	0.09	4.46893509149847	0.936052921719956	46.479552770822	0.00515407605996508	0.021001659882607	0.0961484098939929	0.0467474698638832	0.190485055135245	52	57	1
SPBC19F8.06c	2	96	3	100	3502	300	0.02	0.993096686999659	0.0274129069103369	1.36118335168428	0.00355531698172827	0.0856309093369068	0.729583333333333	0.124507200700124	2.99879444497848	2	100	1
SPBC25H2.15	215	535	135	100	951	300	2.15	106.757893852463	0.562565720294427	27.9341076521986	0.341946622652267	0.472186707475174	3.82177570093458	3.25191238142306	4.49049558808891	113	202	5.01650135348257e-22
SPBC25H2.14	15	515	218	100	869	300	0.15	7.44822515249744	0.592635212888377	29.4272033259393	0.0167871686050203	0.0496723388068238	0.253106796116505	0.145880495177626	0.431652624231299	42	73	1
SPBC25H2.18	19	488	45	100	1029	300	0.19	9.43441852649676	0.47424684159378	23.5486483603418	0.0239035368285543	0.0626608114963635	0.400635245901639	0.245967393965824	0.644779750297581	38	81	1
SPBC25H2.09	9	674	194	100	774	300	0.09	4.46893509149847	0.870801033591731	43.2394810747914	0.00648597470658669	0.0264818349135902	0.103353115727003	0.050201444228981	0.204969402231188	50	59	1
SPBC25H2.07	118	2809	726	100	642	300	1.18	58.5927045329799	4.37538940809969	217.25923627586	0.0347833089437374	0.0506942295045493	0.269690281238875	0.223308843418794	0.325456953419207	177	41	1
SPBC25H2.05	266	3401	845	100	389	300	2.66	132.081859370955	8.74293059125964	434.128770242396	0.0688952302274439	0.0887698755691628	0.304245810055866	0.268002445584757	0.345314815964043	328	38	1
SPBC25H2.03	11	1288	29	100	2785	300	0.11	5.46203177849813	0.462477558348294	22.9642465503691	0.00447965056035109	0.0158366065331668	0.237849378881988	0.124758268105778	0.441049491948696	35	76	1
SPBC25H2.02	37	7022	252	100	2472	300	0.37	18.3722887094937	2.84061488673139	141.050261652743	0.00375974967764713	0.00735159302352909	0.130253489034463	0.0929410120314371	0.181731379541639	101	36	1
SPNCRNA.1590	0	36	15	96	662	242	0	0	0.054380664652568	2.70026289516524	0.00254044356681343	0.136449384104687	0	0.0175184754294843	0.940932211221906	4	92	1
SPBC20F10.02c	0	641	13	100	1829	300	0	0	0.350464734827775	17.4022683533839	0.000141843709131013	0.00748210850305783	0	0.00259432144000622	0.136847764520928	25	75	1
SPBC20F10.04c	6	523	8	100	1345	300	0.06	2.97929006099898	0.388847583643123	19.3081623531904	0.00464032476633508	0.0264794472840224	0.154302103250478	0.0624123681072069	0.356148565970101	29	77	1
SPNCRNA.04	7	8	14	100	59	300	0.07	3.47583840449881	0.135593220338983	6.73285889491294	0.28660672208444	2.64653671279213	0.51625	0.169097966029819	1.56145666054735	12	95	1
SPBC20F10.08c	11	2885	10	100	3535	300	0.11	5.46203177849813	0.816124469589816	40.52452534645	0.00200296191120062	0.0070590237592559	0.134783362218371	0.070804703560942	0.249536489889696	49	62	1
