Isk1as_3MBPP1r2_pr_counts	Isk1as_3MBPP1r2gb_counts	Isk1as_3MBPP1r2term_counts	Isk1as_3MBPP1r2pr_map	Isk1as_3MBPP1r2gb_map	Isk1as_3MBPP1r2term_map	Isk1as_3MBPP1r2pr_density	Isk1as_3MBPP1r2pr_densityRPKM	Isk1as_3MBPP1r2gb_density	Isk1as_3MBPP1r2gb_densityRPKM	Isk1as_3MBPP1r2pause_index_CI_low	Isk1as_3MBPP1r2pause_index_CI_high	Isk1as_3MBPP1r2pause_index_scaled	Isk1as_3MBPP1r2pause_index_CI_low_scaled	Isk1as_3MBPP1r2pause_index_CI_high_scaled	Isk1as_3MBPP1r2_ExpPR	Isk1as_3MBPP1r2_ExpGB	Isk1as_3MBPP1r2Fexact_Pval
SPCC162.02c	21	193	62	100	3202	300	0.21	101.785659757682	0.0602748282323548	29.2148245638629	0.0674581704694532	0.173778376231642	3.4840414507772	2.16001061843189	5.56438360693719	6	115	0.0546979320601155
SPCC162.01c	15	82	10	100	769	300	0.15	72.7040426840588	0.106631989596879	51.6838448209174	0.101290491577371	0.325265356051599	1.40670731707317	0.77892388022998	2.50129058803679	11	104	1
SPCC13B11.01	3	2442	347	100	3262	300	0.03	14.5408085368118	0.748620478234212	362.851568024671	0.00031704236959856	0.00391826694709112	0.0400737100737101	0.010341922096305	0.127813867814112	44	59	1
SPNCRNA.1209	1	13	8	100	539	300	0.01	4.84693617893725	0.0241187384044527	11.6901985762865	0.00375396436557918	0.55840707127902	0.414615384615385	0.0202338679304718	3.00981411419392	2	99	1
SPCC777.02	23	193	16	100	2181	300	0.23	111.479532115557	0.088491517652453	42.8912738438739	0.075401579856922	0.186742386526986	2.59911917098446	1.64450845667947	4.07285145015357	9	114	1
SPNCRNA.1210	8	5	1	100	1268	300	0.08	38.775489431498	0.00394321766561514	1.91125243648945	0.476607751876459	5.60764260108157	20.288	6.04338629379351	71.1049081817144	0	108	0.00664699187080405
SPCC777.04	0	14	1	100	1596	300	0	0	0.0087719298245614	4.25169840257653	0.0065974714867639	0.365411596620526	0	0.105295644928752	5.8319690820636	0	100	1
SPCC777.05	4	124	30	100	1247	300	0.04	19.387744715749	0.0994386527666399	48.1972803679406	0.0101598494999838	0.0904312249418767	0.402258064516129	0.126693323264797	1.1276773750252	9	95	1
SPNCRNA.1211	8	70	1	100	1294	300	0.08	38.775489431498	0.0540958268933539	26.2199020498924	0.0509574273341032	0.24577803618711	1.47885714285714	0.659389109703296	3.1803677882612	5	103	1
SPCC777.07	1	89	1	100	3286	300	0.01	4.84693617893725	0.027084601339014	13.1277334122159	0.000580611590882612	0.0741669819224664	0.369213483146067	0.0190788968764026	2.43712702597225	2	99	1
SPCC777.11	0	28	5	100	1771	300	0	0	0.0158102766798419	7.66314020385336	0.00327211992868732	0.176722244865318	0	0.0579492439370525	3.12975095656478	1	99	1
SPCC777.13	25	348	39	100	2844	300	0.25	121.173404473431	0.122362869198312	59.3085017675866	0.0468029875467341	0.109412736550167	2.04310344827586	1.33107696582912	3.11169822748676	13	112	1
SPCC777.14	20	29	21	100	1788	300	0.2	96.938723578745	0.0162192393736018	7.86136181147541	0.375882272627381	1.25957025668257	12.3310344827586	6.72077503457758	22.5211161894843	1	119	6.03528892522582e-09
SPCC777.15	14	54	5	100	1419	300	0.14	67.8571065051215	0.0380549682875264	18.4450002581122	0.137671947625326	0.480419566769226	3.67888888888889	1.95356493680338	6.81715365245531	4	110	1
SPCC663.02	0	227	6	100	1981	79	0	0	0.114588591620394	55.5403590418352	0.000400790194887206	0.0211824812092975	0	0.00793965376071555	0.419624952756184	10	90	1
SPCC663.17	12	23	1	100	1683	300	0.12	58.163234147247	0.0136660724896019	6.62385811738305	0.245088540421593	1.09476921180186	8.78086956521739	4.12484013529541	18.4249658346254	1	111	0.00276316055546104
SPCC663.03	94	1386	58	100	5278	300	0.94	455.612000820102	0.262599469496021	127.280286926999	0.0547152264902089	0.0839772016589522	3.57959595959596	2.88786965415323	4.4323167035595	40	154	2.533964575336e-13
SPCC663.04	453	112	392	100	180	300	4.53	2195.66208905857	0.622222222222222	301.587140022762	3.27302763879611	5.00171654764568	7.28035714285714	5.89144974983301	9.00308978576222	212	341	4.02773916317153e-33
SPNCRNA.1213	1	38	2	100	1551	300	0.01	4.84693617893725	0.0245003223726628	11.8751498903685	0.0013417190345932	0.177523570277566	0.408157894736842	0.0208100622265405	2.75339057500505	2	99	1
SPCC663.10	1	263	79	100	2611	300	0.01	4.84693617893725	0.100727690540023	48.8220687499233	0.000197798655569257	0.0248313293760871	0.099277566539924	0.00516452289691331	0.648346010009635	9	92	1
SPCC663.11	17	61	20	100	1979	300	0.17	82.3979150419333	0.0308236483072259	14.9400256147131	0.156828985889757	0.489417296217947	5.51524590163934	3.1036456307583	9.68556829215318	3	114	0.00246018126082625
SPCC663.12	12	223	11	100	4232	300	0.12	58.163234147247	0.0526937618147448	25.5403300544189	0.0286855510009847	0.0985772955449259	2.27730941704036	1.21397251836167	4.17179114746127	5	107	1
SPCC417.03	8	8	23	100	138	300	0.08	38.775489431498	0.0579710144927536	28.0981807474623	0.342538949259731	2.91937603639272	1.38	0.472703749978429	4.02873893022195	5	103	1
SPCC417.04	3	31	15	100	419	300	0.03	14.5408085368118	0.0739856801909308	35.8603870040703	0.0236134998558081	0.330007199855794	0.405483870967742	0.0989405643958358	1.38273016739578	7	96	1
SPNCRNA.1216	6	22	4	100	304	300	0.06	29.0816170736235	0.0723684210526316	35.0765118212564	0.099238444329978	0.708298164460976	0.829090909090909	0.301684870763133	2.15322641996137	7	99	1
SPNCRNA.583	1	47	6	100	2236	300	0.01	4.84693617893725	0.0210196779964222	10.188103775047	0.00108964984752419	0.142490214044753	0.475744680851064	0.0243645705906408	3.18608118604068	2	99	1
SPNCRNA.1217	2	54	1	100	3382	300	0.02	9.6938723578745	0.015966883500887	7.73904653053257	0.00624894524129813	0.15448115453729	1.25259259259259	0.211339328060703	5.22455264645115	1	101	1
SPCC417.08	261	3018	239	100	3104	300	2.61	1265.05034270262	0.97229381443299	471.264606573216	0.0760476791735985	0.0983238958365574	2.68437375745527	2.3605199615485	3.05197372676674	177	184	2.96994816258483e-14
SPCC417.10	1	201	8	100	3077	300	0.01	4.84693617893725	0.0653233669158271	31.6618190434315	0.000258537563140382	0.0325455909692719	0.153084577114428	0.00795520081782956	1.0014278341245	6	95	1
SPCC417.12	0	4	0	100	1801	300	0	0	0.00222098833981122	1.07649887372288	0.0240893601812892	1.52670069174082	0	0.433849376865019	27.4958794582522	0	100	1
SPRRNA.06	450	1	0	88	54	300	5.11363636363636	2478.54690968382	0.0185185185185185	8.97580773877269	69.0626789128655	8638.01163569224	276.136363636364	42.3793711510766	5300.59804917478	9	529	9.59048126101703e-33
SPNCRNA.1218	3	13	7	100	1378	300	0.03	14.5408085368118	0.00943396226415094	4.5725813008842	0.0523338859955796	0.862462925029247	3.18	0.721160949019087	11.884739106903	0	103	1
SPCC191.01	3	81	18	100	1738	300	0.03	14.5408085368118	0.0466052934407365	22.5892882907893	0.00935573551035926	0.121147508214982	0.643703703703704	0.162602683170044	2.10554369277639	4	99	1
SPCC191.06	12	51	298	100	2457	300	0.12	58.163234147247	0.0207570207570208	10.0607954874155	0.11906740740962	0.45541285190563	5.78117647058824	2.92548620005437	11.1894937713213	2	110	0.0577432735401122
SPCC191.07	113	606	87	100	977	300	1.13	547.703788219909	0.620266120777891	300.639030136742	0.151736411395562	0.228981934563385	1.82179867986799	1.48246473933464	2.23715350068427	81	132	0.193658463523791
SPCC191.08	28	21	24	100	608	300	0.28	135.714213010243	0.0345394736842105	16.7410624601451	0.73280619811392	2.43446981794269	8.10666666666667	4.45546168453263	14.8015764930915	4	124	2.0890703633758e-07
SPNCRNA.1222	0	19	6	100	923	300	0	0	0.0205850487540628	9.97744175512543	0.00484054272324269	0.264551414760663	0	0.04467820933553	2.44180955824092	2	98	1
SPCC191.10	0	0	0	100	708	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPCC191.11	2	5	1	100	2531	300	0.02	9.6938723578745	0.00197550375345713	0.957514061425771	0.0538788235081954	2.30512923539502	10.124	1.36367302299242	58.3428209478479	0	102	1
SPNCRNA.1224	0	3	0	100	979	300	0	0	0.00306435137895812	1.48527155636484	0.0327971598819604	2.22593021867193	0	0.321084195244392	21.7918568407982	0	100	1
SPNCRNA.500	1	2	59	100	117	300	0.01	4.84693617893725	0.0170940170940171	8.28536098963633	0.0179700152612445	6.97865092307548	0.585	0.0210249178556561	8.16502157999832	1	100	1
SPCC1450.02	1	246	52	100	2709	300	0.01	4.84693617893725	0.0908084163898117	44.0142598751777	0.000211417541187739	0.026557348184314	0.110121951219512	0.00572730119077584	0.719438562313065	8	93	1
SPCC1450.03	19	150	16	100	843	300	0.19	92.0917873998078	0.177935943060498	86.2444159953247	0.0761920748782868	0.208201149984233	1.0678	0.642299191223958	1.75513569436709	17	102	1
SPCC1450.04	30	639	201	100	894	300	0.3	145.408085368118	0.714765100671141	346.442082588468	0.0319583813334537	0.068556823418663	0.419718309859155	0.285707929121076	0.612898001362847	54	76	1
SPNCRNA.1225	10	3	13	100	853	300	0.1	48.4693617893725	0.00351699882766706	1.70466688590994	0.851333767758116	15.2321581345902	28.4333333333333	7.26187703897673	129.930308888054	0	110	0.000352014030792957
SPNCRNA.1226	5	84	9	100	3633	300	0.05	24.2346808946863	0.023121387283237	11.2067888530341	0.0213107206138277	0.152281477872927	2.1625	0.77421847990036	5.53238609112344	2	103	1
SPNCRNA.501	2	18	14	100	791	300	0.02	9.6938723578745	0.02275600505689	11.0296904198319	0.017824798022405	0.495388811964686	0.878888888888889	0.140994152357224	3.91852550264067	2	100	1
SPCC1450.12	15	165	13	100	2983	300	0.15	72.7040426840588	0.0553134428427757	26.8100727296227	0.0515416758746983	0.157705683453169	2.71181818181818	1.53748819134225	4.70436053740802	6	109	1
SPCC1450.15	31	161	14	100	1837	300	0.31	150.255021547055	0.0876428960261296	42.4799523575883	0.12855983236922	0.286894325912158	3.53708074534162	2.36164412062257	5.27024876700634	10	121	0.00108207008019885
SPCC1442.01	1	17	29	100	2858	300	0.01	4.84693617893725	0.0059482155353394	2.88306210783531	0.0029153350293855	0.415929044001673	1.68117647058824	0.0833202751398376	11.8872520775678	0	101	1
SPCC1442.02	17	134	47	100	2021	300	0.17	82.3979150419333	0.0663038099950519	32.1370335466399	0.0739738427305693	0.214674437043309	2.5639552238806	1.49501136158481	4.33857037264527	7	110	1
SPCC1442.03	30	157	21	100	2027	300	0.3	145.408085368118	0.0774543660582141	37.5416369064207	0.126723347001522	0.286566653466069	3.87324840764331	2.56868224372086	5.80870606575722	9	121	0.00027066568806477
SPCC1442.06	45	470	12	100	2157	300	0.45	218.112128052176	0.217895224849328	105.612424853987	0.06963410906446	0.131230522170027	2.06521276595745	1.5020077325204	2.83064236320747	25	120	0.917573219363198
SPNCRNA.1228	0	28	40	100	1584	300	0	0	0.0176767676767677	8.56781647791938	0.00327211992868732	0.176722244865318	0	0.0518303796704072	2.79928035866664	1	99	1
SPCC1442.09	8	250	25	100	1742	300	0.08	38.775489431498	0.143513203214696	69.5599336816483	0.0147018372900974	0.0666412188060862	0.55744	0.256106005593497	1.16089003160202	13	95	1
SPNCRNA.503	10	6	13	100	109	300	0.1	48.4693617893725	0.055045871559633	26.6803826363518	0.559419828003067	5.14110917024434	1.81666666666667	0.609767612523343	5.60380899556633	5	105	1
SPCC1442.19	10	61	23	100	1265	300	0.1	48.4693617893725	0.0482213438735178	23.3725776217528	0.0789961829816746	0.330479431030538	2.07377049180328	0.999301714718183	4.18056480253631	5	105	1
SPCC1442.12	0	230	27	100	1801	300	0	0	0.127706829539145	61.8986852390654	0.00039555743861323	0.0209050977191867	0	0.00712398946942427	0.376500809922553	11	89	1
SPNCRNA.1229	7	4	7	100	985	300	0.07	33.9285532525608	0.00406091370558376	1.9682989559136	0.462279710456416	7.08729012833336	17.2375	4.5534551479957	69.8098077640836	0	107	0.109756056110837
SPNCRNA.1230	0	23	9	100	953	300	0	0	0.0241343126967471	11.6977473363648	0.00399043342974737	0.216691035021888	0	0.0380288305854924	2.06506556375859	2	98	1
SPCC285.03	13	151	22	100	1767	300	0.13	63.0101703261843	0.0854555744199208	41.4197715347779	0.0467040101238864	0.155457623608428	1.5212582781457	0.825259858889073	2.74693620916093	8	105	1
SPCC285.04	5	36	20	100	524	300	0.05	24.2346808946863	0.0687022900763359	33.2995615346834	0.047976302371859	0.369952422653469	0.727777777777778	0.251395824428541	1.93855069470418	6	99	1
SPCC285.05	0	130	8	100	1873	300	0	0	0.0694073678590496	33.6413082360834	0.000700353783233648	0.0370984825260718	0	0.0131176263599662	0.694854577713325	6	94	1
SPCC285.08	34	229	6	100	1331	300	0.34	164.795830083867	0.172051089406461	83.3920649869745	0.101783726692386	0.215570021734081	1.97615720524018	1.35474140227566	2.86923698928061	19	115	1
SPCC285.11	30	425	69	100	2122	300	0.3	145.408085368118	0.200282752120641	97.0757717270656	0.0478396218711726	0.103539779769816	1.49788235294118	1.01515677610628	2.1971141267155	21	109	1
SPCC285.12	47	58	33	100	359	300	0.47	227.806000410051	0.161559888579387	78.3070469020503	0.542100960098712	1.2103518563012	2.90913793103448	1.94614244675438	4.34516316412132	20	127	0.0189283354561618
SPCC285.14	11	213	0	100	5591	300	0.11	53.3162979683098	0.0380969415131461	18.4653444126924	0.0267208609355042	0.0971422975781556	2.88737089201878	1.49396333490404	5.43122585759468	4	107	1
SPCC285.17	105	308	37	100	2033	300	1.05	508.928298788411	0.151500245941958	73.4312023173966	0.271465253766718	0.427813160800989	6.93068181818182	5.51888860907738	8.6974415590841	26	179	1.07894419890184e-30
SPCC1223.01	28	274	5	100	2691	300	0.28	135.714213010243	0.10182088442958	49.351932851312	0.06785904373933	0.152901520776784	2.74992700729927	1.82608686702537	4.11457992410325	11	117	0.157662702088105
SPCC1223.02	0	0	0	100	990	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.504	2	6	8	100	311	300	0.02	9.6938723578745	0.0192926045016077	9.35100227447701	0.0466205767516236	1.81092198049589	1.03666666666667	0.144989993697549	5.63196735934222	1	101	1
SPNCRNA.1235	2	122	1	100	4160	300	0.02	9.6938723578745	0.0293269230769231	14.2145724478448	0.00280644259324612	0.0671111675386065	0.681967213114754	0.116748011879038	2.79182456960603	2	100	1
SPCC1223.06	11	309	34	100	3825	300	0.11	53.3162979683098	0.0807843137254902	39.1556412886695	0.0185124366870762	0.0666085562260489	1.36165048543689	0.708100703280664	2.54777727564637	8	103	1
SPCC1223.08c	44	292	40	100	1621	300	0.44	213.265191873239	0.180135718692165	87.3106332047919	0.108297504353361	0.209003772347012	2.44260273972603	1.75550254556797	3.38795114974507	21	123	0.0488300439206654
SPNCRNA.1236	124	183	62	100	426	300	1.24	601.020086188219	0.429577464788732	208.213455574065	0.536009705544556	0.856321470729553	2.88655737704918	2.28340134561981	3.64792946530789	67	157	1.80365923402655e-07
SPCC1223.11	20	471	16	100	2755	300	0.2	96.938723578745	0.170961887477314	82.8641357633192	0.0263931858183952	0.0675637547917835	1.16985138004246	0.727132269296789	1.86138144451364	17	103	1
SPNCRNA.586	12	171	27	100	935	300	0.12	58.163234147247	0.182887700534759	88.6445012404567	0.0372265750368059	0.129212446976759	0.656140350877193	0.348068476594135	1.20813637923269	17	95	1
SPNCRNA.1237	2	37	24	100	820	300	0.02	9.6938723578745	0.0451219512195122	21.8703217830095	0.0090128876830177	0.228949768930256	0.443243243243243	0.0739056790007451	1.8773881052281	4	98	1
SPNCRNA.1238	24	44	1	100	1798	300	0.24	116.326468294494	0.0244716351501669	11.8612453767096	0.321995042602673	0.91949567771895	9.80727272727273	5.78947086599606	16.5325322853867	2	122	1.74442169194768e-09
SPCC1223.13	0	1169	49	100	5204	300	0	0	0.224634896233666	108.879100560677	7.77652512687547e-05	0.00410006036683134	0	0.004046903676026	0.213367141489903	18	82	1
SPCC1223.14	48	232	37	100	1314	300	0.48	232.652936588988	0.176560121765601	85.5775641943259	0.149719790427264	0.285154511821827	2.71862068965517	1.96731804621424	3.74693028533881	22	126	0.0027526057407758
SPCC297.03	34	803	84	100	3664	300	0.34	164.795830083867	0.219159388646288	106.225156978346	0.0295594562735388	0.0603486490578038	1.55138231631382	1.08305847786246	2.21117450147793	24	110	1
SPCC297.05	57	380	34	100	3152	300	0.57	276.275362199423	0.120558375634518	58.4338752536851	0.112389652507203	0.199770152629409	4.728	3.54252184702703	6.29675521087897	16	141	1.83638547686139e-12
SPCC737.04	0	83	10	100	2289	300	0	0	0.036260375709917	17.5751726890254	0.00109800574614357	0.0583369154812046	0	0.0251333515292264	1.33533199536477	3	97	1
SPNCRNA.1242	3	13	9	100	291	300	0.03	14.5408085368118	0.0446735395189003	21.6529794935341	0.0523338859955796	0.862462925029247	0.671538461538462	0.152291608247137	2.50976711183511	4	99	1
SPCC737.05	58	181	5	100	2729	300	0.58	281.122298378361	0.0663246610480029	32.1471399189316	0.235746874338505	0.434790039258113	8.74486187845304	6.4335322006978	11.8654201713539	9	149	5.29068871294673e-23
SPCC737.08	23	1719	29	100	14152	300	0.23	111.479532115557	0.121466930469192	58.874245983558	0.00865840821917165	0.0204882999690781	1.89351948807446	1.22533793117717	2.89950421162393	13	110	1
SPNCRNA.505	0	1	2	100	664	300	0	0	0.00150602409638554	0.729960267912237	0.120791776113059	17.3080587281839	0	0.802057393390711	114.925509955141	0	100	1
SPCC74.09	0	16	6	100	4819	300	0	0	0.00332019091097738	1.60927534473949	0.00576104614150375	0.317064970660191	0	0.277624813559066	15.2793609361146	0	100	1
SPCC74.01	17	221	14	100	2114	300	0.17	82.3979150419333	0.104541154210028	50.6704302528445	0.0454042763655542	0.128526484875478	1.62615384615385	0.959846402367815	2.71704989026761	11	106	1
SPNCRNA.506	0	3	1	100	759	300	0	0	0.00395256916996047	1.91578505096334	0.0327971598819604	2.22593021867193	0	0.248930443504079	16.89481035972	0	100	1
SPNCRNA.1243	1	20	6	100	1890	300	0.01	4.84693617893725	0.0105820105820106	5.12903299358439	0.00249697159993946	0.349045314408539	0.945	0.0471927632388557	6.59695644232139	1	100	1
SPCC74.04	4	237	17	100	2836	300	0.04	19.387744715749	0.0835684062059238	40.5050731455617	0.00535863192278133	0.0468850037431506	0.478649789029536	0.151970801330079	1.32965870615575	8	96	1
SPCC74.05	50	166	175	100	477	300	0.5	242.346808946863	0.348008385744235	168.677443543728	0.216751672081728	0.417613018648458	1.43674698795181	1.03390547582984	1.99201409895314	38	112	1
SPCC74.06	45	782	32	100	7222	300	0.45	218.112128052176	0.10828025477707	52.4827484343524	0.0420911395891502	0.0784180436074157	4.15588235294118	3.03982210112842	5.66335110932756	14	131	1.47218725811066e-08
SPNCRNA.1246	0	101	82	100	1130	300	0	0	0.0893805309734513	43.3221729267843	0.000901889401576689	0.0478465687296423	0	0.0101913502378166	0.540666226644958	8	92	1
SPCC18.02	97	369	69	100	1935	300	0.97	470.152809356913	0.190697674418605	92.4299457378732	0.208836283227536	0.330603375006024	5.08658536585366	4.04098208045281	6.39717530636656	31	166	8.25234986160697e-21
SPCC18.03	99	453	28	100	3421	300	0.99	479.846681714788	0.132417421806489	64.1818792475468	0.174752113700097	0.273067781670124	7.47635761589404	5.97826980968031	9.34164881093495	23	176	5.42987460765356e-33
SPCC18.04	4	205	31	100	2707	300	0.04	19.387744715749	0.0757295899519764	36.7056489354317	0.00618653796077649	0.0542884735837704	0.52819512195122	0.16746958259822	1.46958897991266	7	97	1
SPNCRNA.1249	0	6	2	100	542	300	0	0	0.011070110701107	5.3656120062036	0.0157393406208896	0.93492067967121	0	0.0853072261652215	5.06727008381796	1	99	1
SPCC18.07	32	80	19	100	1283	300	0.32	155.101957725992	0.0623538581449727	30.2225170939189	0.259935106613269	0.613098849066389	5.132	3.33496741784824	7.86605823352178	7	125	1.07880319857186e-06
SPCC18.08	10	108	5	100	2766	300	0.1	48.4693617893725	0.0390455531453362	18.9251304166747	0.0456376368360815	0.18221689157074	2.56111111111111	1.26233703488601	5.04011922084668	4	106	1
SPCC18.10	13	133	6	100	1676	300	0.13	63.0101703261843	0.0793556085918854	38.4631570285593	0.052850879645991	0.177105235686977	1.6381954887218	0.885780742866809	2.96828375011373	8	105	1
SPNCRNA.1250	3	107	7	100	1592	300	0.03	14.5408085368118	0.0672110552763819	32.5767695443647	0.00712025972664929	0.0911318117102552	0.446355140186916	0.113354534848257	1.45081844242726	6	97	1
SPCC18.13	5	162	3	100	1645	300	0.05	24.2346808946863	0.0984802431610942	47.7327453488045	0.0111982383770814	0.0778003363748992	0.507716049382716	0.184211021302988	1.27981553336709	9	96	1
SPCC18.20	2	10	37	100	1066	300	0.02	9.6938723578745	0.00938086303939963	4.54684444553213	0.0303002114505232	0.965353981350509	2.132	0.323000254062577	10.2906734411964	0	102	1
SPCC18.15	2	245	10	100	2842	300	0.02	9.6938723578745	0.0862068965517241	41.7839325770453	0.00140570703300218	0.0331701139038564	0.232	0.0399501938779219	0.9426946371476	8	94	1
SPNCRNA.1251	2	14	28	100	605	300	0.02	9.6938723578745	0.0231404958677686	11.2160506620036	0.0224451794089099	0.655283897988541	0.864285714285714	0.135793335423905	3.96446758283067	2	100	1
SPCC290.02	18	118	7	100	1337	300	0.18	87.2448512208705	0.0882572924457741	42.7777463810468	0.0898590546141867	0.2558396786046	2.03949152542373	1.20141556019168	3.42057650294351	9	109	1
SPCC290.04	17	197	87	100	3003	300	0.17	82.3979150419333	0.0656010656010656	31.7964178238641	0.0508180168399673	0.144530269306474	2.59142131979695	1.52606504570422	4.34024398727342	7	110	1
SPCC4F11.02	71	134	26	100	1657	300	0.71	344.132468704545	0.0808690404345202	39.1967077838015	0.393313962754926	0.713087380046311	8.77962686567164	6.51721236284912	11.8158578873674	12	159	4.92660987701995e-26
SPNCRNA.1253	45	57	4	100	1559	300	0.45	218.112128052176	0.0365618986529827	17.7213189351779	0.524577050540269	1.18701466662776	12.3078947368421	8.17815621792279	18.5055586527268	5	140	5.79362209361655e-21
SPCC4F11.05	2	7	10	100	357	300	0.02	9.6938723578745	0.0196078431372549	9.50379642928873	0.0410868912536841	1.48812327873763	1.02	0.146680201775652	5.31260010509335	1	101	1
SPNCRNA.511	1	62	208	100	1223	300	0.01	4.84693617893725	0.0506950122649223	24.571548903852	0.00082981925837066	0.107218374424161	0.197258064516129	0.0101486895298732	1.31128071920749	4	97	1
SPCC1906.01	50	798	101	100	1314	300	0.5	242.346808946863	0.607305936073059	294.357311323586	0.0465667978707998	0.0840742574291581	0.823308270676692	0.611887724022309	1.10473574261914	56	94	1
SPCC1906.03	0	7	9	30	417	234	0	0	0.0167865707434053	8.13634370565006	0.0134151780994594	0.782741335671289	0	0.186470975582486	10.8801045658309	0	30	1
SPCC1906.04	0	1	3	0	936	300	NA	NA	0.00106837606837607	0.51783506185227	0.120791776113059	17.3080587281839	NA	NA	NA	0	0	1
SPCC1739.01	96	1022	1	100	4427	300	0.96	465.305873177976	0.230856110232663	111.894483281542	0.0757577008080206	0.11635250421734	4.15843444227006	3.35379341477107	5.15092536170165	36	160	5.83362364347039e-17
SPCC1739.03	4	145	0	100	4546	300	0.04	19.387744715749	0.0318961724593049	15.4598712262627	0.00870960733171247	0.0771208402311982	1.25406896551724	0.395938749299649	3.50591339691027	3	101	1
SPCC1739.05	34	46	14	100	1115	300	0.34	164.795830083867	0.0412556053811659	19.9963286305931	0.463708390515573	1.17607056435986	8.24130434782609	5.17034855424864	13.1131867926125	5	129	3.44277125963486e-11
SPCC1739.07	5	105	20	100	1322	300	0.05	24.2346808946863	0.0794251134644478	38.4968455967028	0.0171427500998633	0.121080201010424	0.629523809523809	0.226627156320193	1.6006802573578	7	98	1
SPNCRNA.549	1	0	0	100	974	300	0.01	4.84693617893725	0	0	0.0577765545925511	8.27870929775896	NA	0.562743641731448	80.6346285601723	0	101	1
SPNCRNA.1256	0	0	0	100	833	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPCC1739.10	42	428	95	100	1508	300	0.42	203.571319515365	0.283819628647215	137.565562638272	0.0705169270101372	0.136080857272714	1.47981308411215	1.06339525931287	2.05209932767252	31	111	1
SPCC1739.12	65	554	66	100	3363	300	0.65	315.050851630921	0.164733868569729	79.8454547466915	0.0899465211366142	0.152772742216191	3.94575812274368	3.02490150582434	5.13774732073051	23	142	5.26031372278585e-11
SPCC1739.13	7	1111	114	100	2062	300	0.07	33.9285532525608	0.538797284190107	261.151604985416	0.00275387340655137	0.0136479081513659	0.12991899189919	0.0567848696430892	0.281419866081165	37	70	1
SPCC1739.14	28	284	8	100	3237	300	0.28	135.714213010243	0.0877355576150757	42.5248648383744	0.0655141956378106	0.147415116967904	3.19140845070423	2.12069451279593	4.77182733625105	10	118	0.0126866948922851
SPCC1739.15	0	10	1	59	1527	300	0	0	0.00654878847413229	3.1741559783479	0.00929728784483565	0.525639636497703	0	0.24062641591634	13.6042665242711	0	59	1
SPCPB1C11.01	140	899	58	100	2529	300	1.4	678.571065051215	0.355476472914195	172.297177732882	0.129783591525945	0.186758000573994	3.93837597330367	3.28222702969115	4.7231098345163	62	178	4.76606304442843e-20
SPCPB1C11.02	3	44	17	100	1842	259	0.03	14.5408085368118	0.0238870792616721	11.577914868254	0.0169120754400022	0.227932083585079	1.25590909090909	0.31152042960484	4.19850897963716	2	101	1
SPCPB1C11.03	3	406	55	100	2550	300	0.03	14.5408085368118	0.15921568627451	77.1708270058245	0.00189985780872189	0.0236704201439264	0.188423645320197	0.0484463741224081	0.603595713670124	14	89	1
SPCC576.02	4	73	0	100	2536	118	0.04	19.387744715749	0.0287854889589905	13.952142786373	0.0170579282876009	0.155662992795075	1.38958904109589	0.432589061373559	3.94761349728309	2	102	1
SPNCRNA.1260	0	61	103	100	703	300	0	0	0.0867709815078236	42.0573409552165	0.00149545868574188	0.0796917976497406	0	0.0105130745607654	0.560233337477676	7	93	1
SPCC576.04	60	418	188	100	1494	300	0.6	290.816170736235	0.279785809906292	135.610396438807	0.108454253474776	0.189601880095534	2.1444976076555	1.62030654691315	2.83265208862728	34	126	0.0856858598700294
SPCC576.05	126	360	29	100	3269	300	1.26	610.713958546094	0.110125420617926	53.3770885413708	0.284228496946415	0.430760988191345	11.4415	9.29142956517831	14.0815767039751	22	204	2.15623127715675e-55
SPCC576.07	2	270	51	100	1674	300	0.02	9.6938723578745	0.161290322580645	78.1763899828589	0.00127623792661062	0.0300781684125883	0.124	0.0213642228914618	0.503508539226728	14	88	1
SPCC576.09	78	213	262	100	291	300	0.78	378.061021957106	0.731958762886598	354.77574093252	0.280114797447682	0.478216537514363	1.0656338028169	0.815134060572756	1.3916101241668	75	103	1
SPNCRNA.119	193	12	35	100	154	300	1.93	935.458682534889	0.0779220779220779	37.7683338618487	8.75668470359784	30.2464548212643	24.7683333333333	13.4852944435407	46.5795404247471	21	272	2.41830421757184e-34
SPCC576.11	130	202	163	100	493	300	1.3	630.101703261843	0.40973630831643	198.596573660309	0.513171290256537	0.806840016319313	3.17277227722772	2.52993446096473	3.97772128045421	66	164	7.20122306689723e-10
SPCC576.13	2	9	4	100	459	300	0.02	9.6938723578745	0.0196078431372549	9.50379642928873	0.0332058119471448	1.09402338033518	1.02	0.152414676837395	5.02156731573848	1	101	1
SPCC576.14	2	67	14	100	1108	300	0.02	9.6938723578745	0.0604693140794224	29.3090906127072	0.00506189698319274	0.123700714732445	0.330746268656716	0.0560858185737756	1.37060391923549	5	97	1
SPNCRNA.512	0	0	1	100	112	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
