Cdk9as_spt5_T1A_1min_3MBPP1_r1_pr_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1term_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1term_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_density	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_densityRPKM	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_density	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_densityRPKM	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_low	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_high	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_low_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_high_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1_ExpPR	Cdk9as_spt5_T1A_1min_3MBPP1_r1_ExpGB	Cdk9as_spt5_T1A_1min_3MBPP1_r1Fexact_Pval
SPBC32H8.02c	11	223	22	100	3085	300	0.11	104.86547189939	0.0722852512155592	68.9111543644143	0.0255411517555084	0.0927154429764386	1.52174887892377	0.787944531657435	2.86027141582313	7	104	1
SPBC32H8.04c	9	41	1	100	2611	300	0.09	85.7990224631374	0.0157027958636538	14.9698281671077	0.0994859389068054	0.46889022062971	5.73146341463415	2.59757786485669	12.2427236606417	1	108	0.711011091524775
SPNCRNA.1435	15	39	0	100	1973	300	0.15	142.998370771896	0.0197668525088697	18.8441846937115	0.202860733501318	0.720037514405816	7.58846153846154	4.002442271981	14.2063401592267	2	113	0.000384175740386659
SPBC32H8.08c	6	82	3	100	1290	300	0.06	57.1993483087583	0.0635658914728682	60.5987927818886	0.0288276364754372	0.173805685828412	0.94390243902439	0.37187651053314	2.24209334718651	6	100	1
SPNCRNA.1436	195	148	211	100	301	300	1.95	1858.97882003464	0.491694352159468	468.743275176978	1.05830168666363	1.64064092444492	3.96587837837838	3.18548807685753	4.93832918257922	97	198	2.7336415729359e-15
SPSNORNA.47	195	1	158	100	18	300	1.95	1858.97882003464	0.0555555555555556	52.9623595451465	29.8023681870587	3752.96768663072	35.1	5.36442627367057	675.53418359353	15	280	0.000797563301440806
SPBC32H8.12c	32	655	154	100	1648	300	0.32	305.063190980044	0.39745145631068	378.89940475563	0.0336736057103185	0.0704963403385787	0.805129770992366	0.554941022106049	1.16177968877978	37	95	1
SPBC32H8.13c	2	340	2	100	7893	300	0.02	19.0664494362528	0.0430761434182187	41.0654555196119	0.00101458877639185	0.0238525648512444	0.464294117647059	0.0800814921206089	1.88268294370872	4	98	1
SPBC11B10.02c	0	9	47	100	1454	300	0	0	0.0061898211829436	5.90089563020202	0.0103569347612096	0.590306163886248	0	0.150589831427987	8.58305162290604	0	100	1
SPBC11B10.04c	8	48	11	100	1164	300	0.08	76.265797745011	0.0412371134020619	39.3122668788717	0.0729562096188785	0.365667806828535	1.94	0.849210279963745	4.25637327148415	4	104	1
SPBC11B10.05c	0	55	15	100	2454	300	0	0	0.0224123879380603	21.3662330683354	0.0016592631470071	0.0885300344192424	0	0.0407183176275542	2.17252704464821	2	98	1
SPBC11B10.07c	2	95	3	100	1424	300	0.02	19.0664494362528	0.0667134831460674	63.5994626560397	0.00359218404508672	0.0865494780358868	0.299789473684211	0.0511527008020349	1.23246456723103	6	96	1
SPNCRNA.24	0	6	9	100	530	300	0	0	0.0113207547169811	10.792329869577	0.0157393406208896	0.93492067967121	0	0.0834185052907147	4.95507960225741	1	99	1
SPNCRNA.1438	1	3	1	100	612	300	0.01	9.53322471812638	0.00490196078431373	4.67314937163058	0.0133674946082822	3.55733427163736	2.04	0.081809067002687	21.7708857424206	0	101	1
SPBC11B10.10c	3	87	7	100	1026	300	0.03	28.5996741543791	0.0847953216374269	80.8372856215395	0.0087236820042207	0.112590447973692	0.353793103448276	0.0895049773633044	1.15517799621008	8	95	1
SPBC1215.02c	3	119	28	100	2858	300	0.03	28.5996741543791	0.0416375087473758	39.6939727591686	0.00641303010883689	0.0817792339360502	0.720504201680672	0.183284400510558	2.33725050589231	4	99	1
SPBC83.02c	5	130	160	100	215	300	0.05	47.6661235906319	0.604651162790698	576.427541096013	0.0139052208079215	0.0973336968997325	0.0826923076923077	0.0298962247370311	0.209267448334425	39	66	1
SPBC83.03c	6	36	4	100	1866	300	0.06	57.1993483087583	0.0192926045016077	18.3920734111763	0.0631993863447926	0.413057060298818	3.11	1.17930054919383	7.70764474517594	2	104	1
SPBC83.06c	9	49	20	100	433	300	0.09	85.7990224631374	0.113163972286374	107.881757780183	0.0842106530269051	0.387445469789003	0.79530612244898	0.364632127606499	1.67763888418638	11	98	1
SPBC83.09c	8	9	2	100	1214	300	0.08	76.265797745011	0.00741350906095552	7.0674647827955	0.313322581487005	2.50460869860418	10.7911111111111	3.80373613925225	30.4059496010547	0	108	0.126182263133562
SPNCRNA.1440	0	31	5	100	815	300	0	0	0.0380368098159509	36.2613455536095	0.00295316473031761	0.159112070807008	0	0.0240682925520885	1.29676337707712	3	97	1
SPBC83.14c	1	38	2	100	1490	300	0.01	9.53322471812638	0.025503355704698	24.3129220999196	0.0013417190345932	0.177523570277566	0.392105263157895	0.0199916136154387	2.64510119713573	2	99	1
SPBC83.16c	2	150	22	100	2604	300	0.02	19.0664494362528	0.0576036866359447	54.9148889292994	0.00228754238172694	0.0544325320593525	0.3472	0.0595676036201696	1.41742313482554	5	97	1
SPBC83.19c	0	1	12	100	251	300	0	0	0.00398406374501992	3.79809749726151	0.120791776113059	17.3080587281839	0	0.303187358043778	43.4432274077417	0	100	1
SPBC83.18c	25	208	2	100	1083	300	0.25	238.330617953159	0.192059095106187	183.094251280728	0.0775478827546459	0.184887246194661	1.30168269230769	0.839843570232815	2.00232887628818	20	105	1
SPBC29B5.02c	7	133	3	100	2988	300	0.07	66.7325730268846	0.0445113788487282	42.4336977078584	0.0225837991438222	0.116288760192426	1.57263157894737	0.674803918417407	3.47470815454968	4	103	1
SPBC29B5.03c	147	113	141	100	257	300	1.47	1401.38403356458	0.439688715953307	419.165133520732	1.01080410107954	1.67464379696582	3.34327433628319	2.59776653977441	4.30383455820216	75	172	4.98392493420997e-09
SPBC29B5.04c	14	48	102	100	2051	300	0.14	133.465146053769	0.0234032179424671	22.3108135772826	0.153629527054766	0.545151350465457	5.98208333333333	3.15094159989325	11.1810541980465	2	112	0.00994224556822131
SPBC27.01c	31	67	23	100	546	300	0.31	295.529966261918	0.122710622710623	116.982794160159	0.29557598152242	0.721519757715482	2.52626865671642	1.61384485911241	3.93949787712653	14	117	1
SPBC27.02c	1	20	10	100	1145	300	0.01	9.53322471812638	0.0174672489082969	16.6519209050242	0.00249697159993946	0.349045314408539	0.5725	0.0285903248193068	3.99656884997777	1	100	1
SPNCRNA.1446	7	36	1	100	2006	300	0.07	66.7325730268846	0.0179461615154536	17.1084790554611	0.0790690677386959	0.455649798173981	3.90055555555556	1.58612549883824	9.14033495137006	1	106	1
SPNCRNA.1447	2	38	18	100	3504	300	0.02	19.0664494362528	0.0108447488584475	10.3385427879224	0.00878433500901352	0.222638928736117	1.84421052631579	0.307803098715834	7.80126806291353	1	101	1
SPBC27.06c	13	74	7	100	515	300	0.13	123.931921335643	0.14368932038835	136.982258085699	0.0929659687500921	0.325599577852539	0.90472972972973	0.478774739062974	1.67683782594058	14	99	1
SPBC27.08c	21	565	37	100	1342	300	0.21	200.197719080654	0.421013412816692	401.361547372683	0.0234131881140901	0.0583977967636599	0.498796460176991	0.314204984491089	0.783698432568316	35	86	1
SPBC28F2.04c	9	58	13	100	458	300	0.09	85.7990224631374	0.126637554585153	120.726426561426	0.0718101238903648	0.324042244954695	0.710689655172414	0.328890367417871	1.4841134818925	12	97	1
SPBC28F2.05c	2	19	25	100	754	300	0.02	19.0664494362528	0.0251989389920424	24.0227148069498	0.0169524113891639	0.46686156027615	0.793684210526316	0.127821181874296	3.52013616448217	2	100	1
SPBC28F2.06c	1	22	2	100	808	300	0.01	9.53322471812638	0.0272277227722772	25.9567999750966	0.0022789459676721	0.315231910448174	0.367272727272727	0.0184138834187905	2.54707383642125	2	99	1
SPBC28F2.08c	7	157	53	100	2321	300	0.07	66.7325730268846	0.0676432572167169	64.4858371712986	0.0191922269518607	0.0981758655304785	1.03484076433121	0.445451587552687	2.27866183896241	6	101	1
SPBC28F2.10c	6	108	5	100	1639	300	0.06	57.1993483087583	0.0658938377059182	62.8180762390268	0.0220506719126712	0.13089424785925	0.910555555555556	0.361410512648682	2.14535672241311	6	100	1
SPBC21B10.12	0	4	7	100	602	300	0	0	0.00664451827242525	6.33436858347268	0.0240893601812892	1.52670069174082	0	0.145017948291361	9.19073816427973	0	100	1
SPBC21B10.11	13	10	2	100	490	300	0.13	123.931921335643	0.0204081632653061	19.4555606492375	0.535428001833244	3.18757201070523	6.37	2.6235972089829	15.6191028524556	2	111	0.220033356051798
SPBC21B10.10	16	234	30	100	799	300	0.16	152.531595490022	0.292866082603254	279.195817777418	0.0397502358294607	0.115833655686492	0.546324786324786	0.317604384277391	0.925510908935069	26	90	1
SPBC21B10.09	0	73	31	100	2341	300	0	0	0.0311832550192226	29.7276977540891	0.0012488776032341	0.0664281626427554	0	0.0292362246917104	1.5550832874669	3	97	1
SPBC21B10.07	11	136	19	100	1819	300	0.11	104.86547189939	0.0747663551401869	71.2764464906645	0.0414707324799433	0.153604503551292	1.47125	0.754352623810168	2.794065919598	7	104	1
SPBC21B10.15	1	25	17	100	1070	300	0.01	9.53322471812638	0.0233644859813084	22.2738895283327	0.00201502960057811	0.275223236161762	0.428	0.0215608167261858	2.94488862693085	2	99	1
SPBC21B10.02	4	17	10	100	416	300	0.04	38.1328988725055	0.0408653846153846	38.9578894731126	0.0670760206056884	0.74144797528323	0.978823529411765	0.279036245719664	3.08442357717824	4	100	1
SPNCRNA.1451	3	32	0	100	4518	300	0.03	28.5996741543791	0.00708277999114653	6.7521733284649	0.0229150017431142	0.319025295705829	4.235625	1.0352997787539	14.4135628599893	0	103	1
SPBC19C2.04c	3	110	7	100	2093	300	0.03	28.5996741543791	0.0525561395126612	50.1029488291401	0.00692922071982852	0.0885987387686702	0.570818181818182	0.145028589666011	1.85437160242827	5	98	1
SPBC19C2.06c	2	35	1	100	2599	300	0.02	19.0664494362528	0.0134667179684494	12.8381248608858	0.00950763214357373	0.242707696571695	1.48514285714286	0.247103359411481	6.30797303389835	1	101	1
SPNCRNA.1454	0	12	6	100	1422	300	0	0	0.00843881856540084	8.04491537394631	0.00771806013949717	0.431135285113533	0	0.10975081518365	6.13074375431445	0	100	1
SPBC19C2.11c	45	234	5	100	1590	300	0.45	428.995112315687	0.147169811320755	140.300288304501	0.137918969865896	0.267355827171584	3.05769230769231	2.19291162086775	4.25095765202819	18	127	0.000281436316778925
SPBC19C2.13c	0	54	6	100	1162	300	0	0	0.0464716006884682	44.3024212374203	0.00169011755890912	0.0901972480139864	0	0.0196391660345239	1.04809202192252	4	96	1
SPBC19C2.15c	7	61	3	100	659	300	0.07	66.7325730268846	0.0925644916540212	88.2438099856918	0.0480713876550556	0.260250285812334	0.756229508196721	0.316790444646816	1.71504938350328	9	98	1
SPBC2F12.13	2	205	7	100	2841	300	0.02	19.0664494362528	0.0721576909538895	68.7895483004543	0.00167808243111692	0.0396996650457519	0.277170731707317	0.0476743218680318	1.12786748394981	6	96	1
SPNCRNA.1456	0	14	1	100	1412	300	0	0	0.00991501416430595	9.45220581117346	0.0065974714867639	0.365411596620526	0	0.0931562973931062	5.15961174428183	0	100	1
SPBC2F12.17	2	11	31	100	204	300	0.02	19.0664494362528	0.053921568627451	51.4046430879363	0.0278623380972679	0.863501028037994	0.370909090909091	0.0568391697184265	1.76154209719751	5	97	1
SPBC2F12.10	1	88	3	100	1601	300	0.01	9.53322471812638	0.0549656464709556	52.399985958471	0.000587142256131819	0.075023577202824	0.181931818181818	0.00940014752067043	1.20112747101721	5	96	1
SPNCRNA.1457	0	46	3	100	3327	300	0	0	0.0138262699128344	13.180893809252	0.00198548220405956	0.106196341353302	0	0.0660569929290614	3.53315227682436	1	99	1
SPBC2F12.04	19	139	67	100	468	300	0.19	181.131269644401	0.297008547008547	283.144922183668	0.0820340722352523	0.225209301136464	0.639712230215827	0.383919458060981	1.05397952931865	27	92	1
SPNCRNA.1458	0	6	2	100	988	300	0	0	0.00607287449392713	5.78940772355853	0.0157393406208896	0.93492067967121	0	0.155504685334389	9.23701631515156	0	100	1
SPBC1D7.05	38	46	7	100	2147	300	0.38	362.262539288802	0.0214252445272473	20.4251670719056	0.526219322340343	1.29551754647412	17.7360869565217	11.2979288506472	27.8147617227993	2	136	1.09613134445407e-22
SPNCRNA.1459	41	330	64	100	1486	300	0.41	390.862213443181	0.22207267833109	211.706874628648	0.0885509054554535	0.173698938014277	1.84624242424242	1.31586645506804	2.58116621889216	25	116	1
SPBC1D7.04	61	374	48	100	580	300	0.61	581.526707805709	0.644827586206897	614.728628375735	0.123230916593529	0.215461333455278	0.945989304812834	0.714739316242466	1.24967573404061	63	98	1
SPBC1D7.03	6	536	29	100	1839	300	0.06	57.1993483087583	0.291462751495378	277.857990696886	0.0045283262879576	0.0258338420986284	0.205858208955224	0.0832759204355402	0.475084356193777	23	83	1
SPNCRNA.1460	0	6	2	100	1225	300	0	0	0.00489795918367347	4.669334555817	0.0157393406208896	0.93492067967121	0	0.192806922605897	11.4527783259723	0	100	1
SPBC1D7.01	1	104	44	100	1180	300	0.01	9.53322471812638	0.088135593220339	84.0216415834867	0.000497592306287516	0.0633219416226079	0.113461538461538	0.00587158921419269	0.747198911146774	8	93	1
SPBC11G11.02c	1	64	17	100	2216	300	0.01	9.53322471812638	0.0288808664259928	27.5327789693181	0.000804249148526225	0.103792408019431	0.34625	0.0178221611313411	2.30003976171059	2	99	1
SPBC11G11.06c	15	112	11	100	1527	300	0.15	142.998370771896	0.0733464309102816	69.9228008140245	0.0750886159667751	0.235055190022427	2.04508928571429	1.14660316581266	3.58929275164247	7	108	1
SPNCRNA.1462	0	1	0	100	1583	300	0	0	0.000631711939355654	0.602225187500087	0.120791776113059	17.3080587281839	0	1.91213381586972	273.986569667152	0	100	1
SPBC18H10.04c	43	408	5	100	1600	264	0.43	409.928662879434	0.255	243.097230312223	0.0759571323662639	0.145742882815301	1.68627450980392	1.21531411786022	2.33188612504482	29	114	1
SPNCRNA.1463	0	1	107	100	1690	300	0	0	0.000591715976331361	0.564096137167241	0.120791776113059	17.3080587281839	0	2.0413810163107	292.506192506308	0	100	1
SPNCRNA.17	0	0	0	100	213	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC18H10.06c	6	13	6	100	1078	300	0.06	57.1993483087583	0.0120593692022263	11.4964676563676	0.156809542376265	1.29895387832877	4.97538461538462	1.69040686681613	14.0027228083842	1	105	1
SPBC18H10.08c	1	58	29	100	2377	300	0.01	9.53322471812638	0.0244005048380311	23.2615495856681	0.000886168532157665	0.114796577053431	0.409827586206897	0.0210642260093877	2.72871463656005	2	99	1
SPBC18H10.10c	3	25	1	100	2310	300	0.03	28.5996741543791	0.0108225108225108	10.317342768535	0.0288991736999246	0.415829500379834	2.772	0.667570912468259	9.60566145877416	1	102	1
SPBC18H10.11c	4	16	3	100	1152	300	0.04	38.1328988725055	0.0138888888888889	13.2405898862866	0.0707856001160781	0.794321405375439	2.88	0.81545011333722	9.15058258992506	1	103	1
SPBC18H10.12c	25	467	27	100	1119	300	0.25	238.330617953159	0.41733690795353	397.856652668902	0.0350072639313707	0.0812215589662689	0.599036402569593	0.391731283392038	0.908869244832549	36	89	1
SPNCRNA.1464	0	8	1	100	676	233	0	0	0.0118343195266272	11.2819227433448	0.0116892782926356	0.673070909790981	0	0.0790195212582164	4.54995935018703	1	99	1
SPNCRNA.1465	0	1	1	100	832	300	0	0	0.00120192307692308	1.14582027862096	0.120791776113059	17.3080587281839	0	1.00498757726065	144.00304861849	0	100	1
SPBC18H10.17c	0	45	3	100	965	300	0	0	0.0466321243523316	44.4554520534391	0.00202982372305869	0.108604324102592	0	0.0195877989275163	1.04803172759001	4	96	1
SPBC18H10.18c	0	4	1	35	503	292	0	0	0.00795228628230616	7.58109321520984	0.0240893601812892	1.52670069174082	0	0.346198519176814	21.9408699413038	0	35	1
SPBC18H10.20c	6	176	17	100	1861	300	0.06	57.1993483087583	0.0945728103170339	90.1583852977024	0.0136553373355464	0.0795240112671979	0.634431818181818	0.254125827814519	1.47994184968255	9	97	1
SPNCRNA.1466	1	13	1	100	1425	300	0.01	9.53322471812638	0.00912280701754386	8.69697693583459	0.00375396436557918	0.55840707127902	1.09615384615385	0.0534939922095034	7.95730076572603	0	101	1
SPBC9B6.04c	21	121	17	100	1473	300	0.21	200.197719080654	0.0821452817379498	78.3109430341678	0.106107689617915	0.281205194217191	2.55644628099174	1.56296626807189	4.14215251081922	9	112	1
SPBC9B6.05c	0	61	49	100	1057	300	0	0	0.0577105014191107	55.0167178624133	0.00149545868574188	0.0796917976497406	0	0.0158069983082916	0.842342301157758	5	95	1
SPBC9B6.09c	0	73	11	100	2410	300	0	0	0.0302904564315353	28.8765727976442	0.0012488776032341	0.0664281626427554	0	0.0300979502379419	1.6009187196904	2	98	1
SPBC9B6.11c	22	91	0	100	3282	300	0.22	209.73094379878	0.0277269957343083	26.4327681093693	0.147517117187896	0.39292847082093	7.93450549450549	4.84151178610675	12.8959124123429	3	119	9.29787770980357e-08
SPBC28E12.01c	1	1	65	100	267	300	0.01	9.53322471812638	0.00374531835205993	3.570496149111	0.027408528703162	36.4849938072245	2.67	0.0731807716374425	97.4149334652894	0	101	1
SPNCRNA.1469	3	190	1	100	3427	300	0.03	28.5996741543791	0.0554420776189087	52.8541784780861	0.00403925228480105	0.0508808163925254	0.541105263157895	0.138425175800132	1.74368557777185	5	98	1
SPBC28E12.06c	19	428	2	100	7829	300	0.19	181.131269644401	0.0546685400434283	52.1167477245892	0.0272191690853331	0.0715403844080681	3.47549065420561	2.13098874769073	5.60089669530765	6	113	0.101557064973041
SPBC3H7.15	20	280	52	100	2018	300	0.2	190.664494362528	0.138751238850347	132.274673987878	0.0441026565329635	0.114431880096691	1.44142857142857	0.889991608835203	2.30923534035123	14	106	1
SPBC3H7.14	8	57	3	100	1644	300	0.08	76.265797745011	0.0346715328467153	33.0531513949637	0.0620044801056008	0.304864744881375	2.30736842105263	1.01935365293608	5.01197640584981	3	105	1
SPBC3H7.13	12	54	9	100	1963	300	0.12	114.398696617517	0.0275089149261335	26.2248667742651	0.112858908613286	0.428459252907458	4.36222222222222	2.21542037607881	8.4106551345734	2	110	0.729099428308487
SPBC3H7.12	16	75	1	100	1406	300	0.16	152.531595490022	0.0533428165007112	50.852905679906	0.119641156028527	0.375201644291287	2.99946666666667	1.68215465376109	5.27533511873549	5	111	1
SPBC3H7.11	17	21	21	100	566	300	0.17	162.064820208148	0.0371024734982332	35.3706217456986	0.408343022974488	1.59889926065108	4.58190476190476	2.3112215100356	9.04976981528511	4	113	0.166731853327643
SPBC3H7.10	7	23	5	100	710	300	0.07	66.7325730268846	0.0323943661971831	30.8822772559023	0.119006582197197	0.745207834956032	2.16086956521739	0.844946733600097	5.29097562818782	3	104	1
SPBC3H7.09	22	108	14	100	1519	300	0.22	209.73094379878	0.0710994075049375	67.780662907021	0.125261498929355	0.328436718160925	3.09425925925926	1.9027221687369	4.98895374886445	8	114	0.28988966756798
SPNCRNA.1470	0	1	0	100	889	300	0	0	0.00112485939257593	1.07235373657215	0.120791776113059	17.3080587281839	0	1.07383888964509	153.868642093555	0	100	1
SPNCRNA.1471	0	27	0	100	1841	300	0	0	0.0146659424225964	13.9813724817714	0.00339432100419189	0.183491530730493	0	0.0624894496871727	3.37807908074837	1	99	1
SPBC3H7.04	6	74	2	100	927	300	0.06	57.1993483087583	0.0798274002157497	76.1012544920552	0.0318386030472327	0.193297568308222	0.751621621621622	0.295143850247847	1.79186845821722	7	99	1
SPBC3H7.02	17	561	61	100	3380	300	0.17	162.064820208148	0.165976331360947	158.228966475411	0.0180964760307464	0.0500253006601632	1.02424242424242	0.611660889839227	1.69085516231352	16	101	1
SPBC3H7.01	6	52	30	100	1671	300	0.06	57.1993483087583	0.0311190903650509	29.6665281473711	0.0446704309649143	0.279423243257117	1.92807692307692	0.746442901423718	4.66916239482642	3	103	1
SPBP16F5.03c	4	441	5	100	10968	300	0.04	38.1328988725055	0.0402078774617068	38.331073128134	0.00289167630141752	0.0250800212377975	0.994829931972789	0.317159056739473	2.75077672936163	4	100	1
SPBP16F5.05c	0	11	7	100	528	300	0	0	0.0208333333333333	19.86088482943	0.00843437698064696	0.473726222726494	0	0.0445335104578159	2.50127445599589	2	98	1
SPBP16F5.08c	0	143	25	100	2419	300	0	0	0.059115336916081	56.3559791108752	0.000636586070427234	0.033704460224544	0	0.0153990170436348	0.81531089283172	5	95	1
SPBC16E9.01c	3	142	7	100	1317	300	0.03	28.5996741543791	0.107820804859529	102.787996201514	0.00538740360514481	0.068336560713795	0.278239436619718	0.0709521054797572	0.89999250460068	10	93	1
SPBC16E9.02c	9	91	6	100	2142	300	0.09	85.7990224631374	0.042483660130719	40.500627887465	0.0466373974495474	0.202406692971365	2.11846153846154	0.998973053369306	4.33555136344663	4	105	1
SPBC16E9.03c	1	32	38	100	1185	300	0.01	9.53322471812638	0.0270042194092827	25.7437291966282	0.00158636952447218	0.212316189610862	0.3703125	0.0187984788649954	2.51594684688872	2	99	1
SPBC16E9.06c	3	38	4	100	4223	300	0.03	28.5996741543791	0.00899834241060857	8.57832202909785	0.0194610923009429	0.265906476544449	3.33394736842105	0.821841927868819	11.2292305044721	0	103	1
SPNCRNA.1476	3	28	0	100	1649	300	0.03	28.5996741543791	0.0169799878714372	16.1874040089472	0.0259902678375337	0.367995764389791	1.76678571428571	0.428579516640931	6.06825015478766	1	102	1
SPBC16E9.09c	15	93	11	100	749	300	0.15	142.998370771896	0.124165554072096	118.369812921996	0.0897994534789543	0.285154257837131	1.20806451612903	0.672597906557368	2.13580539120011	12	103	1
SPBC16E9.10c	14	75	6	100	2667	300	0.14	133.465146053769	0.0281214848143982	26.8088434143036	0.100982813305048	0.339174275245209	4.9784	2.69321163084564	9.04577792078972	3	111	0.0474371301957207
SPBC16E9.11c	8	306	36	100	2844	300	0.08	76.265797745011	0.107594936708861	102.572671017815	0.0120375304533056	0.0543190977871596	0.743529411764706	0.342347366092012	1.54483514106682	10	98	1
SPBC16E9.12c	29	99	10	100	1217	300	0.29	276.463516825665	0.0813475760065735	77.5504722345531	0.189434807244172	0.450610907015322	3.5649494949495	2.30542160416157	5.48393473837647	9	120	0.0037030059764545
SPNCRNA.1479	0	32	68	100	1420	300	0	0	0.0225352112676056	21.4833233084538	0.00286022979559656	0.15399674612007	0	0.0406152630974712	2.18675379490499	2	98	1
SPBC16E9.14c	3	114	1	100	1260	300	0.03	28.5996741543791	0.0904761904761905	86.2529855449529	0.00668989793392414	0.085432482505964	0.331578947368421	0.0842927139674442	1.07644927957515	8	95	1
SPBC16E9.16c	0	70	2	100	2070	300	0	0	0.0338164251207729	32.2379579840022	0.00130257172772573	0.069312198904719	0	0.0269632347639227	1.43476251732768	3	97	1
SPNCRNA.1480	3	4	15	100	478	300	0.03	28.5996741543791	0.00836820083682008	7.97759390638191	0.133893566820236	3.94140253599159	3.585	0.640011249400728	18.8399041220398	0	103	1
SPBC16E9.17c	0	0	0	100	1174	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPSNORNA.39	15	31	41	100	114	300	0.15	142.998370771896	0.271929824561404	259.236812510454	0.249518717030734	0.928069123188472	0.551612903225806	0.284451337415037	1.05799880043486	24	91	1
SPBC1E8.03c	6	107	33	100	2266	300	0.06	57.1993483087583	0.0472197705207414	45.0156683512587	0.0222518626115412	0.132149334440371	1.27065420560748	0.504227206777524	2.9945039184188	4	102	1
SPBC1A4.02c	14	106	2	100	1079	300	0.14	133.465146053769	0.0982391102873031	93.6535514477661	0.0724841963746252	0.236386638666881	1.42509433962264	0.782104478882206	2.55061183121565	10	104	1
SPBC1A4.03c	0	299	5	100	6481	300	0	0	0.0461348557321401	43.9813947032832	0.000304207034719808	0.0160662113520034	0	0.0197156579201908	1.04125115772334	4	96	1
SPBC1A4.06c	5	8	4	100	1392	300	0.05	47.6661235906319	0.00574712643678161	5.4788647805324	0.178328055323484	2.09816142532908	8.7	2.48232653010289	29.2064070405808	0	105	1
SPBC1A4.07c	11	74	20	100	1671	300	0.11	104.86547189939	0.0442848593656493	42.2177515943358	0.0746636557515307	0.288518180211395	2.48391891891892	1.24762968760808	4.82113879133241	4	107	1
SPBC1A4.08c	12	246	37	100	1860	300	0.12	114.398696617517	0.132258064516129	126.084584981671	0.0260428130089757	0.0892198947395253	0.907317073170732	0.484396321966948	1.65949004215517	13	99	1
SPBC1A4.11c	0	15	12	100	799	300	0	0	0.0187734668335419	17.8971678062448	0.00615095181701504	0.339527058120729	0	0.0491461050179502	2.71282119438463	1	99	1
SPBC1A4.10c	3	152	36	100	2887	300	0.03	28.5996741543791	0.0526498094908209	50.1922465242539	0.00503715044681448	0.0637782515068386	0.569802631578947	0.145422533399534	1.84127812100243	5	98	1
SPBP23A10.03c	2	49	7	100	1380	300	0.02	19.0664494362528	0.0355072463768116	33.8498558832024	0.00686844659684507	0.170826937731834	0.563265306122449	0.0947845630364619	2.35741174069931	3	99	1
SPBP23A10.17	7	19	3	100	1526	300	0.07	66.7325730268846	0.0124508519003932	11.8696769098559	0.140932820462084	0.924948892514427	5.62210526315789	2.15063484025141	14.1147200997702	1	106	1
SPBP23A10.11c	86	645	82	100	2453	300	0.86	819.857325758868	0.262943334692214	250.669789775439	0.105758153453082	0.167903560856788	3.27066666666667	2.59424750420411	4.11867434781702	38	148	4.56478230514481e-10
SPBP23A10.14c	7	98	14	100	2330	300	0.07	66.7325730268846	0.0420600858369099	40.0968249946946	0.0304249560654801	0.159080446356805	1.66428571428571	0.708901476325687	3.70657440011355	4	103	1
SPBP23A10.15c	30	241	70	100	1865	300	0.3	285.996741543791	0.129222520107239	123.190732282491	0.083538054372566	0.184434556268571	2.32157676348548	1.55798471404836	3.43970447440885	14	116	1
SPBC29A3.02c	11	86	6	100	1259	300	0.11	104.86547189939	0.068308181096108	65.119724047567	0.0646469510360751	0.246623416986078	1.6103488372093	0.813905113544186	3.10498881985472	7	104	1
SPBC29A3.03c	0	29	42	100	1701	300	0	0	0.0170487948265726	16.2529992254947	0.00315841214605714	0.170434554760817	0	0.0537245906044319	2.89909177648151	1	99	1
SPBC29A3.07c	0	15	3	100	556	300	0	0	0.026978417266187	25.7191314337942	0.00615095181701504	0.339527058120729	0	0.0341992921026036	1.88777044315125	2	98	1
SPBC29A3.09c	12	108	5	100	2101	300	0.12	114.398696617517	0.05140409328891	49.0046772754711	0.058236946352365	0.207189609383768	2.33444444444444	1.22355824286319	4.35305369315297	5	107	1
SPBC29A3.10c	13	99	28	100	841	300	0.13	123.931921335643	0.117717003567182	112.222264815043	0.0703397058731984	0.240279490192392	1.10434343434343	0.591556926393599	2.02075051251802	11	102	1
SPBC29A3.11c	4	167	39	100	1785	300	0.04	38.1328988725055	0.0935574229691877	89.1903937214064	0.0075766093611944	0.0668172283759386	0.427544910179641	0.13524247709732	1.1926875265105	8	96	1
SPBC29A3.13	2	18	15	100	2583	300	0.02	19.0664494362528	0.00696864111498258	6.64336217291037	0.017824798022405	0.495388811964686	2.87	0.460414532918721	12.7958930130478	0	102	1
