Mcs6as_Cdk9as_3MBPP1r1_pr_counts	Mcs6as_Cdk9as_3MBPP1r1gb_counts	Mcs6as_Cdk9as_3MBPP1r1term_counts	Mcs6as_Cdk9as_3MBPP1r1pr_map	Mcs6as_Cdk9as_3MBPP1r1gb_map	Mcs6as_Cdk9as_3MBPP1r1term_map	Mcs6as_Cdk9as_3MBPP1r1pr_density	Mcs6as_Cdk9as_3MBPP1r1pr_densityRPKM	Mcs6as_Cdk9as_3MBPP1r1gb_density	Mcs6as_Cdk9as_3MBPP1r1gb_densityRPKM	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_low	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_high	Mcs6as_Cdk9as_3MBPP1r1pause_index_scaled	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_low_scaled	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_high_scaled	Mcs6as_Cdk9as_3MBPP1r1_ExpPR	Mcs6as_Cdk9as_3MBPP1r1_ExpGB	Mcs6as_Cdk9as_3MBPP1r1Fexact_Pval
SPCC1682.12c	4	529	44	100	2129	300	0.04	8.81685518205153	0.248473461719117	54.768863214012	0.00241256352141536	0.0208891469440797	0.160982986767486	0.0513634773709329	0.444729938439458	20	84	1
SPCC306.02c	65	2045	111	100	1067	300	0.65	143.273896708337	1.9165885660731	422.457095766058	0.0246257152241926	0.0409480123000662	0.339144254278729	0.262756381442135	0.436915291241707	108	57	1
SPCC306.03c	32	619	16	100	2537	300	0.32	70.5348414564122	0.243988963342531	53.7803838952493	0.0356137352246698	0.0746352148729769	1.31153473344103	0.903520462649872	1.89349540132742	25	107	1
SPCC306.04c	34	935	34	100	3463	300	0.34	74.943269047438	0.269997112330349	59.5131359747197	0.0254130497215978	0.0517735478569752	1.25927272727273	0.88005391185893	1.79291796228705	28	106	1
SPCC306.05c	59	786	58	100	1310	300	0.59	130.04861393526	0.6	132.252827730773	0.057074137486899	0.0985134778329519	0.983333333333333	0.747671201078377	1.29052655961167	59	100	1
SPCC306.06c	17	549	64	100	1336	300	0.17	37.471634523719	0.410928143712575	90.5773483335758	0.0184889273657366	0.0511275824064167	0.413697632058288	0.247012069606241	0.683064500949727	34	83	1
SPCC306.07c	10	139	51	100	1177	300	0.1	22.0421379551288	0.118096856414613	26.0310720115795	0.0356973668012251	0.140578948726792	0.846762589928058	0.42015800725042	1.65461422651434	11	99	1
SPCC306.08c	87	493	80	100	1575	300	0.87	191.766600209621	0.313015873015873	68.9953905516096	0.139548279958897	0.222915773755752	2.77941176470588	2.19788540935263	3.51092343665309	44	143	6.83847889039121e-07
SPCC306.09c	126	2360	36	100	2359	300	1.26	277.730938234623	1.00042390843578	220.514818033506	0.0444394230806564	0.0640989123226781	1.25946610169492	1.04832599047269	1.51209334169198	113	113	1
SPCC4G3.19	7	451	16	100	3193	300	0.07	15.4294965685902	0.141246476667711	31.1337432438556	0.00675882511946557	0.0337542359829773	0.495587583148559	0.215809286064536	1.07777275493647	13	94	1
SPCC4G3.18	68	1246	22	100	2515	300	0.68	149.886538094876	0.495427435387674	109.202798775708	0.0424133377513604	0.0701010279920815	1.37255216693419	1.06669544444671	1.76304085400085	55	113	1
SPCC4G3.17	5	540	155	100	913	300	0.05	11.0210689775644	0.591456736035049	130.369709701748	0.00339389102895308	0.0230790007622825	0.084537037037037	0.0309862250943416	0.210711276959639	39	66	1
SPCC4G3.16	1	90	40	100	1406	300	0.01	2.20421379551288	0.0640113798008535	14.1094766426856	0.00057422460608912	0.0733297243494172	0.156222222222222	0.00807359796161302	1.03101592435281	6	95	1
SPCC4G3.14	13	985	50	100	2052	300	0.13	28.6547793416675	0.480019493177388	105.80655889767	0.00731158795884539	0.023315920173033	0.270822335025381	0.150033784915507	0.478442681950637	36	77	1
SPCC4G3.11	5	220	12	100	1354	300	0.05	11.0210689775644	0.162481536189069	35.8144043584072	0.00827756764500705	0.0570476427694631	0.307727272727273	0.112078265913395	0.77242508309853	14	91	1
SPCC4G3.08	16	746	32	100	1594	300	0.16	35.2674207282061	0.468005018820577	103.158311885358	0.0126212621860939	0.0358796003648364	0.341876675603217	0.201182919246337	0.571920829815492	36	80	1
SPNCRNA.1139	0	1	0	100	503	300	0	0	0.00198807157057654	0.438213478233177	0.120791776113059	17.3080587281839	0	0.607582633848686	87.0595354027652	0	100	1
SPCC4G3.03	4	53	2	100	1887	300	0.04	8.81685518205153	0.0280869104398516	6.19095554648557	0.0232482768630924	0.217016735298953	1.42415094339623	0.438694984406554	4.09510579509124	2	102	1
SPCC4G3.02	46	168	7	100	1204	300	0.46	101.393834593593	0.13953488372093	30.756471565296	0.194907325584994	0.383634700887138	3.29666666666667	2.34668420004333	4.61896179868114	17	129	5.7540490377385e-05
SPCC364.07	115	3333	296	100	2046	300	1.15	253.484586483981	1.62903225806452	359.073537656131	0.0285179855360815	0.0417119562973576	0.705940594059406	0.583477984068228	0.853426625843936	133	82	1
SPCC364.06	21	2403	444	100	1863	300	0.21	46.2884897057705	1.28985507246377	284.311634493691	0.00554072584761828	0.0136399193121707	0.162808988764045	0.103223722541129	0.254111696785739	68	53	1
SPCC364.05	3	243	51	100	3120	300	0.03	6.61264138653865	0.0778846153846154	17.1674343688984	0.00316479570499756	0.0396868024665542	0.385185185185185	0.0987416259959237	1.23822823695649	7	96	1
SPCC364.03	144	700	104	100	724	300	1.44	317.406786553855	0.966850828729282	213.114593488815	0.171219006698489	0.247034700244333	1.48937142857143	1.23962560849706	1.78853122976897	119	125	1
SPCC364.01	5	170	29	100	1281	300	0.05	11.0210689775644	0.132708821233411	29.2518614548938	0.0106785345136692	0.0740832750444678	0.376764705882353	0.136792027120103	0.949006753319632	12	93	1
SPCC970.09	34	577	6	100	5728	300	0.34	74.943269047438	0.100733240223464	22.2037597767272	0.0410182025760658	0.084233951267105	3.37525129982669	2.34952264355705	4.82492072857977	12	122	0.000352135323827727
SPCC970.08	211	2045	48	100	3562	300	2.11	465.089110853218	0.574115665356541	126.547366979895	0.0893080550576366	0.11916666035483	3.67521760391198	3.18115292115301	4.24471644183904	113	198	7.06655427301882e-24
SPCC970.06	94	1307	88	100	1535	300	0.94	207.196096778211	0.851465798045603	187.68126584595	0.0579981186973213	0.0890906461069923	1.10397857689365	0.890271122003882	1.36754141774233	89	105	1
SPNCRNA.1141	7	44	225	100	461	300	0.07	15.4294965685902	0.0954446854663774	21.0380492413377	0.0655419957187054	0.367466999395598	0.733409090909091	0.302148600263232	1.69402286721371	9	98	1
SPCC970.05	64	654	426	100	332	300	0.64	141.069682912824	1.96987951807229	434.203560923321	0.0750396905487951	0.127381917761737	0.324892966360856	0.249131772622	0.422907966968968	108	56	1
SPCC970.03	31	582	43	100	1445	300	0.31	68.3306276608993	0.402768166089965	88.7787148088925	0.0364546027254931	0.0773845585098742	0.7696735395189	0.526769009383375	1.11820687046768	37	94	1
SPCC970.02	10	74	46	100	1819	300	0.1	22.0421379551288	0.0406816932380429	8.96711494601172	0.0657089268574111	0.269805006637557	2.45810810810811	1.19524537953631	4.90775307073716	4	106	1
SPCC970.12	32	104	26	100	673	300	0.32	70.5348414564122	0.154531946508172	34.0621448340772	0.20290913401501	0.464525406440574	2.07076923076923	1.36557847192102	3.12625598534506	17	115	1
SPCC970.01	4	340	79	100	3136	300	0.04	8.81685518205153	0.108418367346939	23.8977260993106	0.00374534649219761	0.0325824528787274	0.368941176470588	0.117454065995317	1.02178572227689	10	94	1
SPCP31B10.03c	20	140	32	100	689	300	0.2	44.0842759102576	0.203193033381713	44.7880887332081	0.0868026248972462	0.232679474496806	0.984285714285714	0.598070085542026	1.60316157928299	20	100	1
SPNCRNA.580	1	1	1	100	1728	300	0.01	2.20421379551288	0.000578703703703704	0.12755866872181	0.027408528703162	36.4849938072245	17.28	0.473619375990639	630.460692988839	0	101	1
SPCP31B10.08c	238	968	266	100	393	300	2.38	524.602883332066	2.46310432569975	542.920853449483	0.212804602617845	0.284003083205215	0.966260330578512	0.836322088288129	1.11613211699649	240	98	1
SPCC962.02c	7	514	3	100	3462	300	0.07	15.4294965685902	0.148469093009821	32.7257623019532	0.00593493810801324	0.0295928188675423	0.47147859922179	0.205467557299418	1.02450338919432	13	94	1
SPCC962.03c	13	984	15	100	2392	300	0.13	28.6547793416675	0.411371237458194	90.6750156682557	0.00731898964315665	0.0233397105151149	0.316016260162602	0.175070232264307	0.558285875521548	32	81	1
SPCC962.06c	66	1385	117	100	1817	300	0.66	145.47811050385	0.762245459548707	168.015195750432	0.0369212284198139	0.0613930747060598	0.865862815884477	0.670858720388019	1.11551216740911	71	95	1
SPCC1672.02c	28	1404	114	100	1990	300	0.28	61.7179862743607	0.705527638190955	155.513375321612	0.0134545500156775	0.0293615479326625	0.396866096866097	0.267745545311982	0.584294803859984	52	76	1
SPCC1672.14	1	36	85	100	1127	300	0.01	2.20421379551288	0.0319432120674357	7.04096687120353	0.00141443034567027	0.187781775803804	0.313055555555556	0.015940629995704	2.11630061330887	3	98	1
SPCC1672.03c	4	519	31	100	2223	300	0.04	8.81685518205153	0.233468286099865	51.4614017036071	0.00245885903721929	0.0212934825048771	0.171329479768786	0.0546604363973848	0.473354116083417	19	85	1
SPCC1672.04c	28	49	6	100	1047	300	0.28	61.7179862743607	0.0468003820439351	10.3158047736515	0.350002539907978	0.929513484533362	5.98285714285714	3.66452659283653	9.7320061830643	5	123	1.52476178117514e-06
SPCC1672.05c	20	811	102	100	1430	300	0.2	44.0842759102576	0.567132867132867	125.008208962304	0.0153917548927077	0.0390724475478708	0.352651048088779	0.22010209496572	0.558735999934552	43	77	1
SPCC1672.06c	120	1025	138	100	2902	300	1.2	264.505655461546	0.353204686423156	77.8538642453723	0.0964443659850897	0.142013512392337	3.39746341463415	2.7988155008873	4.12123212962561	57	163	2.90857458094497e-14
SPCC1672.08c	103	561	142	100	740	300	1.03	227.034020937827	0.758108108108108	167.103235038206	0.147949675170852	0.227648700421229	1.35864527629234	1.09482759626431	1.6846003831171	87	116	1
SPCC1672.11c	77	806	14	100	3932	300	0.77	169.724462254492	0.204984740590031	45.1830193078175	0.0750685348837021	0.121406793334619	3.75637717121588	2.95169479162717	4.77371511391722	30	147	5.33097135711093e-12
SPCC1672.12c	49	472	125	100	1480	300	0.49	108.006475980131	0.318918918918919	70.2965480731135	0.0764640474659472	0.140556263124124	1.5364406779661	1.13166790249602	2.08023269423703	36	113	1
SPNCRNA.1145	7	34	3	100	626	300	0.07	15.4294965685902	0.0543130990415335	11.9717682184406	0.0833717079569845	0.484693283981317	1.28882352941176	0.521906891810723	3.03417995772305	5	102	1
SPCC1183.03c	20	111	9	100	1457	300	0.2	44.0842759102576	0.0761839396019218	16.7925690667076	0.108589524496561	0.295964062873221	2.62522522522523	1.5821493719149	4.31219639606284	8	112	1
SPCC1183.04c	8	338	18	100	1683	300	0.08	17.6337103641031	0.200831847890671	44.2676329698963	0.0109079556289703	0.049128123840476	0.398343195266272	0.183580893235569	0.826826324235212	18	90	1
SPCC1183.05c	0	368	48	100	4133	300	0	0	0.0890394386644084	19.6261959048812	0.000247133743097327	0.0130463746362468	0	0.0102140376022125	0.53920666371608	8	92	1
SPCC1183.12	0	0	0	100	395	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPCC1183.08c	99	1278	392	100	582	300	0.99	218.217165755775	2.19587628865979	484.018080870355	0.0627887978452575	0.0954781277720816	0.450845070422535	0.365430803459398	0.555682703633515	136	63	1
SPCC1183.09c	15	224	145	100	1004	300	0.15	33.0632069326932	0.223107569721116	49.1776783062635	0.0382064874226519	0.115407204855132	0.672321428571429	0.383593133723425	1.15868833674553	20	95	1
SPNCRNA.1146	0	39	0	100	1629	148	0	0	0.0239410681399632	5.27712326734208	0.00234390037330292	0.125706278271577	0	0.0381821370811046	2.04775527304399	2	98	1
SPCC31H12.02c	7	10	0	100	774	300	0.07	15.4294965685902	0.0129198966408269	2.84782144123111	0.241124274384211	1.98922367836673	5.418	1.86630188373379	15.3965912705585	1	106	1
SPCC31H12.03c	80	672	103	100	988	300	0.8	176.337103641031	0.680161943319838	149.922233864844	0.0937453028405966	0.150981786463831	1.17619047619048	0.926203592065095	1.49170005026265	72	108	1
SPCC31H12.04c	258	386	651	100	152	300	2.58	568.687159242324	2.53947368421053	559.754292807877	0.569149842408573	0.784862224493077	1.0159585492228	0.865107760461031	1.19299058122948	256	102	1
SPCC31H12.05c	1	782	26	100	2759	300	0.01	2.20421379551288	0.283436027546212	62.4753602062731	6.66749024013732e-05	0.00832095815287547	0.0352813299232737	0.00183956055725389	0.229575235437834	22	79	1
SPCC31H12.08c	54	2173	195	100	1988	300	0.54	119.027544957696	1.0930583501006	240.93342945923	0.0187825630774438	0.032796436904096	0.494026691210308	0.373397353979582	0.651993165653429	80	74	1
SPCC5E4.03c	16	475	12	100	2252	300	0.16	35.2674207282061	0.210923623445826	46.4920760598854	0.0197586781287511	0.0565363284123492	0.758568421052632	0.444965431459475	1.2731981158461	20	96	1
SPCC5E4.05c	12	458	18	100	1211	300	0.12	26.4505655461546	0.378199834847234	83.3633293430966	0.0140837208533948	0.0475817922772898	0.317292576419214	0.170553859534611	0.57621550447798	30	82	1
SPCC5E4.10c	2	89	55	100	1613	300	0.02	4.40842759102576	0.0551766893986361	12.1621219963203	0.00383050818803978	0.0925031062647578	0.36247191011236	0.0617860970730817	1.49207510405054	5	97	1
SPNCRNA.1150	11	28	13	100	3625	300	0.11	24.2463517506417	0.00772413793103448	1.70256513860305	0.184131821194055	0.821627638650306	14.2410714285714	6.67477851828449	29.7840019010736	0	111	4.9285468780086e-05
SPNCRNA.1151	0	16	4	100	857	300	0	0	0.0186697782963827	4.11521828800538	0.00576104614150375	0.317064970660191	0	0.0493721654326871	2.71724679855784	1	99	1
SPCC16C4.20c	30	37	30	100	269	300	0.3	66.1264138653865	0.137546468401487	30.3181823174634	0.487853917583754	1.34544708642901	2.18108108108108	1.3123270383003	3.61925266249403	15	115	1
SPCC16C4.02c	60	1149	38	100	2677	300	0.6	132.252827730773	0.429211804258498	94.6074580143557	0.0399167740784018	0.0681701098622226	1.39791122715405	1.06857204207882	1.8249138410117	48	112	1
SPCC16C4.06c	17	163	2	100	2668	300	0.17	37.471634523719	0.0610944527736132	13.4665235632908	0.0611474239992566	0.175478828006058	2.78257668711656	1.63141327230017	4.68177513120163	6	111	1
SPCC16C4.08c	28	413	15	100	1612	300	0.28	61.7179862743607	0.256203473945409	56.4727231728797	0.045316073199507	0.100764491938936	1.0928813559322	0.730495099976053	1.62432361005565	26	102	1
SPCC16C4.13c	62	56	695	63	48	300	0.984126984126984	216.922627494919	1.16666666666667	257.15827614317	0.759988854797374	1.61339208578178	0.843537414965986	0.579039127464666	1.22925111297659	67	58	1
SPCC16C4.14c	21	953	75	100	2915	240	0.21	46.2884897057705	0.326929674099485	72.0622897812616	0.0139286074820969	0.0345003652784164	0.642339979013641	0.406018908103124	1.00568564786584	29	92	1
SPCC16C4.16c	12	122	25	100	814	300	0.12	26.4505655461546	0.14987714987715	33.0361281391366	0.0517463208551032	0.182696553818105	0.800655737704918	0.42121505176054	1.48714994807937	14	98	1
SPCC16C4.18c	37	895	0	100	2433	300	0.37	81.5559104339766	0.367858610768598	81.0839024654348	0.0293184349530941	0.0580379091136815	1.00582122905028	0.713317522408779	1.41206232873587	36	101	1
SPNCRNA.1152	2	10	0	100	618	96	0.02	4.40842759102576	0.0161812297734628	3.56668898950304	0.0303002114505232	0.965353981350509	1.236	0.187255306764233	5.96588760474615	1	101	1
SPCPJ732.02c	10	647	11	100	2414	300	0.1	22.0421379551288	0.268019884009942	59.0773125806477	0.00781353946825049	0.0296136682365054	0.373106646058733	0.188618842763567	0.71487395122924	23	87	1
SPCC18B5.01c	135	5801	43	100	5914	300	1.35	297.568862394239	0.980892796753466	216.20974345232	0.0195447610552468	0.0276922580935102	1.37629719013963	1.15587716880729	1.63772014365019	116	119	1
SPCC18B5.02c	1	20	6	100	847	300	0.01	2.20421379551288	0.0236127508854782	5.204755125178	0.00249697159993946	0.349045314408539	0.4235	0.0211493494514872	2.95641381304033	2	99	1
SPNCRNA.1154	0	4	1	100	729	300	0	0	0.00548696844993141	1.20944515528828	0.0240893601812892	1.52670069174082	0	0.175611435721598	11.1296480427906	0	100	1
SPCC18B5.05c	0	341	10	100	1901	300	0	0	0.179379274066281	39.5390270525983	0.000266714280247604	0.0140821194397151	0	0.00507023846750694	0.267701090548984	15	85	1
SPCC18B5.07c	80	1147	28	100	2170	300	0.8	176.337103641031	0.528571428571429	116.508443477109	0.0552214859711234	0.0879750478024809	1.51351351351351	1.19830624557338	1.90905853731384	62	118	1
SPCC18B5.08c	25	386	137	100	3332	300	0.25	55.105344887822	0.115846338535414	25.5350097559415	0.0422562145934672	0.0984964100731474	2.1580310880829	1.40797707025433	3.28190038363727	12	113	1
SPCC18B5.09c	54	157	49	100	657	300	0.54	119.027544957696	0.23896499238965	52.6729932869897	0.249408234475848	0.473411060531499	2.25974522292994	1.63861210050632	3.11031066769195	29	125	0.156770426314449
SPCC18B5.10c	8	178	116	100	1085	300	0.08	17.6337103641031	0.164055299539171	36.1612954471238	0.0205498438304084	0.0940774255948699	0.487640449438202	0.222965805559931	1.02074006770434	15	93	1
SPCC18B5.11c	2	164	41	100	1777	300	0.02	4.40842759102576	0.092290377039955	20.3427722264554	0.00209396002029484	0.0497344910467677	0.216707317073171	0.0372096695606394	0.883781905901061	8	94	1
SPCC14G10.03c	318	926	106	100	886	300	3.18	700.939986973096	1.0451467268623	230.372683368502	0.301704531106261	0.390834133832495	3.04263498920086	2.67310214560147	3.46279042575591	213	205	1.11050489587302e-17
SPCC1020.10	10	582	3	100	4066	300	0.1	22.0421379551288	0.143138219380226	31.5507237823044	0.00868116503803129	0.032941028895013	0.698625429553265	0.352976170446352	1.33938223487123	13	97	1
SPNCRNA.1156	1	59	40	100	1056	300	0.01	2.20421379551288	0.0558712121212121	12.3152096529602	0.000871375735237544	0.112803364965006	0.178983050847458	0.00920172776410846	1.19120353403046	5	96	1
SPCC1020.09	4	14	0	100	1405	300	0.04	8.81685518205153	0.0099644128113879	2.19636961830465	0.0795907815169477	0.92609145582224	4.01428571428571	1.11825048031312	13.0115849543025	1	103	1
SPCC1020.08	23	1083	20	100	2144	300	0.23	50.6969172967963	0.505130597014925	111.341583047596	0.0137196264365513	0.0325771183517447	0.455327793167128	0.294148790799661	0.698453417461407	41	82	1
SPCC1020.07	7	200	50	100	1488	300	0.07	15.4294965685902	0.134408602150538	29.6265295095817	0.0151231678307289	0.076753760653633	0.5208	0.225032737321245	1.14209595852606	12	95	1
SPNCRNA.1159	2	8	4	100	803	300	0.02	4.40842759102576	0.0099626400996264	2.19597887473263	0.0367281083767776	1.26151517249186	2.0075	0.294926710265524	10.1299668351096	1	101	1
SPCC1020.05	0	790	11	0	2909	300	NA	NA	0.271570986593331	59.8600515110064	0.00011508338097125	0.0060693075526499	NA	NA	NA	0	0	1
SPCC1020.03	0	29	5	100	1728	300	0	0	0.0167824074074074	3.6992013929325	0.00315841214605714	0.170434554760817	0	0.0545773618838673	2.94510910626693	1	99	1
SPCC1020.02	14	861	6	100	4669	300	0.14	30.8589931371803	0.184407796101949	40.6474208168043	0.00921141934438928	0.0281561110260753	0.759186991869919	0.430081169189535	1.31460882380745	17	97	1
SPCC1393.02c	147	1211	129	100	1567	300	1.47	324.019427940394	0.772814294830887	170.34479300358	0.101894029560813	0.14453443353547	1.9021387283237	1.59667944321794	2.26485457350082	107	140	0.00695162875898198
SPCC1393.06c	40	383	26	100	1354	300	0.4	88.1685518205153	0.282865583456425	62.3496221330453	0.074339570907259	0.146174740322137	1.41409921671018	1.00655779008429	1.97920598396174	30	110	1
SPCC1393.07c	7	184	74	100	2986	300	0.07	15.4294965685902	0.0616208975217683	13.5825632409367	0.0164184013420691	0.0835364363682975	1.13597826086957	0.490253464074183	2.49439798995736	6	101	1
SPCC1393.09c	5	237	13	100	1207	228	0.05	11.0210689775644	0.196354598177299	43.2807514114791	0.00768972386349628	0.0529107116702909	0.25464135021097	0.0928149670324002	0.638632289860411	17	88	1
SPCC1393.14	1	21	12	100	166	300	0.01	2.20421379551288	0.126506024096386	27.8846323528738	0.00238298221596271	0.331279590579523	0.079047619047619	0.0039557504784981	0.549924120362008	11	90	1
SPCC2H8.05c	13	268	26	100	1133	300	0.13	28.6547793416675	0.236540158870256	52.1385081374627	0.0265984139304387	0.0866142875811582	0.549589552238806	0.30136002983187	0.981339878294522	21	92	1
SPCC63.02c	54	1932	33	100	2247	300	0.54	119.027544957696	0.85981308411215	189.521186156248	0.0211164192296881	0.0369035581327127	0.62804347826087	0.47448594009109	0.829222951242053	71	83	1
SPNCRNA.581	2	15	3	100	1307	300	0.02	4.40842759102576	0.0114766641162969	2.52970213716092	0.0210791526483131	0.606412790019809	1.74266666666667	0.275504525113452	7.9258151655589	1	101	1
SPCC63.08c	25	889	9	100	2639	300	0.25	55.105344887822	0.336870026525199	74.2533559761634	0.0184862460991906	0.0424387351505757	0.742125984251969	0.487852034557639	1.11995822062369	31	94	1
SPCC63.10c	10	213	8	100	1839	300	0.1	22.0421379551288	0.115823817292007	25.5300455924004	0.0234869676945639	0.0909493675846292	0.863380281690141	0.431925335903031	1.67255886988133	11	99	1
SPCC63.12c	85	662	51	100	1012	300	0.85	187.358172618595	0.654150197628458	144.188688995013	0.101754340652145	0.1618283027641	1.29939577039275	1.0297539273997	1.6377024239727	73	112	1
SPCC16A11.03c	3	127	2	100	1896	300	0.03	6.61264138653865	0.0669831223628692	14.7645122378764	0.00601474882142959	0.0765421850936048	0.447874015748031	0.114039637654305	1.45123982937475	6	97	1
SPCC16A11.05c	7	65	22	100	640	300	0.07	15.4294965685902	0.1015625	22.3865463606777	0.0452347370140372	0.243518059343716	0.689230769230769	0.289502316889838	1.55851557979978	9	98	1
SPCC16A11.06c	5	287	21	100	2231	300	0.05	11.0210689775644	0.128641864634693	28.3554172708291	0.00636107695119341	0.0436092566417343	0.388675958188153	0.141915626781125	0.972922515677091	11	94	1
SPNCRNA.16	0	0	0	100	142	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPCC16A11.09c	95	1029	107	100	894	300	0.95	209.400310573724	1.1510067114094	253.706487201651	0.0743842696213155	0.114469496443938	0.82536443148688	0.664995370414561	1.02335729820881	104	91	1
SPCC16A11.10c	61	1014	199	100	1284	300	0.61	134.457041526286	0.789719626168224	174.071089458728	0.0460432863512145	0.0784388097266351	0.772426035502959	0.591195796749595	1.00715431689	71	90	1
SPCC16A11.12c	12	911	12	100	2834	300	0.12	26.4505655461546	0.321453775582216	70.8552846758022	0.00710866354413265	0.0238227608420146	0.373304061470911	0.201459524840719	0.675137042262693	27	85	1
SPCC16A11.15c	3	182	60	100	879	300	0.03	6.61264138653865	0.207053469852105	45.639011465682	0.00421504862907186	0.0531433410988334	0.14489010989011	0.0370502774495416	0.467129968258746	17	86	1
SPCC16A11.16c	3	320	15	100	1421	300	0.03	6.61264138653865	0.225193525686137	49.6374675977567	0.00240756334826165	0.0300740132274365	0.13321875	0.034211475178798	0.427351727961873	18	85	1
SPCC24B10.02c	16	369	8	100	1603	300	0.16	35.2674207282061	0.230193387398628	50.7395440139896	0.025370663507055	0.0729666433420728	0.695067750677507	0.406691736018091	1.16965529277343	21	95	1
SPCC24B10.08c	15	304	25	100	1502	300	0.15	33.0632069326932	0.202396804260985	44.6125828119784	0.0282846203267814	0.0846238156318057	0.741118421052632	0.424834997308257	1.27104971078972	19	96	1
SPCC24B10.10c	23	272	30	100	1140	300	0.23	50.6969172967963	0.23859649122807	52.5917677525881	0.0538907511727271	0.1315227302826	0.963970588235294	0.614354563369089	1.49935912522164	23	100	1
SPCC24B10.11c	0	168	54	100	1586	300	0	0	0.105926860025221	23.3485446182953	0.00054173043117836	0.0286618016075514	0	0.00859184463848879	0.454576173495765	9	91	1
SPCC24B10.14c	0	5	6	100	1325	300	0	0	0.00377358490566038	0.831778790759578	0.0190383591688732	1.16008855872718	0	0.25225825898757	15.3711734031352	0	100	1
SPCC24B10.16c	4	52	5	100	2537	300	0.04	8.81685518205153	0.0204966495861253	4.51789977795309	0.023677930787996	0.221377727302635	1.95153846153846	0.600709104091458	5.61635294166784	2	102	1
SPCC24B10.19c	0	205	7	100	2225	300	0	0	0.0921348314606742	20.3084866552872	0.000443848524262175	0.0234657911337615	0	0.0098756296648334	0.522113852726193	8	92	1
SPCPB16A4.02c	28	684	42	100	1668	300	0.28	61.7179862743607	0.410071942446043	90.3886232692333	0.0275042126235961	0.060520696915764	0.68280701754386	0.458770266561583	1.00948522455494	37	91	1
SPCPB16A4.03c	355	1926	125	100	1849	294	3.55	782.495897407073	1.04164413196322	229.600636568838	0.164316277396537	0.206731344222103	3.40807372793354	3.03820796906196	3.82246255466669	232	223	1.16046575867415e-25
SPCPB16A4.04c	28	228	670	100	1344	300	0.28	61.7179862743607	0.169642857142857	37.3929126024507	0.0812343530535332	0.184480148901441	1.65052631578947	1.09178970503949	2.47941320123537	18	110	1
SPCPB16A4.05c	4	425	67	100	1331	300	0.04	8.81685518205153	0.319308790383171	70.3824840791116	0.00299999851639563	0.0260294997483386	0.125270588235294	0.0399299802532259	0.346452641650387	25	79	1
SPCPB16A4.06c	3	52	1	100	1392	300	0.03	6.61264138653865	0.0373563218390805	8.23413199473203	0.0143977196472591	0.191459317249707	0.803076923076923	0.200416257489846	2.66511369611592	3	100	1
SPNCRNA.1162	2	8	10	100	820	300	0.02	4.40842759102576	0.00975609756097561	2.1504524834272	0.0367281083767776	1.26151517249186	2.05	0.301170488689577	10.3444244144332	0	102	1
SPCC1742.01	3	343	19	100	3821	300	0.03	6.61264138653865	0.089767076681497	19.7865828804218	0.00224697344391955	0.028044930871836	0.334198250728863	0.085856855292166	1.07159680861285	8	95	1
SPNCRNA.1165	1	4	1	100	1061	300	0.01	2.20421379551288	0.00377002827521206	0.830994833369607	0.0106420142837121	2.34682041637603	2.6525	0.112911771550186	24.8997646177496	0	101	1
SPNCRNA.1166	1	2	10	100	190	300	0.01	2.20421379551288	0.0105263157894737	2.3202250479083	0.0179700152612445	6.97865092307548	0.95	0.0341430289963646	13.2594367538434	1	100	1
SPNCRNA.06	1	1	4	100	103	300	0.01	2.20421379551288	0.00970873786407767	2.14001339370183	0.027408528703162	36.4849938072245	1.03	0.0282307845642568	37.5795436214412	0	101	1
SPCC1795.11	317	7564	107	100	2514	300	3.17	698.735773177584	3.00875099443119	663.193044918832	0.0373923281055368	0.046963263674356	1.0535933368588	0.940043128573194	1.18065644877331	312	105	1
SPCC1795.09	23	788	6	100	2507	300	0.23	50.6969172967963	0.314319904268049	69.2828269191923	0.0188232858612215	0.0448518773190803	0.731738578680203	0.471899776540822	1.12443656438934	29	94	1
SPCC1795.07	35	421	30	100	3812	300	0.35	77.1474828429509	0.110440713536201	24.3434944362782	0.0579476250328411	0.118717617950367	3.16912114014252	2.2089634662519	4.52551559626798	13	122	0.00114527854297241
SPCC1795.06	358	435	0	100	3612	293	3.58	789.108538793612	0.120431893687708	26.5457641486186	0.713819844166735	0.948819646689706	29.7263448275862	25.7831727713025	34.2713656384322	49	409	2.1918660660751e-204
SPNCRNA.128	310	1954	1067	100	459	300	3.1	683.306276608993	4.25708061002179	938.351580922042	0.140469469503574	0.179151617627259	0.728198567041965	0.644754865021404	0.822305924909119	332	78	1
SPCC1795.03	298	1230	59	100	1908	300	2.98	656.855711062839	0.644654088050314	142.095543421428	0.213033904031793	0.275488006444874	4.62263414634146	4.06468688892661	5.2563111629682	156	242	2.38392772363553e-38
