WT_3MBPP1r2_pr_counts	WT_3MBPP1r2gb_counts	WT_3MBPP1r2term_counts	WT_3MBPP1r2pr_map	WT_3MBPP1r2gb_map	WT_3MBPP1r2term_map	WT_3MBPP1r2pr_density	WT_3MBPP1r2pr_densityRPKM	WT_3MBPP1r2gb_density	WT_3MBPP1r2gb_densityRPKM	WT_3MBPP1r2pause_index_CI_low	WT_3MBPP1r2pause_index_CI_high	WT_3MBPP1r2pause_index_scaled	WT_3MBPP1r2pause_index_CI_low_scaled	WT_3MBPP1r2pause_index_CI_high_scaled	WT_3MBPP1r2_ExpPR	WT_3MBPP1r2_ExpGB	WT_3MBPP1r2Fexact_Pval
SPBC17D1.07c	9	337	26	100	4555	300	0.09	10.4735487036307	0.0739846322722283	8.60979610470434	0.0129110070409301	0.0532277832949471	1.21646884272997	0.588096370714365	2.42452552908484	7	102	1
SPBC17D1.17	25	155	39	100	146	300	0.25	29.0931908434186	1.06164383561644	123.546426869312	0.103225342833607	0.250178131859246	0.235483870967742	0.150709000537066	0.365260072514499	64	61	1
SPBC11C11.04c	8	920	77	100	3801	300	0.08	9.30982106989395	0.242041568008419	28.1670461204368	0.00403005473738788	0.0179418434875633	0.330521739130435	0.153182380568113	0.681969470962282	21	87	1
SPBC11C11.06c	33	66	61	100	651	300	0.33	38.4030119133125	0.101382488479263	11.7981603420315	0.322250055190106	0.773261134502302	3.255	2.09784785928759	5.03392998560999	12	121	0.0143780163081899
SPNCRNA.1594	8	30	17	100	1069	300	0.08	9.30982106989395	0.0280636108512629	3.26583994500489	0.112836392025884	0.607305045156525	2.85066666666667	1.2062210307567	6.49209093272325	2	106	1
SPBC11C11.09c	135	462	282	100	632	300	1.35	157.10323055446	0.731012658227848	85.06996309911	0.240076861358951	0.355476189942136	1.84675324675325	1.51728576378857	2.2466095204343	99	136	0.0989647500530964
SPBC11C11.11c	67	447	55	100	1612	300	0.67	77.9697514603618	0.277295285359801	32.2696186278117	0.114938995984128	0.195137978511105	2.41619686800895	1.85281661526414	3.14562421359901	36	131	0.00149201341470672
SPBC3B8.11	17	766	344	100	2790	300	0.17	19.7833697735246	0.274551971326165	31.9503715929156	0.0132807177251143	0.0365597690430222	0.619190600522193	0.37053202453069	1.02001755630032	25	92	1
SPBC3B8.09	158	1061	76	100	1737	300	1.58	183.868966130405	0.610823258491652	71.0831905235858	0.125534162231516	0.176572232680546	2.58667295004713	2.18052839796142	3.06705968166108	97	161	2.56220321402708e-09
SPBC3B8.08	27	205	134	100	697	300	0.27	31.4206461108921	0.294117647058824	34.2272833451983	0.0862820245527799	0.199712429856542	0.918	0.601385711132876	1.3919956361001	28	99	1
SPNCRNA.1595	4	73	1	100	1428	300	0.04	4.65491053494697	0.0511204481792717	5.94902781952257	0.0170579282876009	0.155662992795075	0.782465753424657	0.243587215946941	2.22286753711367	5	99	1
SPBC3B8.06	23	1254	70	100	2026	300	0.23	26.7657355759451	0.618953603158934	72.0293411996977	0.0118562347265179	0.0281166789992281	0.371594896331738	0.240207315559253	0.569643916524361	47	76	1
SPBC3B8.05	11	394	208	100	1447	300	0.11	12.8010039711042	0.272287491361437	31.686847801816	0.0145539695347042	0.0521058598254272	0.403984771573604	0.21059593916717	0.753971791673932	23	88	1
SPBC3B8.03	80	1639	1434	100	1317	300	0.8	93.0982106989395	1.24449506454062	144.825329665491	0.0387353670744786	0.0614216755358782	0.642830994508847	0.510144784370883	0.808923466807516	99	81	1
SPBC3B8.02	341	1430	301	100	2402	300	3.41	396.83112310423	0.59533721898418	69.2810373123873	0.211510955792504	0.268810206243207	5.72784615384615	5.08049315813594	6.45682115396184	164	277	3.35564610674921e-55
SPBC13A2.01c	135	1028	113	100	2004	300	1.35	157.10323055446	0.512974051896208	59.6962079581523	0.109288669654088	0.157706870787431	2.63171206225681	2.19014493986792	3.16044569058012	79	156	7.45868465211917e-09
SPBC13A2.04c	1020	10039	2138	100	2584	300	10.2	1187.00218641148	3.88506191950464	452.115391450587	0.0952139178767417	0.108419296016953	2.62544078095428	2.460327637935	2.80155460907806	890	230	1.99919859821256e-20
SPBC4B4.01c	82	930	123	100	1408	300	0.82	95.425665966413	0.660511363636364	76.8655326260775	0.0698747298401007	0.11111786486527	1.2414623655914	0.983836196148618	1.564539537303	72	110	1
SPBC4B4.02c	25	542	190	100	2096	300	0.25	29.0931908434186	0.258587786259542	30.092575261704	0.0302089908492246	0.0698737442786755	0.966789667896679	0.633180448199747	1.46455368008104	25	100	1
SPBC4B4.07c	89	303	122	100	1005	300	0.89	103.57175940257	0.301492537313433	35.0855197037048	0.230246051344782	0.374356727112722	2.9519801980198	2.31397281601506	3.76228510748286	43	146	1.60417733917002e-07
SPBC4B4.10c	20	227	59	100	982	300	0.2	23.2745526747349	0.231160896130346	26.9008322666233	0.0541939648764211	0.141701275639644	0.865198237885463	0.532184735086456	1.3915065267813	22	98	1
SPBC4B4.12c	26	72	62	100	671	300	0.26	30.2569184771553	0.107302533532042	12.48709234412	0.224828019079373	0.576708068073077	2.42305555555556	1.50859600802259	3.86971113677035	12	114	1
SPBC2G2.01c	15	599	71	100	2109	300	0.15	17.4559145060512	0.284020862968231	33.0522926793888	0.0144489976976011	0.0426578265046472	0.528130217028381	0.304729361442407	0.899653560983009	25	90	1
SPBC2G2.03c	219	399	267	100	368	300	2.19	254.856351788347	1.08423913043478	126.175903766565	0.463867790289453	0.649341497173237	2.01984962406015	1.70703346826519	2.38957670959751	165	154	0.001674058879848
SPBC2G2.04c	536	174	140	100	361	300	5.36	623.758011682894	0.481994459833795	56.0910272216602	2.58736299816892	3.66877045350978	11.1204597701149	9.3403804233898	13.2442613371703	206	430	3.05432597795107e-72
SPBC2G2.06c	134	1009	116	100	2927	300	1.34	155.939502920724	0.344721557909122	40.1162002883626	0.110430942502853	0.159616697380447	3.88719524281467	3.23231368705851	4.67198073232569	59	175	2.81340970268484e-19
SPBC2G2.07c	42	746	317	100	1508	300	0.42	48.8765606169432	0.494694960212202	57.5690195469238	0.0407201876366108	0.0775623759507179	0.849008042895442	0.61406042956009	1.16964062933683	46	96	1
SPBC2G2.09c	14	674	215	100	993	300	0.14	16.2921868723144	0.678751258811682	78.9881596312754	0.0117521738396456	0.0360153200337351	0.206261127596439	0.116699086227681	0.357632127934989	46	68	1
SPBC2G2.10c	15	140	29	100	589	300	0.15	17.4559145060512	0.237691001697793	27.6607586966289	0.060488481670063	0.186689947073283	0.631071428571429	0.356277157036671	1.09960378826164	22	93	1
SPBC2G2.13c	68	681	20	100	3168	300	0.68	79.1334790940985	0.214962121212121	25.0157360661213	0.0771799213965328	0.12896889909901	3.16334801762115	2.44505990984216	4.08573472345664	29	139	9.23398036092079e-08
SPNCRNA.1600	5	151	146	100	568	300	0.05	5.81863816868372	0.265845070422535	30.9371254743395	0.0120013549907256	0.083565315374225	0.188079470198675	0.0681676963473216	0.474650991325598	22	83	1
SPBC2G2.15c	30	265	31	100	1427	300	0.3	34.9118290121023	0.185704274702172	21.6109196173957	0.0761274527755378	0.167381923979638	1.61547169811321	1.08633875110692	2.38854005518944	20	110	1
SPBC2G2.17c	5	233	54	100	1347	300	0.05	5.81863816868372	0.172976985894581	20.1298098486014	0.00782040080222854	0.0538291966660428	0.289055793991416	0.105340798806018	0.725079279091596	15	90	1
SPNCRNA.1602	11	282	339	100	1844	300	0.11	12.8010039711042	0.1529284164859	17.7967024248244	0.0202630959001134	0.0730683095927807	0.719290780141844	0.37365148839809	1.34737962889088	14	97	1
SPNCRNA.1603	1	75	22	100	1245	300	0.01	1.16372763373674	0.0602409638554217	7.01040743214906	0.000687699619117278	0.0882776649076593	0.166	0.00856186025801011	1.09905692810036	5	96	1
SPBC1718.07c	30	6915	676	100	4770	300	0.3	34.9118290121023	1.44968553459119	168.70391168322	0.00297706992063961	0.00628353613044593	0.206941431670282	0.142006235214509	0.299724673422271	76	54	1
SPNCRNA.1604	4	8	9	100	390	300	0.04	4.65491053494697	0.0205128205128205	2.38713360766512	0.127050858421533	1.82191715979488	1.95	0.495498347843978	7.10547692320002	2	102	1
SPNCRNA.1606	8	684	6	100	3052	300	0.08	9.30982106989395	0.224115334207077	26.0809207560922	0.00541442592140826	0.0241612458091748	0.356959064327485	0.16524827912138	0.737401222096015	19	89	1
SPNCRNA.1607	0	23	1	100	1747	300	0	0	0.0131654264453349	1.53209705643647	0.00399043342974737	0.216691035021888	0	0.0697128720176865	3.78559238183239	1	99	1
SPBC1105.02c	176	2702	549	100	1586	300	1.76	204.816063537667	1.70365699873897	198.259272784154	0.0557531112063879	0.0760688217862433	1.03307179866765	0.884244343733312	1.20645151352982	173	103	1
SPBC1105.03c	25	608	467	100	1417	300	0.25	29.0931908434186	0.429075511644319	49.9327029860226	0.0269575030632646	0.0622232018330873	0.582648026315789	0.381987818406459	0.881702769974847	37	88	1
SPBC1105.19	25	15	32	100	149	300	0.25	29.0931908434186	0.100671140939597	11.7153788631216	0.845346508644486	3.31517048204612	2.48333333333333	1.25956629788028	4.93960401824872	11	114	1
SPBC1105.04c	26	1471	211	100	1756	300	0.26	30.2569184771553	0.837699316628702	97.4853843523206	0.0117443774241094	0.0264001822558463	0.310373895309313	0.206231267567361	0.463587200412662	57	69	1
SPNCRNA.1609	1	15	13	100	830	300	0.01	1.16372763373674	0.0180722891566265	2.10312222964472	0.00328192270549487	0.476785931797302	0.553333333333333	0.0272399584556074	3.9573232339176	1	100	1
SPBC1105.07c	21	426	2	100	2249	300	0.21	24.4382803084716	0.189417518897288	22.0430401054625	0.0309679087608083	0.0776699795516615	1.10866197183099	0.696468268030579	1.74679784011687	19	102	1
SPNCRNA.1610	712	218	10	100	1604	300	7.12	828.574075220561	0.135910224438903	15.8162483886914	2.79866394567312	3.81243867919026	52.3875229357798	44.8905696885969	61.1515164142118	97	715	0
SPBC1105.11c	424	1321	1289	100	545	300	4.24	493.420516704379	2.42385321100917	282.070496177291	0.287263015989748	0.35859797505509	1.74928084784254	1.56558343714413	1.95435896405024	370	154	0.0098011228946416
SPNCRNA.1611	4	9	917	100	1145	300	0.04	4.65491053494697	0.00786026200873362	0.91472041079744	0.115554998947778	1.57169221691214	5.08888888888889	1.32310473795205	17.995875883644	0	104	1
SPBC1105.13c	0	19	12	100	1237	300	0	0	0.01535974130962	1.78745554090526	0.00484054272324269	0.264551414760663	0	0.0598775134865121	3.27250100058941	1	99	1
SPBC1105.15c	6	200	33	100	1316	300	0.06	6.98236580242046	0.151975683890578	17.6858302999505	0.0120377981913337	0.0698476070078659	0.3948	0.158417424197952	0.919194508223516	13	93	1
SPBC1105.16c	31	147	23	100	548	300	0.31	36.075556645839	0.268248175182482	31.2167814159309	0.140361101088951	0.315232868750557	1.1556462585034	0.769178833967449	1.72747612075305	27	104	1
SPBC1105.18c	19	179	118	100	722	300	0.19	22.1108250409981	0.24792243767313	28.8514191743597	0.0641494539165744	0.173622968418448	0.766368715083799	0.463159057277667	1.25355783198119	23	96	1
SPNCRNA.1613	4	44	17	100	1403	300	0.04	4.65491053494697	0.0313613684960798	3.6496091150689	0.0277861948499424	0.263769882112263	1.27545454545455	0.389840313744691	3.70069144603505	3	101	1
SPBC887.03c	36	732	49	100	2459	300	0.36	41.8941948145228	0.297681984546564	34.642075148243	0.0346593307837772	0.0694682204158317	1.20934426229508	0.85227294397308	1.7082235400253	31	105	1
SPBC887.04c	14	832	124	100	2240	300	0.14	16.2921868723144	0.371428571428571	43.224169253079	0.00953096800825441	0.0291423339876374	0.376923076923077	0.213493683384899	0.652788281323077	30	84	1
SPBC887.05c	55	607	265	100	1023	300	0.55	64.0050198555209	0.593352883675464	69.0501147290521	0.0680565553370033	0.120354062309946	0.926935749588139	0.696218561097544	1.23122205743075	57	98	1
SPBC887.06c	5	221	103	100	552	300	0.05	5.81863816868372	0.40036231884058	46.5912693941703	0.00824051178803461	0.0567864703102305	0.124886877828054	0.045487625069951	0.313461316112472	30	75	1
SPBC887.09c	45	1554	141	100	2774	300	0.45	52.3677435181535	0.560201874549387	65.1922401884246	0.0212730310090698	0.039288568663242	0.803281853281853	0.590113880191596	1.08986489471833	52	93	1
SPNCRNA.1615	6	318	4	100	1519	300	0.06	6.98236580242046	0.209348255431205	24.3624349919871	0.00760733002734927	0.043701020692969	0.286603773584906	0.115555343115435	0.663818504326199	18	88	1
SPBC887.13c	82	193	32	100	1567	300	0.82	95.425665966413	0.123165283982131	14.333084448704	0.325375334084364	0.554274586236687	6.65772020725389	5.09863148510198	8.68548276632888	19	163	2.82262166035702e-23
SPBC887.14c	36	1113	171	100	2699	300	0.36	41.8941948145228	0.412374953686551	47.9892129065949	0.022860357112201	0.0455550619054215	0.872991913746631	0.617001038458306	1.22953112082733	39	97	1
SPBC887.15c	77	1701	446	100	1547	300	0.77	89.6070277977292	1.09954751131222	127.957382352049	0.0357735544801487	0.0571980953222168	0.700288065843621	0.5534168878079	0.884854534634694	92	85	1
SPNCRNA.1617	2	14	33	100	414	300	0.02	2.32745526747349	0.0338164251207729	3.93531083872329	0.0224451794089099	0.655283897988541	0.591428571428571	0.0929230427528871	2.71287533767256	3	99	1
SPBC887.18c	87	786	88	100	1486	300	0.87	101.244304135097	0.528936742934051	61.5538304251063	0.0881233524609536	0.138867191350281	1.64480916030534	1.30951301756977	2.06356646346517	64	123	1
SPNCRNA.1618	6	221	5	100	1122	300	0.06	6.98236580242046	0.196969696969697	22.9219079372389	0.0109072877636077	0.0631263399152996	0.304615384615385	0.122379768707679	0.708277533849662	17	89	1
SPBC418.01c	32	980	140	100	1651	300	0.32	37.2392842795758	0.593579648697759	69.076504001333	0.0225725565630784	0.0469769250804614	0.539102040816327	0.372672908856425	0.775589033078418	49	83	1
SPBC16D10.01c	14	815	4	100	3231	300	0.14	16.2921868723144	0.25224388734138	29.3543182140342	0.00972881131939723	0.0297532580215629	0.555018404907975	0.314337893729725	0.961327766676696	22	92	1
SPNCRNA.1620	48	61	32	100	966	300	0.48	55.8589264193637	0.0631469979296066	7.34859064782002	0.530105678318846	1.16703562785385	7.60131147540984	5.12082085256006	11.2735641650682	8	140	1.59961020123103e-14
SPBC16D10.04c	23	1302	87	100	4451	300	0.23	26.7657355759451	0.292518535160638	34.0411902746628	0.0114208196885609	0.0270760464566356	0.786274961597542	0.508340684337847	1.20515482778485	27	96	1
SPNCRNA.1621	0	6	6	100	459	300	0	0	0.0130718954248366	1.52121259311993	0.0157393406208896	0.93492067967121	0	0.0722435734498831	4.29128591969086	1	99	1
SPNCRNA.1622	3	28	4	100	1485	300	0.03	3.49118290121023	0.0188552188552189	2.19423392219723	0.0259902678375337	0.367995764389791	1.59107142857143	0.385955477387376	5.4647371011884	1	102	1
SPBC16D10.07c	6	271	35	100	2269	300	0.06	6.98236580242046	0.119435874834729	13.8990828004697	0.00891408195142596	0.0513588704497053	0.502361623616236	0.202260519477855	1.16533277050381	11	95	1
SPBC16D10.08c	116	2993	240	100	2810	300	1.16	134.992405513462	1.06512455516014	123.951487821141	0.0320480773223279	0.0468338857638216	1.08907450718343	0.900550972757413	1.31603218996339	111	105	1
SPBC16D10.11c	69	174	468	100	494	300	0.69	80.2972067278353	0.352226720647773	40.9895968158286	0.297113152851877	0.528608448127939	1.95896551724138	1.46773897508827	2.61132573375202	44	125	1
SPNCRNA.1625	2	348	72	100	3115	300	0.02	2.32745526747349	0.111717495987159	13.0008737252131	0.000991360802954102	0.0233013695787197	0.179022988505747	0.0308808890120203	0.72583766237712	10	92	1
SPNCRNA.1626	12	4141	7	100	4841	300	0.12	13.9647316048409	0.85540177649246	99.5454685251777	0.00156880317118257	0.00522375028719815	0.140284955324801	0.0759457615169483	0.252881751403262	51	61	1
SPBP8B7.01c	20	345	186	100	938	300	0.2	23.2745526747349	0.367803837953092	42.8023490020444	0.0359038802141702	0.0925785294287317	0.543768115942029	0.336778396408916	0.868386606041503	32	88	1
SPNCRNA.1627	107	113	21	100	779	300	1.07	124.518856809832	0.145057766367137	16.8807731209566	0.720861007272752	1.24374088192705	7.37637168141593	5.61550724665474	9.68874147021173	26	181	1.88261992852301e-27
SPBP8B7.03c	451	1207	683	100	987	300	4.51	524.841162815271	1.22289766970618	142.311981146935	0.33484012419411	0.416934676570994	3.68796188898094	3.30487202579587	4.11514525775571	303	248	1.97923849057683e-29
SPBP8B7.05c	0	2990	894	100	1977	300	0	0	1.51239251390996	176.001296149361	3.04003527941174e-05	0.00160224393576557	0	0.000601014974739701	0.0316763626100853	60	40	1
SPBP8B7.07c	4	243	44	100	1546	300	0.04	4.65491053494697	0.157179818887452	18.2914498705064	0.0052274647370926	0.0457160338867446	0.254485596707819	0.0808166048354516	0.706769883889071	14	90	1
SPBP8B7.08c	68	263	65	100	1317	300	0.68	79.1334790940985	0.199696279422931	23.2392078718879	0.196221703462635	0.340182181179053	3.4051711026616	2.5842398346029	4.48019932612812	27	141	3.75124695713197e-08
SPBP8B7.09c	158	1303	222	100	2837	300	1.58	183.868966130405	0.459287980260839	53.4486114472674	0.102434181421958	0.143475394689356	3.44010744435917	2.90605772694095	4.07039694733704	81	177	1.25967278237129e-17
SPBP8B7.10c	61	307	256	100	1035	300	0.61	70.9873856579413	0.296618357487923	34.51829792823	0.149475160151168	0.263638846789339	2.05651465798046	1.54706790756459	2.72866206426966	36	125	0.277515986292229
SPBP8B7.12c	149	1114	406	100	945	300	1.49	173.395417426775	1.17883597883598	137.184400421453	0.112299643060842	0.15922231088233	1.26395870736086	1.06123162692496	1.50465083783802	134	115	1
SPBP8B7.14c	76	1059	100	100	1982	300	0.76	88.4433001639925	0.5343087790111	62.1789891083356	0.0564523770586091	0.0911005838711676	1.4223984891407	1.11888611330163	1.80561357232654	61	115	1
SPBP8B7.15c	449	4233	61	100	2441	300	4.49	522.513707547798	1.73412535845965	201.804960000313	0.0961193936785143	0.117042228881652	2.58920151193007	2.34627439969253	2.85700080700113	348	201	5.13065509086782e-16
SPBP8B7.16c	959	11898	1571	100	2423	300	9.59	1116.01480075354	4.91044160132068	571.441658530738	0.0754267159922686	0.0861291734309531	1.95298117330644	1.82758932849267	2.08690987223199	879	180	6.78583774082151e-08
SPBP8B7.17c	69	497	18	100	1869	300	0.69	80.2972067278353	0.265917602996255	30.9455662903778	0.107025930461753	0.179803000955753	2.59478873239437	2.00031464033016	3.36051808786302	35	134	0.000111081911369835
SPBP8B7.18c	10	392	126	100	1774	300	0.1	11.6372763373674	0.220969560315671	25.7148383554004	0.012853065085586	0.049050522684766	0.452551020408163	0.228013374618296	0.870156272427749	19	91	1
SPBP8B7.20c	45	1580	15	100	5277	300	0.45	52.3677435181535	0.299412545006633	34.8434652511665	0.0209244910420663	0.0386392037294544	1.50294303797468	1.10418539228984	2.03899078080331	33	112	1
SPBP8B7.24c	108	421	24	100	889	300	1.08	125.682584443568	0.473565804274466	55.1101612826962	0.20644746511641	0.318530331578631	2.28057007125891	1.83531796488488	2.83173464773403	66	142	0.000255412322490888
SPNCRNA.1630	1	135	98	100	1936	300	0.01	1.16372763373674	0.0697314049586777	8.11483628897006	0.000384091612721087	0.0486266045471428	0.143407407407407	0.00743601362228025	0.941411064032684	6	95	1
SPBP8B7.28c	15	31	22	100	582	300	0.15	17.4559145060512	0.0532646048109966	6.19854925186238	0.249518717030734	0.928069123188472	2.81612903225806	1.45219893311887	5.40136229695691	5	110	1
SPBP8B7.30c	55	523	42	100	2591	300	0.55	64.0050198555209	0.201852566576611	23.4901409665888	0.0788342114315615	0.139958572148016	2.72476099426386	2.04259441819176	3.62632660435509	26	129	0.000268229402806343
SPBC19F5.01c	1	1393	142	100	3331	300	0.01	1.16372763373674	0.41819273491444	48.6662441847879	3.74488419655162e-05	0.00466744104594885	0.0239124192390524	0.00124742092587135	0.155472461240556	29	72	1
SPBC19F5.02c	49	2641	89	100	2632	300	0.49	57.0226540531004	1.00341945288754	116.770694555423	0.0138343750768548	0.0248103888233137	0.488330177962893	0.364120752022819	0.653009433829617	74	75	1
SPBC19F5.05c	76	2225	30	100	2043	300	0.76	88.4433001639925	1.08908467939305	126.739793688901	0.0269852406608947	0.0431713090069412	0.697833707865169	0.551308466702078	0.881989843011808	91	85	1
SPBC25D12.02c	48	1068	139	100	2073	300	0.48	55.8589264193637	0.515195369030391	59.9547087713865	0.0332765651947139	0.0605226282783127	0.931685393258427	0.68982319648642	1.25463408420942	50	98	1
SPBC25D12.03c	11	916	120	100	2262	300	0.11	12.8010039711042	0.404951370468612	47.1253100133889	0.00629190927464964	0.0222939025300742	0.271637554585153	0.142322987792575	0.504288075230278	31	80	1
SPBC13G1.14c	60	322	113	100	912	300	0.6	69.8236580242046	0.353070175438596	41.0877519806175	0.140044901945008	0.247451637247608	1.69937888198758	1.27720950573847	2.25675893169818	41	119	1
SPBC13G1.01c	69	254	169	100	962	300	0.69	80.2972067278353	0.264033264033264	30.7262805581219	0.206291217372183	0.357210569623117	2.61330708661417	1.9845215111204	3.43636567977439	35	134	0.000274298637165413
SPBC13G1.03c	47	123	29	100	1115	300	0.47	54.6951987856269	0.110313901345291	12.8375335380825	0.269165037536179	0.541225898950792	4.26056910569106	3.0011901685284	6.03466877330133	14	133	7.88630322633384e-08
SPBC13G1.04c	27	1476	169	100	1447	300	0.27	31.4206461108921	1.02004146510021	118.705044049443	0.0122515838226898	0.0271181975673043	0.26469512195122	0.177280417914322	0.392400318798893	64	63	1
SPNCRNA.1634	42	550	44	100	1188	300	0.42	48.8765606169432	0.462962962962963	53.8762793396641	0.0550593073204116	0.105536065469872	0.9072	0.65410457096649	1.25376845778208	44	98	1
SPBC13G1.06c	50	338	245	100	703	300	0.5	58.1863816868372	0.480796586059744	55.951627340401	0.108640829814097	0.200901852629551	1.03994082840237	0.763745033593099	1.41234002398574	48	102	1
SPBC13G1.08c	122	1113	117	100	2281	300	1.22	141.974771315883	0.487943884261289	56.7833781827705	0.0905060925088525	0.132662862479477	2.50028751123091	2.06444397012693	3.02603989315686	72	150	2.8827237126222e-07
SPBC13G1.15c	11	158	274	100	635	300	0.11	12.8010039711042	0.248818897637795	28.9557426977016	0.0358210180861072	0.131731848105686	0.442088607594937	0.227463464846781	0.836497235471104	22	89	1
SPBC13G1.10c	10	1991	31	100	5831	300	0.1	11.6372763373674	0.34145086606071	39.7355808398192	0.00254802317074233	0.00958799614437576	0.292867905575088	0.148575231085985	0.55907605517855	27	83	1
SPBC13G1.16	5	19	9	100	757	300	0.05	5.81863816868372	0.0250990752972259	2.9208487504621	0.0862005679327238	0.745398693468459	1.99210526315789	0.652538299250719	5.64266810955624	2	103	1
SPNCRNA.543	2	3	7	100	158	300	0.02	2.32745526747349	0.0189873417721519	2.20960943114572	0.0782648165603505	4.86773260028688	1.05333333333333	0.123658410165354	7.69101750845327	1	101	1
SPNCRNA.1635	0	46	5	100	1004	300	0	0	0.0458167330677291	5.33181983584564	0.00198548220405956	0.106196341353302	0	0.0199342413287579	1.06621126718715	4	96	1
SPNCRNA.1636	5	59	26	100	553	300	0.05	5.81863816868372	0.106690777576854	12.4159006131045	0.0299923089624597	0.219627480425569	0.46864406779661	0.165857468562402	1.2145399667534	10	95	1
SPBC31F10.04c	4	214	47	100	2042	300	0.04	4.65491053494697	0.104799216454456	12.1957744182009	0.00592890892300561	0.051979993574089	0.381682242990654	0.121068320207775	1.0614314687829	9	95	1
SPBC31F10.06c	175	1328	582	100	1075	300	1.75	203.65233590393	1.2353488372093	143.760957916502	0.112193187722853	0.154717946393378	1.41660391566265	1.20607676802067	1.66321792372881	151	124	1
SPBC31F10.09c	93	387	61	100	1669	300	0.93	108.226669937517	0.231875374475734	26.9839780860467	0.190360862375055	0.303078772067935	4.01077519379845	3.17712279303967	5.05838470581384	36	157	1.72600080095581e-14
SPBC31F10.10c	145	2519	248	100	3178	300	1.45	168.740506891828	0.792636878539962	92.2413439075789	0.0485093641708685	0.0682674247358565	1.82933703850734	1.5416275933502	2.16953875810552	108	137	0.0190448830819969
SPBC31F10.11c	32	502	68	100	2112	300	0.32	37.2392842795758	0.237689393939394	27.6605715973412	0.0438190722141911	0.0922334483793193	1.34629482071713	0.925458805163716	1.94797042977122	25	107	1
SPBC31F10.13c	33	713	109	100	2986	300	0.33	38.4030119133125	0.238780977896852	27.7876022389249	0.0321063908982391	0.0663743017878921	1.38201963534362	0.95869683222142	1.98193665138646	25	108	1
SPBC31F10.14c	30	1830	156	100	5421	295	0.3	34.9118290121023	0.337576092971776	39.284662788014	0.0112236429700681	0.02379894821788	0.888688524590164	0.608433685407392	1.29014098289128	32	98	1
SPBC31F10.15c	37	213	140	100	446	300	0.37	43.0579224482595	0.477578475336323	55.5771269026741	0.120560990118937	0.249283014886166	0.774741784037559	0.537702015930461	1.1118022463923	44	93	1
SPBC31F10.17c	19	146	13	100	855	300	0.19	22.1108250409981	0.170760233918129	19.8718402953877	0.0782175609276469	0.214080654721727	1.11267123287671	0.668760145931381	1.83038959787076	17	102	1
SPBC21C3.01c	78	1780	57	100	9677	300	0.78	90.770755431466	0.183941304123179	21.4057578593717	0.0346896139009269	0.0552754388242454	4.24048314606742	3.35691393719269	5.34900421502222	27	151	4.59393998922624e-15
SPBC21C3.02c	17	294	136	100	1764	300	0.17	19.7833697735246	0.166666666666667	19.3954605622791	0.0342928946333923	0.0961403597925364	1.02	0.60492666133304	1.69591594674034	16	101	1
SPBC21C3.04c	22	756	104	100	1604	300	0.22	25.6020079422084	0.471321695760599	54.8490081736271	0.0185720983050435	0.0451586890183562	0.466772486772487	0.297896456812898	0.724345371854433	39	83	1
SPBC21C3.07c	216	368	9	100	1562	300	2.16	251.365168887137	0.235595390524968	27.4168866334905	0.494424375588112	0.696692204815413	9.16826086956522	7.72290874668631	10.8823322392168	60	256	4.60390993727989e-63
SPBC21C3.08c	438	4634	1275	100	1590	300	4.38	509.712703576694	2.91446540880503	339.164393379627	0.0855892977438395	0.104369164796709	1.50284851100561	1.36086983412705	1.65946972026768	400	138	0.966220794964734
SPBC21C3.09c	49	375	1492	100	1137	300	0.49	57.0226540531004	0.329815303430079	38.3815182630852	0.0958808373225536	0.17759011299345	1.48568	1.09016512035743	2.01919958473552	36	113	1
SPBC21C3.10c	8	49	72	100	686	300	0.08	9.30982106989395	0.0714285714285714	8.31234024097674	0.0715518456824409	0.35774387019941	1.12	0.490845661381545	2.45412294956795	7	101	1
SPBC21C3.12c	27	155	75	100	457	300	0.27	31.4206461108921	0.339168490153173	39.4699744484016	0.113205901614709	0.266311785518946	0.796064516129032	0.517350970379222	1.21704485982158	32	95	1
SPBC21C3.14c	57	1345	143	100	2816	300	0.57	66.3324751229944	0.477627840909091	55.5828717107926	0.0322038605728675	0.0556423222305956	1.19339776951673	0.906860713731948	1.56688779401357	50	107	1
SPBC21C3.15c	334	1767	235	100	1686	300	3.34	388.685029668072	1.04804270462633	121.963625670986	0.167860045339022	0.212818808503056	3.18689303904924	2.83012036441591	3.58812511136152	222	212	7.78375427930166e-22
SPBC21C3.16c	26	61	333	100	158	300	0.26	30.2569184771553	0.386075949367089	44.9287250999629	0.262372163862589	0.68880000196143	0.67344262295082	0.41454801890289	1.08830400309906	35	91	1
SPBC21C3.17c	28	307	132	100	955	300	0.28	32.5843737446288	0.321465968586387	37.4098830949927	0.0606908740208949	0.136176028549577	0.871009771986971	0.579597846899546	1.30048107264846	31	97	1
SPNCRNA.1644	3	1309	98	100	2474	300	0.03	3.49118290121023	0.529102667744543	61.5731395538156	0.000591076849217362	0.00731521089933761	0.0566997708174179	0.0146232412496375	0.180978317649612	35	68	1
SPBC21C3.20c	27	1146	47	100	3108	300	0.27	31.4206461108921	0.368725868725869	42.909648270988	0.0157629120080996	0.0349646060678959	0.732251308900524	0.489911305211736	1.0866999565902	34	93	1
