mcs6as_3MBPP1_combined_pr_counts	mcs6as_3MBPP1_combinedgb_counts	mcs6as_3MBPP1_combinedterm_counts	mcs6as_3MBPP1_combinedpr_map	mcs6as_3MBPP1_combinedgb_map	mcs6as_3MBPP1_combinedterm_map	mcs6as_3MBPP1_combinedpr_density	mcs6as_3MBPP1_combinedpr_densityRPKM	mcs6as_3MBPP1_combinedgb_density	mcs6as_3MBPP1_combinedgb_densityRPKM	mcs6as_3MBPP1_combinedpause_index_CI_low	mcs6as_3MBPP1_combinedpause_index_CI_high	mcs6as_3MBPP1_combinedpause_index_scaled	mcs6as_3MBPP1_combinedpause_index_CI_low_scaled	mcs6as_3MBPP1_combinedpause_index_CI_high_scaled	mcs6as_3MBPP1_combined_ExpPR	mcs6as_3MBPP1_combined_ExpGB	mcs6as_3MBPP1_combinedFexact_Pval
SPCC338.03c	6	87	14	100	1008	180	0.06	4.05444278745374	0.0863095238095238	5.83228377163485	0.0272188744950572	0.163499662709329	0.695172413793103	0.274366254910176	1.64807660011004	8	98	1
SPNCRNA.1190	0	26	16	100	897	300	0	0	0.0289855072463768	1.95866801326268	0.00352600391483322	0.190799932857011	0	0.031628255116054	1.71147539772739	2	98	1
SPCC1281.01	1064	18262	462	100	8471	300	10.64	718.987854308464	2.15582575847007	145.677869957266	0.0547432915806548	0.0620074257910475	4.93546380462162	4.63730422979727	5.25264903875964	795	369	1.80577691082672e-73
SPCC1281.04	13	42	18	100	1237	300	0.13	8.78462603948311	0.0339531123686338	2.2943491925769	0.158119449494647	0.5956117330842	3.82880952380952	1.95593759024878	7.36771713825156	3	110	1
SPCC1281.05	167	1402	8	100	3194	300	1.67	112.848657584129	0.438948027551659	29.6614944062312	0.101114519298103	0.140260818543739	3.80455064194009	3.22959774638141	4.47993054428702	81	186	9.25164865236009e-22
SPCC1281.08	40	1413	2	100	3524	90	0.4	27.029618583025	0.400964812712826	27.0948148821043	0.0203963132614288	0.0391361789779455	0.997593772116065	0.718766079332752	1.3791589471828	40	100	1
SPCC622.21	2	82	15	94	707	300	0.0212765957446809	1.43774566930984	0.115983026874116	7.83744244628022	0.00415187490199961	0.100574264254526	0.183445770627919	0.0312273995288694	0.756446859871804	9	87	1
SPCC622.02	7	1252	757	100	918	300	0.07	4.73018325202937	1.36383442265795	92.1598106371112	0.00244443204066108	0.0121071760196701	0.0513258785942492	0.0224398861332687	0.111143875860572	61	46	1
SPCC622.04	68	106	33	100	1182	300	0.68	45.9503515911424	0.089678510998308	6.05993986844468	0.467771508516347	0.879050559902713	7.58264150943396	5.52905923066322	10.3903776180501	13	155	4.74166884995296e-21
SPCC622.05	13	204	37	100	1882	300	0.13	8.78462603948311	0.108395324123273	7.32471066808859	0.0347907224075036	0.114306852846153	1.1993137254902	0.654761395709217	2.15125497056459	11	102	1
SPCC622.07	19	65	16	100	830	300	0.19	12.8390688269369	0.0783132530120482	5.29194339727898	0.169524785037584	0.499073572127955	2.42615384615385	1.40705571581195	4.14231064866202	8	111	1
SPNCRNA.1194	274	163	8527	100	1331	300	2.74	185.152887293721	0.122464312546957	8.27540914544152	1.37855543660436	2.05025776447468	22.3738650306748	18.3485728612041	27.2889308451579	40	334	1.94650787678601e-121
SPCC622.09	1122	23930	3987	100	1119	300	11.22	758.18080125385	21.3851653261841	1445.08215525422	0.0441412999069912	0.0498016891873705	0.524662766402006	0.493941145959232	0.557280902006676	1167	55	1
SPCC622.11	69	979	83	100	1698	300	0.69	46.626092055718	0.576560659599529	38.9605367973814	0.0547733056592766	0.0905382846337468	1.1967517875383	0.930050730094517	1.53734007308102	61	108	1
SPNCRNA.1195	3	139	12	100	3030	300	0.03	2.02722139372687	0.0458745874587459	3.0999315041588	0.00550218025351207	0.0698338752009312	0.653956834532374	0.166716061681416	2.11596641858822	4	99	1
SPNCRNA.493	12	3	235	100	135	300	0.12	8.10888557490749	0.0222222222222222	1.50164547683472	1.05647849569048	17.8162910436802	5.4	1.42624596918214	24.0519929089683	2	110	1
SPCC622.14	47	2227	88	100	2236	300	0.47	31.7598018350543	0.995974955277281	67.3020578984756	0.0156297439423653	0.0284093347282462	0.471899416255052	0.349481074551288	0.635232724523584	73	74	1
SPNCRNA.67	110	256	7	100	1661	300	1.1	74.3314511033186	0.154124021673691	10.4147838008043	0.341476265664755	0.540365468321647	7.137109375	5.67192077269159	8.97547042882256	28	182	7.99807717378601e-32
SPCC622.17	63	370	19	100	1285	300	0.63	42.5716492682643	0.287937743190661	19.4571184352514	0.129133901997997	0.224106031071697	2.18797297297297	1.65937064067426	2.8797624992713	36	127	0.0433087784420583
SPCC622.18	3747	3532	1313	100	688	300	37.47	2531.99952076486	5.13372093023256	346.906296639695	1.01293797216395	1.11107482549755	7.29879954699887	6.969013248488	7.64419479942317	3219	628	7.80095424045072e-103
SPCC622.19	112	215	35	100	1549	300	1.12	75.6829320324699	0.138799225306649	9.3792252991452	0.411854252078968	0.658564759982481	8.06920930232558	6.37962236470321	10.2011681321286	25	187	2.01311564100672e-35
SPCC61.02	40	511	286	100	1452	300	0.4	27.029618583025	0.351928374655647	23.7812243387151	0.0559486756049463	0.109101574804016	1.13659491193738	0.81237476978382	1.58415486615432	36	104	1
SPCC61.03	90	759	82	100	1214	300	0.9	60.8166418118061	0.625205930807249	42.2476946139126	0.0947012846817799	0.148310001001809	1.4395256916996	1.14967359603681	1.80048341216197	73	117	1
SPCC61.05	116	2092	455	100	2242	300	1.16	78.3858938907724	0.933095450490633	63.0530353207942	0.0457799731295297	0.0671088666840568	1.24317399617591	1.02638699756406	1.50458079105655	104	112	1
SPCC11E10.01	375	15858	186	100	2680	300	3.75	253.402674215859	5.91716417910448	399.84672713583	0.0213160947930937	0.0262300715375915	0.633749527052592	0.571271340454912	0.702965917207453	406	69	1
SPCC11E10.03	18	1006	670	100	1443	300	0.18	12.1633283623612	0.697158697158697	47.1098341900955	0.0108855467677578	0.0290257305490783	0.258190854870775	0.157078439858746	0.418841291823201	48	70	1
SPCC11E10.04	297	1150	72	100	1526	300	2.97	200.69491797896	0.753604193971166	50.9240848140214	0.22684917560872	0.293974608190423	3.94106086956522	3.46171841978907	4.48605252098586	170	227	1.58263128932237e-29
SPNCRNA.1199	1	24	5	100	1102	300	0.01	0.675740464575624	0.0217785843920145	1.47166707348593	0.00209593717773238	0.287382877405496	0.459166666666667	0.0230972276986109	3.16695930900857	2	99	1
SPCC11E10.08	24	1044	189	100	3853	300	0.24	16.217771149815	0.270957695302362	18.3097078903958	0.0149906171432703	0.0349547842052109	0.885747126436782	0.577588478530205	1.34680783542678	26	98	1
SPCC188.02	787	2280	224	100	2329	300	7.87	531.807745621016	0.978960927436668	66.1523511907438	0.318038515506302	0.374615092441501	8.03913596491228	7.40711702614177	8.72478550296256	438	449	1.60804055099347e-113
SPCC188.03	35	1299	81	100	3557	300	0.35	23.6509162601468	0.365195389373067	24.6777302075832	0.0189628667890409	0.0381001008891031	0.958391070053888	0.674509171686185	1.3552205886254	36	99	1
SPCC188.05	28	56	27	100	480	300	0.28	18.9207330081175	0.116666666666667	7.88363875338228	0.309771744165275	0.803671097121715	2.4	1.48690437199332	3.85762126618423	13	115	1
SPCC188.07	19	652	26	100	2343	300	0.19	12.8390688269369	0.278275714895433	18.8042160863554	0.0179328358493574	0.0467870553406696	0.682776073619632	0.420166343950444	1.09622070663189	25	94	1
SPNCRNA.1201	90	263	26	100	754	300	0.9	60.8166418118061	0.348806366047745	23.5702575840039	0.267393122313673	0.437556625267222	2.58022813688213	2.0161441422451	3.29917695451485	49	141	3.89079856741904e-05
SPCC188.11	83	1629	41	100	1953	300	0.83	56.0864585597768	0.834101382488479	56.3636055705935	0.0406010315769178	0.0638582353463583	0.995082872928177	0.792938146697204	1.24715133631438	83	100	1
SPCC188.12	15	60	7	100	1765	300	0.15	10.1361069686344	0.0339943342776204	2.29713472376983	0.136148215150707	0.452376218151388	4.4125	2.40301599740998	7.98444025037199	3	112	0.117042922150188
SPNCRNA.51	2	0	1	100	81	300	0.02	1.35148092915125	0	0	0.246676758328458	19.4460633145857	NA	0.199808174246051	15.7513112848144	0	102	1
SPCC584.12	15	47	82	100	137	300	0.15	10.1361069686344	0.343065693430657	23.1823371058791	0.170935274191844	0.587781210800297	0.437234042553192	0.234181325642827	0.805260258796407	29	86	1
SPCC584.13	114	2453	148	100	1885	300	1.14	77.0344129616211	1.30132625994695	87.9358811461011	0.038335842130399	0.0562939447465963	0.876029351814105	0.722630624158021	1.06114085847334	121	93	1
SPCC584.14	75	1250	41	100	1839	300	0.75	50.6805348431718	0.679717237629146	45.9312441935579	0.0471834358877515	0.0761840047648049	1.1034	0.867703385975751	1.40102384762476	70	105	1
SPNCRNA.1202	7	369	14	100	2696	300	0.07	4.73018325202937	0.13686943620178	9.24882164051948	0.00824937672559426	0.041316368384979	0.511436314363144	0.222403196522021	1.11388929165903	12	95	1
SPCC584.02	0	3	1	100	427	300	0	0	0.00702576112412178	0.474759108601141	0.0327971598819604	2.22593021867193	0	0.140043872695971	9.50472203372916	0	100	1
SPCC584.04	347	4153	1367	100	2413	300	3.47	234.481941207741	1.7210940737671	116.301290898573	0.0747680018518552	0.0933588943528842	2.01615940284132	1.80415188468527	2.2527501207351	282	165	1.03871052684234e-06
SPCC584.05	624	2444	18	100	3719	300	6.24	421.662049895189	0.657165904813122	44.4073593821679	0.233597913116796	0.279045355176174	9.49531914893617	8.68750638881366	10.3776967590019	287	437	9.24941804391831e-130
SPNCRNA.1203	8	1008	492	100	4221	300	0.08	5.40592371660499	0.238805970149254	16.1370857212089	0.0036792764009771	0.0163705231141573	0.335	0.155302256885244	0.690999780648578	20	88	1
SPNCRNA.132	35	139	230	100	1012	300	0.35	23.6509162601468	0.137351778656126	9.28141547193792	0.170733211989112	0.369839586361927	2.54820143884892	1.72782010532982	3.7427766139827	16	119	0.212647034726234
SPNCRNA.69	37	538	43	100	1454	300	0.37	25.0023971892981	0.370013755158184	25.0033266809963	0.0485502983561319	0.0970000709329559	0.99996282527881	0.705921338098158	1.41038103136518	37	100	1
SPNCRNA.131	41	79	159	100	348	300	0.41	27.7053590476006	0.227011494252874	15.3400852590443	0.349723312361345	0.768417410763117	1.80607594936709	1.21703712701748	2.67409258945565	26	115	1
SPCC1753.04	48	876	108	100	1309	300	0.48	32.4355422996299	0.669213139801375	45.2214397989493	0.0405116735417671	0.0738954239174406	0.717260273972603	0.530297806661731	0.967291099079298	59	89	1
SPCC1753.05	27	650	15	100	2384	300	0.27	18.2449925435418	0.272651006711409	18.4241317942179	0.0276920378579738	0.0618703687112803	0.990276923076923	0.660178182534096	1.47498959007692	27	100	1
SPCC162.11c	18	2034	443	100	1712	300	0.18	12.1633283623612	1.18808411214953	80.2836509898843	0.00539598444780362	0.0143228718228315	0.151504424778761	0.092379253746398	0.245207565606876	64	54	1
SPNCRNA.1205	0	41	583	100	1297	300	0	0	0.0316114109483423	2.13611095201238	0.00222893830759859	0.119437073139709	0	0.0289093298495537	1.54909883862203	3	97	1
SPNCRNA.495	0	35	391	100	841	300	0	0	0.0416171224732461	2.8122373674372	0.00261349347422073	0.140450384980723	0	0.0219794801181963	1.18118773768788	3	97	1
SPCC162.09c	131	6094	525	100	4075	300	1.31	88.5220008594067	1.49546012269939	101.05429180672	0.0180078044413479	0.0256443043626653	0.875984574991795	0.733818030984927	1.04500540277861	138	93	1
SPCC162.08c	183	2111	80	100	5509	300	1.83	123.660505017339	0.383191141768016	25.8937760159583	0.0743119899640532	0.101088182265299	4.77568450971104	4.09384752711969	5.56894796099532	78	205	6.8877516498751e-33
SPCC162.06c	21	217	27	100	1238	300	0.21	14.1905497560881	0.175282714054927	11.8445622627553	0.0601558639222777	0.15413932441393	1.19806451612903	0.744729595357798	1.90824483624446	18	103	1
SPCC162.02c	112	1083	343	100	3202	300	1.12	75.6829320324699	0.338226108682074	22.855306781243	0.0847075470650023	0.126157152200845	3.31139427516159	2.71233565702137	4.03955201347106	53	159	5.11713454324866e-13
SPCC162.01c	39	845	69	100	769	300	0.39	26.3538781184493	1.09882964889467	74.2523657433553	0.0330124438179365	0.0642663185425011	0.354923076923077	0.253865692959932	0.494207989591833	72	67	1
SPCC13B11.01	0	34937	3609	100	3262	300	0	0	10.7103004291845	723.738338776167	2.60156506645229e-06	0.000137086263898129	0	8.48630524676736e-05	0.00447175392835696	91	9	1
SPNCRNA.1209	56	85	27	100	539	300	0.56	37.8414660162349	0.157699443413729	10.6563895155711	0.463754458201084	0.934954370958935	3.55105882352941	2.49963652970384	5.03940405946866	21	135	7.87090597917209e-06
SPCC777.02	27	1275	116	100	2181	300	0.27	18.2449925435418	0.584594222833563	39.5033971725777	0.0141748275640664	0.0314117612087232	0.461858823529412	0.309152989172288	0.685090511962253	46	81	1
SPNCRNA.1210	50	58	9	100	1268	300	0.5	33.7870232287812	0.0457413249211356	3.09092641525128	0.580803969232877	1.27885302622499	10.9310344827586	7.36459432987288	16.2158563725329	6	144	8.99560211330071e-21
SPCC777.04	0	53	1	100	1596	300	0	0	0.0332080200501253	2.24400028963083	0.00172214121145853	0.0919284576549814	0	0.0274853737348782	1.4671781841735	3	97	1
SPCC777.05	50	866	174	100	1247	300	0.5	33.7870232287812	0.694466720128308	46.9279264091812	0.0429403648848152	0.0774176961139662	0.719976905311778	0.535466350113645	0.965398670541159	61	89	1
SPNCRNA.1211	15	322	2	100	1294	300	0.15	10.1361069686344	0.248840803709428	16.8151800303981	0.0267232193426614	0.07983217736089	0.602795031055901	0.345798458294038	1.03302837504992	22	93	1
SPCC777.07	10	454	3	100	3286	300	0.1	6.75740464575624	0.138161898965307	9.33615857934672	0.0111107071066415	0.0423002828198387	0.723788546255507	0.36509783552424	1.3899872934599	13	97	1
SPCC777.11	0	201	5	100	1771	300	0	0	0.113495200451722	7.66932994803503	0.000452691112198906	0.0239348814029313	0	0.00801715959704262	0.423886749645914	10	90	1
SPCC777.13	114	2149	497	100	2844	300	1.14	77.0344129616211	0.755625879043601	51.0606982550287	0.0437320283559399	0.0642969886482618	1.50868310842252	1.24373888644293	1.82860635715657	92	122	1
SPCC777.14	322	321	48	100	1788	300	3.22	217.588429593351	0.179530201342282	12.1315821660389	0.856900596694742	1.17427972826422	17.9357009345794	15.321382668902	20.9961215413642	64	358	4.71560768044532e-130
SPCC777.15	27	518	18	100	1419	300	0.27	18.2449925435418	0.365045806906272	24.6676223150228	0.0346761203916126	0.0778023223382521	0.739633204633205	0.492054148356983	1.1040149539798	33	94	1
SPCC663.02	0	1085	25	100	1981	79	0	0	0.547703180212014	37.0105201446013	8.37870200523021e-05	0.00441774943091887	0	0.0016598208672361	0.0875156162265029	35	65	1
SPCC663.17	28	104	6	100	1683	300	0.28	18.9207330081175	0.0617944147355912	4.17569865216072	0.173421234386268	0.415626321713755	4.53115384615385	2.91867937472089	6.99499099444249	7	121	5.54011393634612e-05
SPCC663.03	150	9870	426	100	5278	300	1.5	101.361069686344	1.87002652519894	126.365259290667	0.0128895092573846	0.0179092695664437	0.802127659574468	0.68030829860476	0.945251247716901	162	88	1
SPCC663.04	2618	1087	4094	100	180	300	26.18	1769.08853625898	6.03888888888889	408.072158329835	2.24261445390057	2.58662762806514	4.33523459061638	4.03670601702103	4.65592973051726	2331	387	2.77994765417381e-27
SPNCRNA.1213	1	218	10	100	1551	300	0.01	0.675740464575624	0.140554480980013	9.49783502756196	0.000238459769086667	0.029990893565503	0.0711467889908257	0.0036985110185342	0.465158759200952	12	89	1
SPCC663.10	5	3404	676	100	2611	300	0.05	3.37870232287812	1.30371505170433	88.0973014712916	0.000540396205235307	0.00364628899445593	0.0383519388954172	0.0141097449186939	0.0952046056452442	59	46	1
SPCC663.11	105	632	264	100	1979	300	1.05	70.9527487804405	0.319353208691258	21.5799885604747	0.134379299848147	0.205233464258201	3.28789556962025	2.65936634399483	4.0615702576698	49	156	9.36871568069375e-12
SPCC663.12	141	1228	29	100	4232	300	1.41	95.279405505163	0.290170132325142	19.6079700023362	0.0960705405780877	0.137154223050241	4.85921824104235	4.06570527726467	5.80436671948619	54	187	7.39327669363018e-28
SPCC417.03	15	19	51	100	138	300	0.15	10.1361069686344	0.13768115942029	9.30367306299772	0.381565594144481	1.62542658029578	1.08947368421053	0.526560519919384	2.24308868080818	13	102	1
SPCC417.04	22	73	43	100	419	300	0.22	14.8662902206637	0.174224343675418	11.773043893561	0.181720803443459	0.495897832633628	1.2627397260274	0.761410166428095	2.0778119187349	18	104	1
SPNCRNA.1216	66	58	20	100	304	300	0.66	44.5988706619912	0.190789473684211	12.8924167583507	0.788393795624985	1.64306105458503	3.45931034482759	2.39671713869995	4.99490560593849	26	140	3.51432645923297e-05
SPNCRNA.583	0	233	32	100	2236	300	0	0	0.104203935599284	7.04148158524688	0.000390459560168976	0.0206348849514247	0	0.0087306757653783	0.461396027513857	9	91	1
SPNCRNA.1217	12	256	0	100	3382	300	0.12	8.10888557490749	0.0756948551153164	5.11500765616084	0.0250398380583359	0.0856834779592417	1.5853125	0.84684732313292	2.89781522458155	7	105	1
SPCC417.08	1480	31451	2033	100	3104	300	14.8	1000.09588757192	10.1324097938144	684.687930134277	0.044651081844418	0.0495924074927892	1.46065943849162	1.38596958045074	1.53934832857618	1438	142	0.611381169175691
SPCC417.10	6	1294	32	100	3077	300	0.06	4.05444278745374	0.420539486512837	28.4175547988579	0.00188107615822992	0.0106679020651338	0.142673879443586	0.0578807133887347	0.328251346544166	31	75	1
SPCC417.12	2	22	2	100	1801	300	0.02	1.35148092915125	0.0122154358689617	0.825446430908591	0.0147820536946115	0.398037829225762	1.63727272727273	0.266224787039954	7.16866130435597	1	101	1
SPRRNA.06	382	19	0	88	54	300	4.34090909090909	293.332792577146	0.351851851851852	23.7760533832164	12.4595485641841	32.8318261950883	12.3373205741627	7.6456320734766	20.1468024378951	122	348	1.12797313668539e-16
SPNCRNA.1218	28	104	171	100	1378	300	0.28	18.9207330081175	0.0754716981132075	5.09992803453301	0.173421234386268	0.415626321713755	3.71	2.38974460984277	5.72733071321554	8	120	0.00236104809239725
SPCC191.01	23	775	133	100	1738	300	0.23	15.5420306852393	0.445914844649022	30.1322704284297	0.0191370026876163	0.0456091742972621	0.515793548387097	0.332601106710771	0.792687449286415	37	86	1
SPCC191.06	35	209	3236	100	2457	300	0.35	23.6509162601468	0.0850630850630851	5.74805686187649	0.115099121777029	0.242585631441985	4.11459330143541	2.8279854220616	5.96032896452957	10	125	6.09698900582989e-06
SPCC191.07	519	4563	842	100	977	300	5.19	350.709301114749	4.67041965199591	315.599154540284	0.103756695876466	0.124676216575053	1.11124917817226	1.01370291871307	1.21808663593827	509	110	1
SPCC191.08	122	266	87	100	608	300	1.22	82.4403366782261	0.4375	29.5636453251835	0.368026641046153	0.571302392871486	2.78857142857143	2.23760197756061	3.47351854865864	67	155	1.15947171811435e-07
SPNCRNA.1222	1	86	18	100	923	300	0.01	0.675740464575624	0.0931744312026002	6.29617334274146	0.000600654467566792	0.0767975237156623	0.107325581395349	0.00554404073564149	0.708841143895563	8	93	1
SPCC191.10	4	5	1	100	708	300	0.04	2.7029618583025	0.00706214689265537	0.477217842214424	0.181238005776631	3.41444135261595	5.664	1.28316508089855	24.1742447765209	0	104	1
SPCC191.11	3	30	8	100	2531	300	0.03	2.02722139372687	0.0118530225207428	0.800956694479206	0.0243559280368764	0.341769974278403	2.531	0.616448538613342	8.65019804898638	1	102	1
SPNCRNA.1224	0	19	1	100	979	300	0	0	0.0194075587334014	1.31144727547874	0.00484054272324269	0.264551414760663	0	0.0473889132605459	2.58995835050689	1	99	1
SPNCRNA.500	5	29	439	100	117	300	0.05	3.37870232287812	0.247863247863248	16.7491226262334	0.0586897200899928	0.467020324073536	0.201724137931034	0.0686669725052916	0.546413779166037	20	85	1
SPCC1450.02	5	2156	635	100	2709	300	0.05	3.37870232287812	0.795865633074935	53.779861263383	0.000852858506165032	0.00575950678342285	0.0628246753246753	0.0231039369320107	0.156025038762925	46	59	1
SPCC1450.03	255	1284	178	100	843	300	2.55	172.313818466784	1.52313167259786	102.924170405113	0.173218328567463	0.227647753971842	1.67418224299065	1.46023050982372	1.91907056598263	214	141	0.120675405292509
SPCC1450.04	374	9949	1744	100	894	300	3.74	252.726933751283	11.1286353467562	752.006921930971	0.033856819435794	0.0417330188205341	0.336069956779576	0.302679965755998	0.373093188255574	434	40	1
SPNCRNA.1225	37	31	99	100	853	300	0.37	25.0023971892981	0.0363423212192263	2.45579770244365	0.722580827698501	1.97403456716633	10.1809677419355	6.16361446026822	16.8385148579288	4	133	2.6256127797917e-13
SPNCRNA.1226	23	468	42	100	3633	300	0.23	15.5420306852393	0.128819157720892	8.7048317484556	0.0315579005180239	0.0758528336073843	1.78544871794872	1.14649852581981	2.75573344495627	14	109	1
SPNCRNA.501	14	56	37	100	791	300	0.14	9.46036650405873	0.0707964601769911	4.78400328903096	0.133065846679274	0.462114551247996	1.9775	1.05255084723306	3.65532610037165	7	107	1
SPCC1450.12	45	859	79	100	2983	300	0.45	30.4083209059031	0.28796513576936	19.458969462637	0.0383479514328336	0.0713325115574124	1.56268917345751	1.14391939124143	2.12784881975761	32	113	1
SPCC1450.15	538	1470	25	100	1837	300	5.38	363.548369941686	0.800217746325531	54.0739511663673	0.331152004264255	0.404461256910455	6.72317006802721	6.08326231833436	7.42995328944506	283	355	1.73692150485281e-78
SPCC1442.01	0	112	243	100	2858	300	0	0	0.0391882435269419	2.64810818867984	0.0008131346553243	0.0431091845553948	0	0.0232393884491685	1.23206049459318	3	97	1
SPCC1442.02	110	615	493	100	2021	300	1.1	74.3314511033186	0.304304799604156	20.5631066657105	0.145229120788176	0.220112913131307	3.61479674796748	2.93508053112904	4.44848197438372	48	162	2.1363170790469e-14
SPCC1442.03	320	1165	69	100	2027	300	3.2	216.2369486642	0.574740996546621	38.837574801707	0.242236548200598	0.311420134256721	5.56772532188841	4.91013483202612	6.31248612138373	153	267	1.03214791781213e-50
SPCC1442.06	109	4984	43	100	2157	300	1.09	73.655710638743	2.31061659712564	156.137713279783	0.0180023653257067	0.0265454493198242	0.471735553772071	0.388311020075493	0.572585341828608	145	64	1
SPNCRNA.1228	2	229	293	100	1584	300	0.02	1.35148092915125	0.144570707070707	9.7692276759986	0.00150331001477486	0.0355060476572582	0.138340611353712	0.0238124306340337	0.56241579489097	12	90	1
SPCC1442.09	68	2465	243	100	1742	300	0.68	45.9503515911424	1.4150401836969	95.6199911124519	0.021509945810196	0.035316558470228	0.480551724137931	0.374703256013614	0.615214448551371	98	70	1
SPNCRNA.503	25	58	98	100	109	300	0.25	16.8935116143906	0.532110091743119	35.9568320599873	0.262436913007132	0.704045385615032	0.469827586206897	0.286056235177773	0.767409470320385	43	82	1
SPCC1442.19	25	400	75	100	1265	300	0.25	16.8935116143906	0.316205533596838	21.367287417411	0.0407961043626135	0.0950041049950356	0.790625	0.516070720187061	1.2018019281872	30	95	1
SPCC1442.12	1	1890	40	100	1801	300	0.01	0.675740464575624	1.0494169905608	70.9133524735108	2.76058991075885e-05	0.00343914367605096	0.00952910052910053	0.000497182242927669	0.0619389776056779	51	50	1
SPNCRNA.1229	8	55	27	100	985	300	0.08	5.40592371660499	0.0558375634517767	3.77317010676744	0.0641440756022821	0.316566576273469	1.43272727272727	0.631819144682479	3.11818077629367	5	103	1
SPNCRNA.1230	2	104	12	100	953	300	0.02	1.35148092915125	0.10912906610703	7.37429258298687	0.00328555628787221	0.0789292435208364	0.183269230769231	0.0313113514234221	0.752195690753571	10	92	1
SPCC285.03	145	1516	108	100	1767	300	1.45	97.9823673634655	0.857951329937748	57.9752430275408	0.0803540112802779	0.113787620007137	1.69007255936675	1.41985537932251	2.0106272455261	113	132	0.360838137291104
SPCC285.04	29	316	47	100	524	300	0.29	19.5964734726931	0.603053435114504	40.7507608408201	0.0615184004266973	0.136065360780619	0.480886075949367	0.322356418235894	0.712982490490444	48	81	1
SPCC285.05	8	640	34	100	1873	300	0.08	5.40592371660499	0.341697810998398	23.0899037548531	0.00578491907270722	0.0258306217528575	0.234125	0.108351534231806	0.483807545431021	27	81	1
SPCC285.08	77	2175	52	100	1331	300	0.77	52.032015772323	1.63410969196093	110.423404241321	0.0280091120856973	0.0446818328653351	0.471204597701149	0.372801281860631	0.59471519543761	109	68	1
SPCC285.11	319	3393	842	100	2122	300	3.19	215.561208199624	1.59896324222432	108.048416414001	0.0836768589935189	0.10561766205118	1.99504273504273	1.77562294784247	2.24120678872603	257	162	3.89238992918735e-06
SPCC285.12	83	848	149	100	359	300	0.83	56.0864585597768	2.36211699164345	159.617803331512	0.0775970846869949	0.123303322855728	0.351379716981132	0.278573534026312	0.442658929052063	128	55	1
SPCC285.14	89	1134	2	100	5591	300	0.89	60.1409013472305	0.202825970309426	13.7057715404893	0.0628602916170785	0.097877210337334	4.38799823633157	3.51451890431086	5.47231482996034	31	158	2.29245921496746e-17
SPCC285.17	753	1992	145	100	2033	300	7.53	508.832569825445	0.979832759468765	66.2112644089839	0.347294493690929	0.411432122949001	7.68498493975904	7.06049705673659	8.36441505955319	422	431	1.84458022000966e-104
SPCC1223.01	103	1779	18	100	2691	300	1.03	69.6012678512893	0.661092530657748	44.6726973794142	0.047217701212925	0.070927543942041	1.55802698145025	1.27062833963981	1.90866020748032	80	123	1
SPCC1223.02	0	6	2	100	990	300	0	0	0.00606060606060606	0.409539675500378	0.0157393406208896	0.93492067967121	0	0.155819472146807	9.25571472874498	0	100	1
SPNCRNA.504	4	55	64	100	311	300	0.04	2.7029618583025	0.176848874598071	11.9503940680577	0.0224341146761097	0.208790067569031	0.226181818181818	0.0697700966427011	0.649337110139686	15	89	1
SPNCRNA.1235	4	632	2	100	4160	300	0.04	2.7029618583025	0.151923076923077	10.2660570579758	0.00202069288792989	0.0174719168772087	0.263291139240506	0.0840608241378835	0.726831742091884	13	91	1
SPCC1223.06	20	2301	234	100	3825	300	0.2	13.5148092915125	0.60156862745098	40.6504263787846	0.00544524144145404	0.0137185945621941	0.332464146023468	0.208280485135617	0.524736242003926	45	75	1
SPCC1223.08c	56	3175	354	100	1621	300	0.56	37.8414660162349	1.95866748920419	132.355087910401	0.0134141897306856	0.0231361832435993	0.285908661417323	0.217444015534414	0.375037530378745	103	53	1
SPNCRNA.1236	1237	1972	471	100	426	300	12.37	835.890954680047	4.62910798122066	312.807557780078	0.583859392547342	0.673926626874234	2.67222109533469	2.48724101225168	2.87092743048424	1099	238	8.62359835263515e-16
SPCC1223.11	117	3770	28	100	2755	300	1.17	79.061634355348	1.36842105263158	92.4697477840327	0.0257020990469343	0.0374440671430766	0.855	0.708092828743039	1.03158404979176	125	92	1
SPNCRNA.586	43	999	60	100	935	300	0.43	29.0568399767518	1.06844919786096	72.1994357338019	0.0313190563923194	0.0589495155877618	0.402452452452452	0.292833177268187	0.551177970745572	73	70	1
SPNCRNA.1237	5	311	161	100	820	300	0.05	3.37870232287812	0.379268292682927	25.6286932296365	0.0058739219184415	0.0402157193221675	0.131832797427653	0.0481661597312203	0.329768898441774	28	77	1
SPNCRNA.1238	115	253	8	100	1798	300	1.15	77.7101534261967	0.140711902113459	9.50847261054688	0.362390695374987	0.569830147009459	8.17272727272727	6.51578470284227	10.2455460432301	26	189	2.1681070004385e-37
SPCC1223.13	1	6384	192	100	5204	300	0.01	0.675740464575624	1.22674865488086	82.8963705966714	8.17555495919512e-06	0.00101762264974546	0.0081516290726817	0.000425455880076514	0.0529570826927537	55	46	1
SPCC1223.14	143	3763	45	100	1314	300	1.43	96.6308864343142	2.86377473363775	193.51684689483	0.0320379069848884	0.0450496177766338	0.499340951368589	0.420978097781434	0.591951977584968	180	63	1
