ePRO_Lsk1as_Cdk9as_3MBPP1_combined_pr_counts	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_counts	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedterm_counts	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpr_map	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_map	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedterm_map	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpr_density	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpr_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_density	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedgb_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_low	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_high	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_low_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedpause_index_CI_high_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1_combined_ExpPR	ePRO_Lsk1as_Cdk9as_3MBPP1_combined_ExpGB	ePRO_Lsk1as_Cdk9as_3MBPP1_combinedFexact_Pval
SPBC1604.01	15	266	23	100	2488	300	0.15	20.8505437196286	0.106913183279743	14.8613200145263	0.0322644803336594	0.0969018826514625	1.40300751879699	0.802740270701446	2.41091884036839	11	104	1
SPNCRNA.1649	12	252	26	100	681	300	0.12	16.6804349757029	0.370044052863436	51.4374646827842	0.0254316118177486	0.0870638693799569	0.324285714285714	0.173189276478868	0.592904950477507	30	82	1
SPNCRNA.20	12	54	162	100	286	300	0.12	16.6804349757029	0.188811188811189	26.2454396470849	0.112858908613286	0.428459252907458	0.635555555555556	0.322776478633999	1.22539346331533	17	95	1
SPBC1677.03c	7	1053	64	100	2110	300	0.07	9.73025373582667	0.499052132701422	69.3700554084325	0.00290515227768735	0.0144018007278744	0.140265906932574	0.0612987130592032	0.303877995358151	35	72	1
SPBC26H8.02c	6	458	52	100	1850	300	0.06	8.34021748785143	0.247567567567568	34.4127892741978	0.00529514580044961	0.0302605952064928	0.24235807860262	0.0979601973083177	0.559821011320116	21	85	1
SPBC26H8.04c	9	913	14	100	4705	300	0.09	12.5103262317771	0.194048884165781	26.9734982869584	0.0047940454096452	0.0195240478771124	0.463800657174151	0.225559836523807	0.918606452618139	17	92	1
SPBC26H8.05c	5	200	20	100	1165	300	0.05	6.95018123987619	0.171673819742489	23.8632832270427	0.00909558796727767	0.0628266222226748	0.29125	0.105963599818785	0.731930148894162	15	90	1
SPSNRNA.07	782	356	2766	90	37	300	8.68888888888889	1207.78705101849	9.62162162162162	1337.44028183563	1.93421012761839	2.49489397216528	0.903058676654182	0.795175274687562	1.02567863300128	789	83	1
SPBC26H8.13c	23	404	65	100	986	300	0.23	31.9708337034305	0.40973630831643	56.9548320671396	0.0364962997966766	0.0880191962375387	0.561336633663366	0.359853515995231	0.867869274902131	35	88	1
SPBC26H8.14c	13	113	104	100	300	300	0.13	18.0704712236781	0.376666666666667	52.3580320070673	0.0619043054553454	0.209513056687444	0.345132743362832	0.185712916366036	0.628539170062332	30	83	1
SPBC26H8.16	59	74	5	100	681	300	0.59	82.0121386305391	0.108663729809104	15.1046523274842	0.558495289049268	1.13751761153903	5.42959459459459	3.80335291842552	7.7464949345808	15	144	7.22749577893721e-12
SPBC26H8.07c	39	2375	180	100	1681	300	0.39	54.2114136710343	1.4128494943486	196.391201007804	0.0118030058813488	0.0227523517304213	0.276037894736842	0.198408528865473	0.382467032588381	81	58	1
SPBC26H8.08c	34	2545	101	100	1414	300	0.34	47.2612324311581	1.7998585572843	250.186863585359	0.00937452549457181	0.0189424636040374	0.18890373280943	0.132555790493245	0.267846435361089	86	48	1
SPBC26H8.09c	9	496	538	100	1973	300	0.09	12.5103262317771	0.251393816523061	34.9446517483892	0.00879868683068591	0.0360497971641729	0.358004032258065	0.173598091169433	0.711262498049131	21	88	1
SPBC26H8.11c	25	521	561	100	719	300	0.25	34.750906199381	0.72461752433936	100.724462474979	0.0314146193539608	0.0727185418091422	0.345009596928983	0.225871113154978	0.522846315607732	52	73	1
SPNCRNA.111	2	174	61	100	3485	300	0.02	2.78007249595048	0.0499282639885222	6.94020967425227	0.00197460292076971	0.0468463990435426	0.400574712643678	0.0688149117888245	1.63259700666746	4	98	1
SPBC32C12.03c	7	1265	52	100	1820	300	0.07	9.73025373582667	0.695054945054945	96.6151567960811	0.00241936746169597	0.0119824573416362	0.100711462450593	0.0440324878028666	0.218080723617778	43	64	1
SPBC3B9.02c	10	242	44	100	1173	300	0.1	13.9003624797524	0.206308610400682	28.6776446726349	0.0207108441652832	0.0798939109135848	0.484710743801653	0.242938202058772	0.93715557501635	18	92	1
SPNCRNA.1654	2	18	13	100	679	300	0.02	2.78007249595048	0.0265095729013255	3.68492672511845	0.017824798022405	0.495388811964686	0.754444444444444	0.12103037857213	3.36369003324022	2	100	1
SPBC3B9.06c	16	471	73	100	1042	300	0.16	22.2405799676038	0.452015355086372	62.8317728211456	0.0199249936585231	0.0570208596172441	0.353970276008493	0.207618433921811	0.594157357211684	36	80	1
SPBC3B9.07c	23	714	168	100	776	300	0.23	31.9708337034305	0.920103092783505	127.89766508432	0.0207605658518636	0.0495335322551197	0.249971988795518	0.161101991010462	0.384380210299729	58	65	1
SPBC3B9.08c	26	365	68	100	963	300	0.26	36.1409424473562	0.379023883696781	52.6856937186876	0.0468229487066045	0.107575904531497	0.685972602739726	0.450904996044601	1.03595596063832	34	92	1
SPBC3B9.22c	22	258	13	100	1119	300	0.22	30.5807974554552	0.230563002680965	32.0490931168554	0.0537563060770063	0.134002253708849	0.954186046511628	0.601533065001701	1.49948521900202	22	100	1
SPBC3B9.11c	18	380	43	100	1246	300	0.18	25.0206524635543	0.304975922953451	42.3927587665001	0.0286102683009906	0.0774160943082888	0.59021052631579	0.356483943030342	0.964604535081279	27	91	1
SPBC3B9.13c	155	897	1799	100	485	300	1.55	215.455618436162	1.84948453608247	257.085054522431	0.145158577181099	0.205605421748765	0.838071348940914	0.704019099328331	0.997186295481509	165	90	1
SPBC3B9.14c	13	192	328	100	1168	300	0.13	18.0704712236781	0.164383561643836	22.8499109256204	0.0369231097301308	0.121595359102898	0.790833333333333	0.431261921647928	1.42023379432185	15	98	1
SPBC3B9.15c	17	2577	45	100	4014	300	0.17	23.6306162155791	0.642002989536622	89.2407426764372	0.00396336737918018	0.0108227854710895	0.264796274738067	0.159089566600292	0.434426608809534	45	72	1
SPBC3B9.16c	9	1668	42	100	3420	300	0.09	12.5103262317771	0.487719298245614	67.794750339845	0.00262823865592648	0.0106688917011757	0.184532374100719	0.0898857620326856	0.364876096180209	35	74	1
SPBC3B9.18c	62	205	156	100	519	300	0.62	86.1822473744648	0.394990366088632	54.9050926464208	0.225297594113673	0.405327693684408	1.56965853658537	1.16929451344996	2.10365073022208	45	117	1
SPBC215.03c	21	257	13	100	2184	300	0.21	29.19076120748	0.117673992673993	16.3571115260822	0.0509621462811939	0.129704616929168	1.78459143968872	1.11301327478127	2.83274883373303	12	109	1
SPBC215.06c	9	129	69	100	668	300	0.09	12.5103262317771	0.19311377245509	26.8435143695817	0.0332278266241548	0.141277352849867	0.466046511627907	0.221961881849354	0.943732717037113	17	92	1
SPBC215.07c	31	234	91	100	1795	300	0.31	43.0911236872324	0.130362116991643	18.1208067981173	0.0893857173169551	0.195287581615659	2.37799145299145	1.60447362583934	3.50541209000109	15	116	0.888709748964778
SPBC215.08c	53	3892	140	100	3784	300	0.53	73.6719211426876	1.02854122621564	142.970958697665	0.0102807913197182	0.0179910020459528	0.515292908530319	0.389025143538135	0.680779517418856	77	76	1
SPBC215.09c	4	826	144	100	1347	300	0.04	5.56014499190095	0.613214550853749	85.2390453472566	0.00154731579540049	0.0133565084659901	0.0652300242130751	0.0208423437640447	0.179912169036886	39	65	1
SPNCRNA.1660	3	2	18	100	231	300	0.03	4.17010874392572	0.00865800865800866	1.20349458699155	0.205434456268421	12.7771333780473	3.465	0.474553593980052	29.5151781032892	0	103	1
SPBC215.11c	10	75	12	100	881	300	0.1	13.9003624797524	0.0851305334846765	11.833452735317	0.0648696979808073	0.26604604196641	1.17466666666667	0.571502039210912	2.34386562972407	8	102	1
SPNCRNA.1661	0	16	0	100	1533	300	0	0	0.0104370515329419	1.45078799527748	0.00576104614150375	0.317064970660191	0	0.0883168373492525	4.86060600022072	1	99	1
SPBC215.14c	83	545	129	100	878	300	0.83	115.373008581945	0.620728929384966	86.2835712011965	0.12004141172365	0.192978039974797	1.3371376146789	1.05396359493365	1.69434719097872	70	113	1
SPBC1347.01c	9	155	12	100	2979	300	0.09	12.5103262317771	0.0520308828465928	7.23248131709171	0.0277658974150905	0.117075946211009	1.72974193548387	0.827146083995546	3.48769243762596	5	104	1
SPNCRNA.1663	10	207	48	100	1365	300	0.1	13.9003624797524	0.151648351648352	21.0796705736904	0.024156914126304	0.0936298499092375	0.659420289855073	0.32974187782405	1.27804745126109	14	96	1
SPNCRNA.1664	29	142	22	100	1179	300	0.29	40.3110511912819	0.120441051738762	16.741742766114	0.134129198655345	0.309198938876876	2.40781690140845	1.58138325214652	3.64545548935837	13	116	1
SPBC1347.05c	34	781	241	100	1361	300	0.34	47.2612324311581	0.573842762674504	79.7662240755813	0.0303857555410172	0.0620618068373551	0.592496798975672	0.413550132913243	0.844661191056403	48	86	1
SPBC1347.06c	9	1128	143	100	1601	300	0.09	12.5103262317771	0.704559650218613	97.9363452664628	0.00388287402212709	0.015791605253059	0.127739361702128	0.0621648130942547	0.252823600101474	45	64	1
SPBC1347.08c	17	958	21	100	3172	300	0.17	23.6306162155791	0.302017654476671	41.9815487251034	0.0106310548327282	0.0291985046008947	0.562881002087683	0.33721705929414	0.92617656594038	27	90	1
SPNCRNA.1665	1	279	23	100	2759	300	0.01	1.39003624797524	0.101123595505618	14.0565463278395	0.000186492057475507	0.0233999724128823	0.0988888888888889	0.00514531586574923	0.645605238871423	9	92	1
SPBC1347.14c	1	0	7	100	21	300	0.01	1.39003624797524	0	0	0.0577765545925511	8.27870929775896	NA	0.0121330764644357	1.73852895252938	0	101	1
SPBC1347.13c	110	106	24	100	899	300	1.1	152.903987277276	0.117908787541713	16.3897488637792	0.788061661714497	1.36657612133413	9.32924528301887	7.08467433881333	12.2855193307938	22	188	9.32349536744354e-35
SPBC56F2.12	1031	2596	351	100	1250	300	10.31	1433.12737166247	2.0768	288.682727979498	0.369255741395618	0.427141193181597	4.96436825885978	4.61569676744523	5.33926491476996	763	368	1.8261219246056e-61
SPBC56F2.11	30	4224	553	100	2359	300	0.3	41.7010874392572	1.79058923272573	248.898393872294	0.00487111484551515	0.0102921242028976	0.167542613636364	0.114909599205702	0.242791209946354	83	47	1
SPNCRNA.1667	14	85	3	100	2953	300	0.14	19.4605074716533	0.0287842871655943	4.00112025323045	0.0896152175034525	0.29747006156969	4.86376470588235	2.64633737287695	8.78429091815294	3	111	0.0556024994856578
SPBC56F2.15	13	33	35	100	281	300	0.13	18.0704712236781	0.117437722419929	16.3242691043355	0.19700804224282	0.775600311890031	1.1069696969697	0.553592598702324	2.17943687641099	11	102	1
SPBC56F2.06	0	49	7	100	1574	300	0	0	0.031130876747141	4.32730471097755	0.00186336651256467	0.0995730739938508	0	0.0293293889077679	1.56728018466321	3	97	1
SPNCRNA.1669	0	67	0	100	2016	300	0	0	0.033234126984127	4.61966411777485	0.00136109033415423	0.0724580173373754	0	0.0274395811365492	1.46075362952149	3	97	1
SPBC56F2.04	36	2920	23	100	7540	300	0.36	50.0413049271086	0.387267904509284	53.8316424945318	0.00874361350250118	0.017303430750631	0.92958904109589	0.659268458088589	1.30467867859758	37	99	1
SPBC56F2.03	95	29	0	100	1110	300	0.95	132.053443557648	0.0261261261261261	3.63162623344882	2.1249195856402	5.07626256791055	36.3620689655172	23.5866074006063	56.3465145038071	4	191	1.04386020381509e-59
SPBC56F2.02	163	258	623	100	475	300	1.63	226.575908419964	0.543157894736842	75.500916205813	0.516789691467744	0.772189268637385	3.00096899224806	2.45475103447178	3.66789902602758	92	171	3.1455612807993e-10
SPBC56F2.01	2	343	147	100	1541	300	0.02	2.78007249595048	0.222582738481506	30.9398074662886	0.00100575184092014	0.0236428376305646	0.0898542274052478	0.0154986358685793	0.364336127887	18	84	1
SPBC1861.01c	15	1336	23	100	2820	300	0.15	20.8505437196286	0.473758865248227	65.8541995494652	0.00650261993657433	0.0190517292736909	0.316616766467066	0.183373882211396	0.537258765518083	36	79	1
SPNCRNA.1673	2	91	26	100	1684	300	0.02	2.78007249595048	0.0540380047505938	7.51147853715835	0.00374762910919515	0.0904296136287872	0.37010989010989	0.0631100741988464	1.52283469350878	5	97	1
SPBC1861.04c	1	567	17	100	3566	300	0.01	1.39003624797524	0.159001682557487	22.101810224396	9.1916962819743e-05	0.0114841735205211	0.0628924162257496	0.00327775889415204	0.409525627741783	13	88	1
SPNCRNA.1675	5	86	1	100	2104	300	0.05	6.95018123987619	0.0408745247148289	5.68170709723719	0.0208284195769369	0.148634168020504	1.22325581395349	0.438229947898753	3.12726289515141	4	101	1
SPBC1861.06c	0	3	6	100	1368	300	0	0	0.00219298245614035	0.304832510520886	0.0327971598819604	2.22593021867193	0	0.448665147185218	30.4507253914321	0	100	1
SPBC1861.08c	24	344	44	100	785	300	0.24	33.3608699514057	0.438216560509554	60.9136903571315	0.0450499346307107	0.107154982090909	0.547674418604651	0.353641986851079	0.841166609413637	37	87	1
SPBC14F5.03c	9	3339	53	100	3707	300	0.09	12.5103262317771	0.900728351766927	125.204505853502	0.00131420025403775	0.00532426175609018	0.0999191374663073	0.0487174034171796	0.197370383298263	51	58	1
SPBC14F5.04c	234	4396	1477	100	1441	300	2.34	325.268482026206	3.05065926439972	424.052695773709	0.0465646731145938	0.0608334620178404	0.767047315741583	0.670996939581296	0.876610187677081	251	83	1
SPRRNA.37	259	3	13	100	53	300	2.59	360.019388225587	0.0566037735849057	7.86812970552022	26.8708376825613	336.626884526314	45.7566666666667	14.2415439717575	178.412248798947	19	340	8.53906157518596e-19
SPBC14F5.05c	34	2188	572	100	1589	300	0.34	47.2612324311581	1.37696664568911	191.403354976074	0.0108998702029842	0.0220418390189765	0.246919561243144	0.173198937525419	0.350244822011537	77	57	1
SPNCRNA.1677	0	1	2	100	374	300	0	0	0.00267379679144385	0.371667445982684	0.120791776113059	17.3080587281839	0	0.45176124266284	64.7321396434079	0	100	1
SPBC14F5.09c	104	1428	9	100	2467	300	1.04	144.563769789425	0.578840697203081	80.4609550915541	0.0593685687077423	0.089260685810333	1.79669467787115	1.46462259002	2.20206111894092	74	130	0.222266409388625
SPBC14F5.10c	25	674	360	100	2386	300	0.25	34.750906199381	0.282481139983236	39.2659023946065	0.0243379602129481	0.0560825227188121	0.885014836795252	0.580703730680942	1.33812899207086	27	98	1
SPBC14F5.11c	14	1094	36	100	2022	300	0.14	19.4605074716533	0.541048466864491	75.2076980853072	0.00725665830274749	0.0221370216601849	0.258756855575868	0.146729630881554	0.447610577968938	40	74	1
SPBC14F5.12c	47	132	32	100	1534	300	0.47	65.3317036548362	0.0860495436766623	11.9611984832289	0.251662062260771	0.502585633247478	5.4619696969697	3.86049603508023	7.70966361401631	11	136	2.50093532420609e-11
SPBC14F5.13c	34	514	76	100	1860	300	0.34	47.2612324311581	0.276344086021505	38.412829648348	0.0459879274291029	0.094679169073826	1.23035019455253	0.855375450181314	1.76103254477316	29	105	1
SPBC3F6.01c	26	1456	92	100	2155	300	0.26	36.1409424473562	0.675638051044083	93.916138146262	0.0118649289662774	0.0266731734047606	0.384821428571429	0.255689219223278	0.574806886872591	50	76	1
SPBC3F6.02c	52	978	83	100	1315	300	0.52	72.2818848947124	0.743726235741445	103.380642625079	0.0398059195147349	0.0708351679261752	0.69918200408998	0.523447841618763	0.931482458229204	64	88	1
SPNCRNA.1678	0	52	220	100	1806	300	0	0	0.0287929125138427	4.00231920790213	0.00175540185204023	0.0937274199558428	0	0.0317025574478465	1.69271720440252	2	98	1
SPBC3F6.04c	13	1121	48	100	2558	300	0.13	18.0704712236781	0.438232994526974	60.9159747451228	0.00642756327074997	0.0204772395204815	0.29664585191793	0.164417068465784	0.523807786933917	34	79	1
SPNCRNA.438	14	213	11	100	970	300	0.14	19.4605074716533	0.219587628865979	30.5234763730645	0.0367256314652367	0.11545297454846	0.637558685446009	0.356238625212796	1.11989385312006	20	94	1
SPBC342.01c	1	423	36	100	2311	300	0.01	1.39003624797524	0.183037646040675	25.44289627406	0.000123141006512162	0.0154069717845419	0.0546335697399527	0.00284578866049606	0.356055117940763	15	86	1
SPNCRNA.576	0	42	5	100	2383	300	0	0	0.0176248426353336	2.44991701279732	0.00217558502762114	0.116531237016716	0	0.0518441912082118	2.77693937810835	1	99	1
SPBTRNAASN.04	4	2	15	100	52	294	0.04	5.56014499190095	0.0384615384615385	5.34629326144323	0.317658834507675	15.6695269662331	1.04	0.165182593943991	8.14815402244123	3	101	1
SPBC342.06c	1	116	23	100	1082	300	0.01	1.39003624797524	0.10720887245841	14.9024218821745	0.000446515916017513	0.0566901874916292	0.0932758620689655	0.00483130221130949	0.613387828659428	9	92	1
SPBC16G5.02c	2	161	26	100	1106	300	0.02	2.78007249595048	0.145569620253165	20.2347048755889	0.00213263284448509	0.0506716621815947	0.137391304347826	0.0235869192600051	0.560428583728437	12	90	1
SPBC16G5.05c	146	2828	72	100	1809	300	1.46	202.945292204385	1.5632946379215	217.303621297622	0.0435543083801071	0.0611613235784243	0.933925035360679	0.787897438596138	1.1064083435337	150	96	1
SPBC16G5.07c	3	210	37	100	1634	300	0.03	4.17010874392572	0.128518971848225	17.8646029421542	0.00365785830136429	0.0459862170917236	0.233428571428571	0.0597694046442924	0.751414787278764	11	92	1
SPNCRNA.1681	3	39	25	100	541	300	0.03	4.17010874392572	0.0720887245841035	10.0205940242208	0.0189841980592871	0.258723898903967	0.416153846153846	0.102704511500743	1.39969629307046	6	97	1
SPBC16G5.11c	76	799	98	100	1117	300	0.76	105.642754846118	0.715308863025962	99.4305248104043	0.0746244844354817	0.121068042984041	1.06247809762203	0.83355549114433	1.35233004013174	73	103	1
SPBC16G5.12c	7	401	429	100	2216	300	0.07	9.73025373582667	0.180956678700361	25.1536342706711	0.00759567615354432	0.0379945861589699	0.386832917705736	0.168320183562542	0.841960029282773	16	91	1
SPNCRNA.1683	153	64	8	100	1141	300	1.53	212.675545940211	0.056091148115688	7.79687290713543	1.76898086788027	3.23512825352688	27.27703125	20.1840717025139	36.9128133727417	13	240	5.93056451311681e-82
SPBC16G5.14c	99	3606	641	100	927	300	0.99	137.613588549549	3.88996763754045	540.719601963183	0.0223648305359158	0.0336680862089793	0.254500831946755	0.207321979067939	0.312103159157238	158	41	1
SPBC16G5.15c	4	734	577	100	3172	300	0.04	5.56014499190095	0.23139974779319	32.1654037204863	0.00174069794944103	0.0150360586489266	0.172861035422343	0.0552149389562696	0.476943780343953	19	85	1
SPNCRNA.577	8	176	6	100	3198	300	0.08	11.1202899838019	0.0550343964978111	7.6499806017399	0.0207794458297919	0.095165654610732	1.45363636363636	0.664526677636745	3.04339763445121	5	103	1
SPBC16A3.19	20	358	24	100	1449	300	0.2	27.8007249595048	0.247066942719117	34.3432006055994	0.0346168447229055	0.0891724040289237	0.809497206703911	0.501598080034901	1.2921081343791	23	97	1
SPBC16A3.18	33	1273	100	100	2054	300	0.33	45.8711961831829	0.619766309639727	86.1497635673066	0.0180482048501878	0.0370385866654161	0.532458758837392	0.370710127622858	0.760772570107646	50	83	1
SPNCRNA.1684	15	206	199	100	743	300	0.15	20.8505437196286	0.277254374158816	38.5393629990443	0.041480577500815	0.125693459060052	0.541019417475728	0.308200690831055	0.93390240081619	24	91	1
SPBC16A3.16	12	100	13	100	919	300	0.12	16.6804349757029	0.108813928182807	15.1255304458677	0.0627336997104986	0.22437440618637	1.1028	0.576522700339482	2.06200079285274	10	102	1
SPBC16A3.14	15	375	157	100	856	300	0.15	20.8505437196286	0.438084112149533	60.89527955499	0.0229869139768	0.0684238980343973	0.3424	0.196767983641408	0.585708567174441	35	80	1
SPBC16A3.13	5	31	19	100	1886	300	0.05	6.95018123987619	0.0164369034994698	2.2847891668734	0.0551695094846635	0.434472259261205	3.04193548387097	1.04049694888075	8.19414680966633	1	104	1
SPBC16A3.11	152	1077	26	100	2589	300	1.52	211.285509692236	0.415990730011587	57.8242193537787	0.118638807967914	0.167809586266874	3.65392757660167	3.07155873828929	4.34459018844936	74	178	6.88602633846685e-19
SPBC16A3.10	16	423	273	100	1761	300	0.16	22.2405799676038	0.240204429301533	33.3892863653337	0.0221637182270604	0.063557199789055	0.666099290780142	0.390303077978533	1.11924228828526	22	94	1
SPNCRNA.1686	3	148	14	100	993	300	0.03	4.17010874392572	0.149043303121853	20.7175593857337	0.00517164067718555	0.0655266111284806	0.201283783783784	0.0513543919244525	0.650679248505813	13	90	1
SPBC16A3.06	1	199	18	100	1546	300	0.01	1.39003624797524	0.128719275549806	17.8924458827343	0.000261124161576367	0.0328750463754475	0.0776884422110553	0.00403697953797063	0.508248216964419	11	90	1
SPBC16A3.04	25	465	127	100	866	300	0.25	34.750906199381	0.536951501154734	74.6382050009799	0.0351561739945507	0.0815748328921418	0.465591397849462	0.304452466792809	0.706438052845948	43	82	1
SPBC16A3.01	70	1333	103	100	2034	300	0.7	97.3025373582667	0.655358898721731	91.0972624656339	0.0409744952195717	0.0671890821364221	1.06811702925731	0.833421232766089	1.36662593065483	67	103	1
SPBC543.02c	20	1345	127	100	1784	300	0.2	27.8007249595048	0.753923766816143	104.798136408447	0.00930210777853396	0.0235044196509842	0.265278810408922	0.165949602769046	0.419318846573558	51	69	1
SPBC543.03c	4	407	24	100	2172	300	0.04	5.56014499190095	0.187384898710866	26.0471801531272	0.00313198838577469	0.0271874152477472	0.213464373464373	0.0680267877390263	0.59051065918107	16	88	1
SPBC543.05c	4	364	51	100	1786	300	0.04	5.56014499190095	0.203807390817469	28.3299660841538	0.00349983167313038	0.0304201208863607	0.196263736263736	0.0625069936821086	0.543303359030403	17	87	1
SPBC543.06c	55	999	29	100	1429	300	0.55	76.4519936386381	0.699090272918125	97.1760819963095	0.0415503105345117	0.0727747534171714	0.786736736736737	0.593753937538172	1.03995122633138	63	92	1
SPBC16C6.01c	26	166	20	100	1799	300	0.26	36.1409424473562	0.0922734852695942	12.8263489251745	0.101251118599015	0.240614491531938	2.81771084337349	1.82150762359629	4.32865470265957	10	116	0.248486892638135
SPBC16C6.14	21	22	51	100	398	300	0.21	29.19076120748	0.0552763819095477	7.68361745111941	0.505132964724823	1.80258665604265	3.79909090909091	2.01042919960479	7.17429489104976	6	115	0.385347860162578
SPBC16C6.02c	55	1947	42	100	9060	300	0.55	76.4519936386381	0.214900662251656	29.8719710243685	0.0213976286812439	0.0372025624664094	2.5593220338983	1.9386251585207	3.37055215945669	27	128	0.000807931329494631
SPBC16C6.03c	1	77	189	100	1007	300	0.01	1.39003624797524	0.0764647467725919	10.628876970615	0.000670044888437859	0.0859418686347986	0.130779220779221	0.00674735202656924	0.865434617152422	7	94	1
SPNCRNA.1687	31	117	7	100	2944	300	0.31	43.0911236872324	0.039741847826087	5.52426090397768	0.174745515956531	0.399797884769799	7.80034188034188	5.14450798976027	11.7700497276229	5	126	3.16787322331801e-11
SPBC16C6.07c	115	1952	173	100	1543	300	1.15	159.854168517152	1.2650680492547	175.849044461936	0.0485833865057327	0.0713850627851509	0.909042008196721	0.749641653783455	1.10147151877488	120	95	1
SPBC16C6.08c	13	544	226	100	984	300	0.13	18.0704712236781	0.552845528455285	76.8475324083872	0.0131974484728935	0.0423546799991293	0.235147058823529	0.129862892973272	0.416770051191432	40	73	1
SPBC16C6.12c	86	536	21	100	1353	300	0.86	119.543117325871	0.396156688839616	55.0672157364913	0.126908478117543	0.202620246657052	2.17085820895522	1.71707170893035	2.74145193726991	52	134	0.00451580547672674
SPBC16C6.13c	8	2241	342	100	2787	300	0.08	11.1202899838019	0.804090419806243	111.77148301803	0.0016576634375194	0.00735059281800857	0.0994912985274431	0.0461990800036656	0.204861021837899	48	60	1
SPBC1539.01c	8	306	72	100	709	300	0.08	11.1202899838019	0.431593794076164	59.9931018167028	0.0120375304533056	0.0543190977871596	0.185359477124183	0.0853460909139369	0.385122403310962	32	76	1
SPBC1539.03c	22	752	114	100	1301	300	0.22	30.5807974554552	0.578016910069178	80.34644569388	0.0186702456659981	0.0454004885616686	0.38061170212766	0.242899896114635	0.590660356187309	44	78	1
SPNCRNA.1688	1	128	13	100	848	300	0.01	1.39003624797524	0.150943396226415	20.9816792147206	0.000404949082038028	0.0513157720336457	0.06625	0.00343396821568247	0.435157746845316	13	88	1
SPBC1539.07c	44	507	31	100	1382	300	0.44	61.1615949109105	0.366859623733719	50.9948174908427	0.0629663450694483	0.119221092942412	1.19936883629191	0.870194888859776	1.64763550446413	38	106	1
SPBC1539.09c	15	986	140	100	2206	300	0.15	20.8505437196286	0.446962828649139	62.1294533319848	0.00880129145707609	0.0258434783216199	0.335598377281947	0.194156489543099	0.570107131774935	35	80	1
SPBC1289.01c	54	1116	74	100	2161	300	0.54	75.0619573906629	0.516427579824155	71.7853055409702	0.0364532272184531	0.0640693786018606	1.04564516129032	0.787754240190772	1.38453927158621	52	102	1
SPBC1289.02c	46	327	39	100	1353	300	0.46	63.941667406861	0.241685144124169	33.5951110929714	0.102014634353161	0.193405994546782	1.90330275229358	1.38025800279827	2.61678310621796	28	118	1
SPBC1289.03c	199	2685	631	100	1012	300	1.99	276.617213347072	2.65316205533597	368.799142866948	0.0640000602263006	0.0858004089522986	0.750048417132216	0.647680609490162	0.868300138597261	217	82	1
SPBC1289.04c	22	2411	60	100	3219	300	0.22	30.5807974554552	0.748990369680025	104.112376323961	0.00584948243846133	0.0140958078276475	0.293728743260058	0.18829483969407	0.453744053971974	52	70	1
SPBC1289.05c	50	318	175	100	458	300	0.5	69.5018123987619	0.694323144104803	96.5134338113812	0.115326787518114	0.213812809649483	0.720125786163522	0.52819668683296	0.979262668194632	61	89	1
SPNCRNA.443	4	12	244	100	241	300	0.04	5.56014499190095	0.0497925311203319	6.92134231356965	0.0909024582098313	1.10933161535556	0.803333333333333	0.219074924285693	2.67348919300689	4	100	1
SPBC1289.06c	56	1669	68	100	1637	300	0.56	77.8420298866134	1.01954795357361	141.720861201629	0.0254629335989501	0.0441094038472903	0.549263031755542	0.416828223014814	0.722070940980142	78	78	1
SPBC1289.07c	57	632	174	100	1007	300	0.57	79.2320661345886	0.627606752730884	87.2396135769961	0.0681016764553298	0.119177310431515	0.908212025316456	0.685783881905171	1.20011551604535	60	97	1
SPBC1289.10c	287	736	105	100	2307	300	2.87	398.940403168893	0.319029042045947	44.3461932600683	0.339413880922689	0.447934626501835	8.99604619565217	7.83027823288643	10.3338518333973	93	294	9.86081877167336e-79
SPBC1289.13c	15	1743	257	100	2224	300	0.15	20.8505437196286	0.783723021582734	108.940340837268	0.00498778967719406	0.0145922634746064	0.191394148020654	0.110928442420796	0.324531939675247	50	65	1
SPBC1289.16c	2	52	3	100	2377	300	0.02	2.78007249595048	0.0218763146823727	3.0408870380611	0.00648283335729948	0.160629404222807	0.914230769230769	0.154096948903009	3.81816093837613	2	100	1
SPBC8E4.04	42	345	111	100	981	300	0.42	58.38152241496	0.351681957186544	48.8850668248173	0.0871674907534486	0.169437262254234	1.19426086956522	0.85511308429133	1.66217954271404	36	106	1
SPBC8E4.03	21	975	213	100	1417	300	0.21	29.19076120748	0.688073394495413	95.644695961599	0.0136158633099316	0.0337179836431496	0.3052	0.19293678310173	0.47778382822343	49	72	1
