CDK9as_dis2ts_3MBPP1_18Cr2_pr_counts	CDK9as_dis2ts_3MBPP1_18Cr2gb_counts	CDK9as_dis2ts_3MBPP1_18Cr2term_counts	CDK9as_dis2ts_3MBPP1_18Cr2pr_map	CDK9as_dis2ts_3MBPP1_18Cr2gb_map	CDK9as_dis2ts_3MBPP1_18Cr2term_map	CDK9as_dis2ts_3MBPP1_18Cr2pr_density	CDK9as_dis2ts_3MBPP1_18Cr2pr_densityRPKM	CDK9as_dis2ts_3MBPP1_18Cr2gb_density	CDK9as_dis2ts_3MBPP1_18Cr2gb_densityRPKM	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_CI_low	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_CI_high	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_scaled	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_CI_low_scaled	CDK9as_dis2ts_3MBPP1_18Cr2pause_index_CI_high_scaled	CDK9as_dis2ts_3MBPP1_18Cr2_ExpPR	CDK9as_dis2ts_3MBPP1_18Cr2_ExpGB	CDK9as_dis2ts_3MBPP1_18Cr2Fexact_Pval
SPCC737.04	0	497	13	100	2289	300	0	0	0.217125382262997	68.210876167907	0.000182959667491996	0.00965391703527997	0	0.00418794678889179	0.220978160937559	17	83	1
SPNCRNA.1242	9	13	11	100	291	300	0.09	28.2738885298803	0.0446735395189003	14.0343852954732	0.273501877269982	1.72628632543993	2.01461538461538	0.795890462855648	5.0234932070302	4	105	1
SPCC737.05	24	335	12	100	2729	300	0.24	75.3970360796808	0.122755588127519	38.5641979459709	0.0462422309687423	0.110077634879651	1.95510447761194	1.26195048313698	3.00401865586569	13	111	1
SPCC737.08	12	2239	69	100	14152	300	0.12	37.6985180398404	0.158210853589599	49.702622651217	0.0028992877612725	0.00966885354014382	0.758481464939705	0.410307203975284	1.36833615300115	15	97	1
SPNCRNA.505	1	7	10	100	664	300	0.01	3.1415431699867	0.0105421686746988	3.31186779968478	0.00660323359662749	1.14229470290644	0.948571428571429	0.0438454710816065	7.58483682729873	1	100	1
SPCC74.09	1	110	4	100	4819	300	0.01	3.1415431699867	0.0228263125129695	7.17098461711013	0.00047067249092851	0.0598228460629834	0.438090909090909	0.0226817073378449	2.88286295177517	2	99	1
SPCC74.01	11	334	10	100	2114	300	0.11	34.5569748698537	0.157994323557237	49.6345988067908	0.0171412061053107	0.061568528733547	0.69622754491018	0.362365097066269	1.30155869742718	15	96	1
SPNCRNA.506	0	7	1	100	759	300	0	0	0.00922266139657444	2.89733889195085	0.0134151780994594	0.782741335671289	0	0.101821201774897	5.94100673774508	0	100	1
SPNCRNA.1243	1	26	5	100	1890	300	0.01	3.1415431699867	0.0137566137566138	4.32169959892351	0.00194013628088687	0.264049615251165	0.726923076923077	0.0366685757087618	4.99053772824703	1	100	1
SPCC74.04	3	276	11	100	2836	300	0.03	9.42462950996011	0.0973201692524683	30.5735513017041	0.00278886918925192	0.0349052460161609	0.308260869565217	0.0790923302071845	0.989912777018322	9	94	1
SPCC74.05	32	416	179	100	477	300	0.32	100.529381439574	0.872117400419287	273.979446271377	0.0527533543052788	0.111568293461316	0.366923076923077	0.25163350003618	0.532180759810478	61	71	1
SPCC74.06	18	913	53	100	7222	300	0.18	56.5477770597606	0.126419274439214	39.7151608169186	0.0119889679268999	0.031997162232449	1.42383351588171	0.86584326368071	2.31083505642746	13	105	1
SPNCRNA.1246	0	75	249	100	1130	300	0	0	0.0663716814159292	20.8509502432746	0.00121547503949483	0.0646352056966976	0	0.0137348679462916	0.730377824372683	6	94	1
SPCC18.02	50	802	31	100	1935	300	0.5	157.077158499335	0.414470284237726	130.207629060948	0.0463366048838609	0.0836511724136658	1.20635910224439	0.896613304502708	1.61865018620443	43	107	1
SPCC18.03	48	655	18	100	3421	300	0.48	150.794072159362	0.191464484068986	60.149394222195	0.0540352055496046	0.0990969745184739	2.50699236641221	1.84854438185197	3.39010749827699	23	125	0.00772915100098696
SPCC18.04	11	351	11	100	2707	300	0.11	34.5569748698537	0.12966383450314	40.7344533677626	0.0163192401472989	0.0585556095992598	0.848347578347578	0.441761830787381	1.58510035185196	12	99	1
SPNCRNA.1249	1	4	0	100	542	300	0.01	3.1415431699867	0.00738007380073801	2.31848204427063	0.0106420142837121	2.34682041637603	1.355	0.0576797174177196	12.7197666567581	0	101	1
SPCC18.07	8	274	14	100	1283	300	0.08	25.1323453598936	0.213561964146532	67.0914129833481	0.013428083735203	0.0607364958538512	0.374598540145985	0.172282314322655	0.779249241804912	19	89	1
SPCC18.08	4	171	1	100	2766	300	0.04	12.5661726799468	0.061822125813449	19.4216877103299	0.0074015483679653	0.0652325874622846	0.647017543859649	0.20472682785792	1.80433336920679	6	98	1
SPCC18.10	2	131	5	100	1676	300	0.02	6.2830863399734	0.0781622911694511	24.5550211973901	0.00261572472700713	0.06243670196389	0.25587786259542	0.0438395464246396	1.0464391249148	7	95	1
SPNCRNA.1250	3	61	13	100	1592	300	0.03	9.42462950996011	0.0383165829145729	12.0373199352506	0.0123347043811018	0.162242810905073	0.782950819672131	0.196368493747141	2.58290554960875	3	100	1
SPCC18.13	7	188	5	100	1645	300	0.07	21.9908021899069	0.114285714285714	35.9033505141337	0.0160742285396146	0.0817308373106168	0.6125	0.26442105947666	1.34447227375965	10	97	1
SPCC18.20	0	31	93	100	1066	300	0	0	0.0290806754221388	9.13581972510204	0.00295316473031761	0.159112070807008	0	0.0314807360251857	1.69613467480271	2	98	1
SPCC18.15	0	693	11	100	2842	300	0	0	0.24384236453202	76.6041314848974	0.000131196899888821	0.00691994633568871	0	0.00372861589484029	0.196664874860273	19	81	1
SPNCRNA.1251	2	14	44	100	605	300	0.02	6.2830863399734	0.0231404958677686	7.26968667434939	0.0224451794089099	0.655283897988541	0.864285714285714	0.135793335423905	3.96446758283067	2	100	1
SPCC290.02	8	207	5	100	1337	300	0.08	25.1323453598936	0.154824233358265	48.6387012855084	0.0177120855929654	0.0806966041746822	0.516714975845411	0.236810584377948	1.0789135978155	14	94	1
SPCC290.04	19	518	30	100	3003	300	0.19	59.6893202297473	0.172494172494172	54.1897889461576	0.0225312559906931	0.058999239337246	1.10148648648649	0.676613617400515	1.7717471572975	17	102	1
SPCC4F11.02	15	471	19	100	1657	300	0.15	47.1231475498005	0.284248642124321	89.2979380243655	0.0183419139674087	0.0543539467437005	0.527707006369427	0.303925514439961	0.900644897543117	25	90	1
SPNCRNA.1253	19	195	7	100	1559	300	0.19	59.6893202297473	0.125080179602309	39.2944783930344	0.059004493464977	0.15904619717886	1.51902564102564	0.919880053118991	2.47953021401843	13	106	1
SPCC4F11.05	3	9	15	100	357	300	0.03	9.42462950996011	0.0252100840336134	7.91985673105891	0.071737496193308	1.33450631594981	1.19	0.25610286141011	4.76418754794082	2	101	1
SPNCRNA.511	2	38	456	100	1223	300	0.02	6.2830863399734	0.0310711365494685	9.7611316810707	0.00878433500901352	0.222638928736117	0.643684210526316	0.107432417160235	2.72287409844271	3	99	1
SPCC1906.01	29	1853	236	100	1314	300	0.29	91.1047519296144	1.41019786910198	443.019748400712	0.0106436069280843	0.0228648102004078	0.2056449001619	0.139856995035028	0.300443606033358	75	54	1
SPCC1906.03	0	2	2	30	417	234	0	0	0.00479616306954436	1.50673533332696	0.0514242900386907	4.05388820080272	0	0.714797631537801	56.3490459911579	0	30	1
SPCC1906.04	0	1	2	0	936	300	NA	NA	0.00106837606837607	0.335634954058408	0.120791776113059	17.3080587281839	NA	NA	NA	0	0	1
SPCC1739.01	91	1724	2	100	4427	300	0.91	285.88042846879	0.389428506889541	122.340646601696	0.0424972946725874	0.0654877430121351	2.33675754060325	1.88135523515544	2.89914238314722	53	138	8.18532818329215e-05
SPCC1739.03	6	201	0	100	4546	300	0.06	18.8492590199202	0.0442146942366916	13.8902370692329	0.0119786762948187	0.069495260559236	1.35701492537313	0.544550624362459	3.15925454502287	4	102	1
SPCC1739.05	19	124	12	100	1115	300	0.19	59.6893202297473	0.111210762331839	34.9373410832602	0.0916137639290784	0.253433919696932	1.70846774193548	1.02149346780922	2.8257882046208	11	108	1
SPCC1739.07	3	137	5	100	1322	300	0.03	9.42462950996011	0.103630862329803	32.5560827752026	0.00558145416198948	0.0708690722723509	0.289489051094891	0.0737868240215009	0.936889135440479	9	94	1
SPNCRNA.549	1	2	1	100	974	300	0.01	3.1415431699867	0.00205338809034908	0.645080733056818	0.0179700152612445	6.97865092307548	4.87	0.175027948644522	67.9720599907552	0	101	1
SPNCRNA.1256	1	2	0	100	833	300	0.01	3.1415431699867	0.00240096038415366	0.754272069624658	0.0179700152612445	6.97865092307548	4.165	0.149690227126167	58.1321621892188	0	101	1
SPCC1739.10	52	1459	55	100	1508	300	0.52	163.360244839309	0.967506631299735	303.946384947652	0.0267486300167009	0.0473642874354572	0.537464016449623	0.403369340651849	0.714253454526695	74	78	1
SPCC1739.12	55	925	67	100	3363	300	0.55	172.784874349269	0.275052036871841	86.4087847825661	0.0448475150990807	0.0786442171063664	1.99962162162162	1.50822193278208	2.6448050212871	33	122	0.461783356902627
SPCC1739.13	5	990	26	100	2062	300	0.05	15.7077158499335	0.48011639185257	150.83063716231	0.0018549210722687	0.0125608729023941	0.104141414141414	0.0382484725101806	0.259005199247365	34	71	1
SPCC1739.14	17	480	1	100	3237	300	0.17	53.4062338897739	0.148285449490269	46.5845141054562	0.0211229280048405	0.0585450364463833	1.1464375	0.683749179516688	1.89510282976943	15	102	1
SPCC1739.15	0	12	1	59	1527	300	0	0	0.00785854616895874	2.46879620431175	0.00771806013949717	0.431135285113533	0	0.199753861576477	11.1583657689553	0	59	1
SPCPB1C11.01	32	3989	268	100	2529	300	0.32	100.529381439574	1.57730328192962	495.51663523436	0.00557059512566039	0.0114883308353278	0.202877914264227	0.140880350727951	0.290539886825439	80	52	1
SPCPB1C11.02	13	375	48	100	1842	259	0.13	40.8400612098271	0.203583061889251	63.9564977603156	0.0190852140741116	0.0616429976609735	0.63856	0.351549643245135	1.13546401691513	19	94	1
SPCPB1C11.03	1	1127	117	100	2550	300	0.01	3.1415431699867	0.441960784313725	138.843888336275	4.6280603371142e-05	0.00577047823200999	0.0226264418811003	0.00118015538596412	0.147147194916255	30	71	1
SPCC576.02	2	234	0	100	2536	118	0.02	6.2830863399734	0.0922712933753943	28.9874251489309	0.0014713840269033	0.0347414881212535	0.216752136752137	0.0373142989222676	0.881044138754988	8	94	1
SPNCRNA.1260	0	29	390	100	703	300	0	0	0.0412517780938834	12.9594241720646	0.00315841214605714	0.170434554760817	0	0.0222036373867817	1.19815491996855	3	97	1
SPCC576.04	24	987	123	100	1494	300	0.24	75.3970360796808	0.660642570281124	207.543715446913	0.0158518669627532	0.0369840957922175	0.363282674772036	0.236826892423533	0.552542391135729	49	75	1
SPCC576.05	65	764	15	100	3269	300	0.65	204.200306049136	0.233710614866932	73.4211985888602	0.0654801422432846	0.110341011406303	2.78121727748691	2.14054584993297	3.60704766287205	31	134	1.45349805376379e-05
SPCC576.07	0	599	45	100	1674	300	0	0	0.357825567502987	112.412446763562	0.000151793035941415	0.00800752423391219	0	0.00254101542165928	0.13404595567569	26	74	1
SPCC576.09	109	386	196	100	291	300	1.09	342.428205528551	1.32646048109966	416.71328646559	0.226973209667641	0.35106954149926	0.821735751295337	0.660492040132835	1.02161236576285	119	90	1
SPNCRNA.119	150	6	9	100	154	300	1.5	471.231475498005	0.038961038961039	12.2397785843638	10.6877005029622	62.5710837869338	38.5	16.4590587745618	96.359469031878	9	241	1.10877933031767e-31
SPCC576.11	70	784	183	100	493	300	0.7	219.908021899069	1.59026369168357	499.588203908636	0.0693628631171119	0.114743822314105	0.440178571428571	0.341958915167361	0.565687044008536	104	66	1
SPCC576.13	9	28	16	100	459	300	0.09	28.2738885298803	0.0610021786492375	19.1640977689821	0.141108056549698	0.711010957557123	1.47535714285714	0.647685979563113	3.2635402951872	6	103	1
SPCC576.14	4	175	13	100	1108	300	0.04	12.5661726799468	0.157942238267148	49.6182359880571	0.00723439450837243	0.0637213583938677	0.253257142857143	0.0801570911527665	0.706032651004054	14	90	1
SPNCRNA.512	0	0	0	100	112	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.1263	9	420	17	100	5085	300	0.09	28.2738885298803	0.0825958702064897	25.9478491916306	0.0103788038777716	0.0426252028778897	1.08964285714286	0.527762177184684	2.16749156634069	8	101	1
SPNCRNA.1264	1	239	9	100	1437	300	0.01	3.1415431699867	0.166318719554628	52.2497437457774	0.000217586316279005	0.0273398589480538	0.0601255230125523	0.0031267153649293	0.392873773083534	14	87	1
SPCC126.03	12	259	3	100	1828	300	0.12	37.6985180398404	0.141684901531729	44.5109234697241	0.0247538390824843	0.0846765657070157	0.846949806949807	0.452500178427812	1.54788762112425	13	99	1
SPNCRNA.1265	6	36	14	100	444	300	0.06	18.8492590199202	0.0810810810810811	25.4719716485408	0.0631993863447926	0.413057060298818	0.74	0.280605275370879	1.83397334772675	7	99	1
SPCC126.06	31	248	12	100	1318	300	0.31	97.3878382695878	0.188163884673748	59.1124966734979	0.0844515175039075	0.184014208435529	1.6475	1.1130710007015	2.42530726718028	20	111	1
SPCC126.09	5	398	4	100	2278	300	0.05	15.7077158499335	0.174714661984197	54.8873653052988	0.00459756648922669	0.0313672870838273	0.286180904522613	0.104732564624584	0.714546799769585	15	90	1
SPCC126.10	1	89	7	100	1095	300	0.01	3.1415431699867	0.0812785388127854	25.5340038473805	0.000580611590882612	0.0741669819224664	0.123033707865169	0.0063576969201646	0.812128452051007	7	94	1
SPCC126.12	0	115	14	100	1604	255	0	0	0.0716957605985037	22.5235327025231	0.000791881329869223	0.0419757012824448	0	0.0127017765311023	0.673290248570415	6	94	1
SPCC126.14	9	137	4	100	2224	300	0.09	28.2738885298803	0.0616007194244604	19.3521319374181	0.0313313934536396	0.132829358942672	1.46102189781022	0.696810190408945	2.95412494288502	6	103	1
SPCC1620.02	0	2	3	0	639	286	NA	NA	0.00312989045383412	0.983268597804914	0.0514242900386907	4.05388820080272	NA	NA	NA	0	0	1
SPCC1620.03	9	147	8	100	3172	300	0.09	28.2738885298803	0.0463430012610341	14.5588539088287	0.0292450276519708	0.123590708789791	1.94204081632653	0.927652277120514	3.92029728281216	4	105	1
SPCC1620.05	7	195	13	100	5615	300	0.07	21.9908021899069	0.0347284060552093	10.9100786847267	0.0155054198458469	0.078751974257093	2.01564102564103	0.870629324344305	4.42192335453577	3	104	1
SPCC1620.08	12	594	13	100	1694	300	0.12	37.6985180398404	0.350649350649351	110.158007259274	0.0108789893289357	0.0366179583805805	0.342222222222222	0.18429007923217	0.620308214967033	29	83	1
SPCC1620.10	5	148	12	100	1097	300	0.05	15.7077158499335	0.134913400182315	42.3836270882436	0.0122407789779559	0.085288882957288	0.370608108108108	0.134281345388176	0.935619046041449	12	93	1
SPCC1620.11	23	456	13	100	3650	300	0.23	72.2554929096941	0.124931506849315	39.2477722058613	0.032379392634882	0.0778710616942771	1.84100877192982	1.18184783117319	2.84229375184112	13	110	1
SPNCRNA.1267	0	19	17	100	502	300	0	0	0.0378486055776892	11.890302834611	0.00484054272324269	0.264551414760663	0	0.0242995244706783	1.32804810209853	3	97	1
SPCC1620.13	4	41	3	100	926	300	0.04	12.5661726799468	0.0442764578833693	13.9096403854703	0.0297199977772654	0.284166864484639	0.903414634146341	0.275207179417478	2.63138516512775	4	100	1
SPNCRNA.1269	0	139	3	100	1570	300	0	0	0.0885350318471338	27.8136624603918	0.000654934454020204	0.0346807157130145	0	0.0102824709281172	0.544487236694327	8	92	1
SPNCRNA.123	7	29	46	100	250	300	0.07	21.9908021899069	0.116	36.4419007718457	0.096502847735673	0.576435985986173	0.603448275862069	0.241257119339182	1.44108996496543	11	96	1
SPCC830.02	0	5	0	56	795	140	0	0	0.00628930817610063	1.97581331445705	0.0190383591688732	1.16008855872718	0	0.270276706058111	16.469114360502	0	56	1
SPCC830.03	3	199	6	100	3607	300	0.03	9.42462950996011	0.0551705018020516	17.3320513120974	0.00385822376793973	0.0485552109812201	0.543768844221105	0.139166131309586	1.75138646009261	5	98	1
SPNCRNA.1270	4	8	2	100	366	300	0.04	12.5661726799468	0.0218579234972678	6.86676102729334	0.127050858421533	1.82191715979488	1.83	0.46500614182281	6.66821680484925	2	102	1
SPCC830.06	9	276	22	100	1088	300	0.09	28.2738885298803	0.253676470588235	79.6935583562803	0.0157319129787219	0.065134436047248	0.354782608695652	0.171163213208495	0.708662664194058	22	87	1
SPCC830.10	6	84	7	100	1304	300	0.06	18.8492590199202	0.0644171779141104	20.2369345305892	0.0281618351084639	0.169531331092438	0.931428571428571	0.36723032981437	2.21068855744539	6	100	1
SPCC1919.01	9	233	12	100	1737	300	0.09	28.2738885298803	0.134139320667818	42.140446667064	0.0185960444600871	0.0773271012646014	0.670944206008584	0.323013292271713	1.34317174896613	12	97	1
SPCC1919.02	5	34	2	100	1147	300	0.05	15.7077158499335	0.029642545771578	9.31233372097192	0.0506159886425307	0.393324464431894	1.68676470588235	0.580565389729827	4.51143160703382	3	102	1
SPCC1919.04	52	254	37	100	1245	300	0.52	163.360244839309	0.204016064257028	64.0925273234235	0.150155093850442	0.278471498858897	2.5488188976378	1.869430918438	3.46697016079326	25	127	0.00598174300279802
SPCC1919.05	20	360	8	100	5668	289	0.2	62.830863399734	0.063514467184192	19.9533440577843	0.0344269848987071	0.0886705001508009	3.14888888888889	1.95132150405872	5.0258439485474	7	113	0.252532683088478
SPCC1919.07	1	74	29	100	1252	300	0.01	3.1415431699867	0.0591054313099042	18.5682264040748	0.000696880525014842	0.0894938242238789	0.169189189189189	0.00872494417318583	1.12046267928296	5	96	1
SPCC1919.09	12	346	28	100	1123	300	0.12	37.6985180398404	0.308103294746216	96.7919801260373	0.018594779728035	0.063153034661221	0.389479768786127	0.208819376345833	0.709208579245512	26	86	1
SPNCRNA.513	4	16	5	100	354	300	0.04	12.5661726799468	0.0451977401129944	14.1990651750811	0.0707856001160781	0.794321405375439	0.885	0.250581024410917	2.81189777502905	4	100	1
SPCC1919.11	0	2	2	100	1516	300	0	0	0.00131926121372032	0.414451605539143	0.0514242900386907	4.05388820080272	0	0.779592236986552	61.4569451241693	0	100	1
SPNCRNA.1275	1	38	10	100	1068	300	0.01	3.1415431699867	0.0355805243445693	11.1777753239227	0.0013417190345932	0.177523570277566	0.281052631578947	0.0143295592894554	1.8959517305644	3	98	1
SPCC1919.15	11	294	17	100	2103	300	0.11	34.5569748698537	0.139800285306705	43.9188631467471	0.0194457946428191	0.070049039375994	0.786836734693878	0.408945061338485	1.47313129807715	13	98	1
SPCC790.02	8	325	42	100	3184	300	0.08	25.1323453598936	0.102072864321608	32.0666309750527	0.0113402640099279	0.0511124770014882	0.783753846153846	0.361074006076103	1.62742126772738	10	98	1
SPCC790.03	11	232	18	100	1307	300	0.11	34.5569748698537	0.177505738332058	55.7641939890524	0.0245650785318576	0.0890625662819847	0.619698275862069	0.321065576411379	1.16404774130554	16	95	1
SPNCRNA.1278	4	66	42	100	1975	300	0.04	12.5661726799468	0.0334177215189873	10.4983214794492	0.0188109848359083	0.17276107826074	1.1969696969697	0.371516950509189	3.41203129564962	3	101	1
SPCC1840.03	24	1280	20	100	3575	300	0.24	75.3970360796808	0.358041958041958	112.480426785538	0.0122377471138777	0.0284837715389924	0.6703125	0.437499459321129	1.01829483251898	32	92	1
SPCC1840.04	4	236	2	100	3157	300	0.04	12.5661726799468	0.074754513778904	23.4844532187793	0.00538113577549622	0.0470856686030361	0.535084745762712	0.169882456432416	1.48649455779785	7	97	1
SPNCRNA.516	0	2	88	100	1896	300	0	0	0.00105485232067511	0.33138641033615	0.0514242900386907	4.05388820080272	0	0.975004539133577	76.8617202872197	0	100	1
SPCC1840.10	28	75	55	100	226	300	0.28	87.9632087596277	0.331858407079646	104.254751216373	0.236195494521469	0.587138616523019	0.843733333333333	0.533801817618519	1.32693327334202	31	97	1
SPCC1840.11	43	143	14	100	750	300	0.43	135.086356309428	0.190666666666667	59.8987564410798	0.210669692818198	0.427979097851124	2.25524475524475	1.58002269613649	3.20984323388343	22	121	0.585058665835418
SPCC1840.12	0	48	6	100	2289	300	0	0	0.0209698558322412	6.5877707365383	0.0019023677648798	0.101687091822644	0	0.0435451981380987	2.32761753182033	2	98	1
SPCC965.03	6	375	6	100	1644	300	0.06	18.8492590199202	0.228102189781022	71.659287636558	0.00645902110172569	0.0370086353526665	0.26304	0.10618630691237	0.608421965197837	19	87	1
SPNCRNA.1280	3	96	2	100	2415	300	0.03	9.42462950996011	0.0397515527950311	12.4881219179596	0.0079209966407539	0.101803651322504	0.7546875	0.191292068874207	2.45855817943846	3	100	1
SPNCRNA.517	2	4	2	100	841	300	0.02	6.2830863399734	0.00475624256837099	1.49419413554659	0.0638181358093923	3.14803144559117	4.205	0.536710522156989	26.4749444574217	0	102	1
SPNCRNA.1282	1	3	13	100	472	300	0.01	3.1415431699867	0.00635593220338983	1.99674354024579	0.0133674946082822	3.55733427163736	1.57333333333333	0.0630945745510919	16.7906177621283	0	101	1
SPCC965.06	5	378	22	100	1568	300	0.05	15.7077158499335	0.241071428571429	75.7336299907509	0.00483929968171559	0.0330383912760914	0.207407407407407	0.0758802190093004	0.518041975209113	20	85	1
SPNCRNA.1283	1	5	1	100	1109	300	0.01	3.1415431699867	0.00450856627592426	1.41638555905622	0.00883974757390515	1.74105855180368	2.218	0.0980328005946081	19.3083393395028	0	101	1
SPCC965.09	6	130	24	100	1479	300	0.06	18.8492590199202	0.0878972278566599	27.6132935833855	0.0183922596923605	0.108269642925195	0.682615384615385	0.272021520850012	1.60130801886363	8	98	1
SPCC965.10	14	368	13	100	2578	300	0.14	43.9816043798138	0.142746314972847	44.8443710843719	0.0214205205761689	0.0662944548062483	0.980760869565217	0.552221020453635	1.70907104490508	14	100	1
SPCC965.12	5	256	19	100	1550	265	0.05	15.7077158499335	0.165161290322581	51.8861323559094	0.00712426245108232	0.0489438273738885	0.302734375	0.110426067991776	0.758629324295272	14	91	1
SPNCRNA.121	1	0	2	100	26	300	0.01	3.1415431699867	0	0	0.0577765545925511	8.27870929775896	NA	0.0150219041940633	2.15246441741733	0	101	1
SPNCRNA.550	0	0	2	100	211	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.35	0	19	41	100	253	300	0	0	0.075098814229249	23.5926166915997	0.00484054272324269	0.264551414760663	0	0.012246573089804	0.669315079344478	6	94	1
SPCC965.13	0	1017	30	100	3867	300	0	0	0.26299456943367	82.6208793347938	8.93905229649501e-05	0.00471339797393655	0	0.00345673152305462	0.182267099652127	20	80	1
SPCC965.14c	8	44	23	100	582	300	0.08	25.1323453598936	0.0756013745704467	23.7504981923393	0.0791724212877115	0.401200286072924	1.05818181818182	0.460783491894481	2.33498566494442	7	101	1
SPCC1494.01	6	257	12	100	1966	300	0.06	18.8492590199202	0.130722278738555	41.0669681936207	0.00939478768798738	0.0541872277920525	0.458988326848249	0.184701525945832	1.06532089839175	12	94	1
SPCC1494.03	7	968	17	100	1866	300	0.07	21.9908021899069	0.518756698821008	162.969656406598	0.00315951008049062	0.0156703665414667	0.134938016528926	0.0589564581019549	0.292409039663768	36	71	1
SPNCRNA.1289	0	43	4	100	1218	300	0	0	0.035303776683087	11.0908338513488	0.00212472625826863	0.113763425024706	0	0.0258791658257119	1.38563851680092	3	97	1
SPCC1494.07	27	326	5	100	4464	300	0.27	84.821665589641	0.0730286738351254	22.9422731499925	0.054768984542652	0.124384999030055	3.69717791411043	2.44488746998398	5.55254635670166	8	119	0.00124041598566901
SPCC1494.10	7	423	14	100	3670	300	0.07	21.9908021899069	0.115258855585831	36.2090670546151	0.00720324964953174	0.0360044578346718	0.607328605200946	0.264359262137815	1.32136360253246	11	96	1
SPNCRNA.1290	1	97	152	100	575	300	0.01	3.1415431699867	0.168695652173913	52.9964673893409	0.000533168944236847	0.0679594044258826	0.0592783505154639	0.00306572142936187	0.390766575448825	14	87	1
SPNCRNA.519	2	12	15	100	295	300	0.02	6.2830863399734	0.0406779661016949	12.779158657573	0.0257876390551737	0.780923056209107	0.491666666666667	0.0760735352127624	2.30372301581687	3	99	1
SPNCRNA.520	2	9	8	100	377	300	0.02	6.2830863399734	0.0238726790450928	7.49970518033961	0.0332058119471448	1.09402338033518	0.837777777777778	0.125185911040736	4.12446814386364	2	100	1
SPNCRNA.521	0	27	29	100	485	300	0	0	0.0556701030927835	17.489003214359	0.00339432100419189	0.183491530730493	0	0.0164624568703307	0.88993392404289	5	95	1
SPCC70.06	0	142	5	100	2982	300	0	0	0.0476190476190476	14.9597293808891	0.000641076103730268	0.0339433348565579	0	0.0191168894132366	1.01219024542256	4	96	1
SPNCRNA.1292	2	84	18	100	1066	300	0.02	6.2830863399734	0.0787992495309568	24.7551244164055	0.00405468224733989	0.0981280301027346	0.253809523809524	0.0432229127566432	1.04604480089515	7	95	1
SPCC70.10	47	684	79	100	921	300	0.47	147.652528989375	0.742671009771987	233.313303829631	0.050530379264144	0.0931588134107229	0.632850877192982	0.465384793022767	0.857992671512758	62	85	1
SPCC1827.04	7	181	7	100	2080	300	0.07	21.9908021899069	0.0870192307692308	27.3374670080574	0.0166863613767383	0.0849438597035186	0.804419889502762	0.347076316636157	1.76683228183319	8	99	1
SPNCRNA.1294	26	49	11	100	1558	300	0.26	81.6801224196543	0.0314505776636714	9.88033474514431	0.320902071342947	0.873478635067287	8.26693877551021	4.99965427152311	13.6087971343483	3	123	7.1069286197279e-09
SPCP1E11.02	11	387	7	100	1975	300	0.11	34.5569748698537	0.195949367088608	61.5583395840432	0.0148148472605834	0.0530572370711839	0.561369509043928	0.292593233396523	1.04788043215588	18	93	1
SPCP1E11.03	4	30	6	100	1321	300	0.04	12.5661726799468	0.0227100681302044	7.13446594243763	0.0399036842115003	0.396477875317764	1.76133333333333	0.527127668433919	5.23747273294766	2	102	1
SPCP1E11.06	9	633	17	100	2611	300	0.09	28.2738885298803	0.242435848333972	76.1622683493521	0.00690396420476689	0.0282061958956093	0.371232227488152	0.180262505386464	0.736463774834359	21	88	1
SPCP1E11.08	7	414	12	100	1068	300	0.07	21.9908021899069	0.387640449438202	121.778920634316	0.0073587808294513	0.0367928518254951	0.180579710144928	0.0785917792585399	0.392947657496288	29	78	1
SPCP1E11.10	9	88	56	100	530	300	0.09	28.2738885298803	0.166037735849057	52.161471501666	0.0481723248497596	0.209562411401051	0.542045454545455	0.255313321703726	1.11068078042557	15	94	1
SPCP1E11.11	71	680	21	100	1790	300	0.71	223.049565069056	0.379888268156425	119.343539418489	0.0811199128835402	0.134179280263	1.86897058823529	1.45204644061537	2.4018091167077	47	124	0.663552766630234
SPCC569.08c	33	371	40	100	1436	300	0.33	103.670924609561	0.258356545961003	81.1638242385144	0.0612409381316092	0.128539800069438	1.27730458221024	0.879419871569908	1.84583152899713	27	106	1
SPCC569.09	7	63	12	100	751	300	0.07	21.9908021899069	0.0838881491344873	26.3538241956275	0.0466099284301959	0.251606780051835	0.834444444444444	0.350040562510771	1.88956691818928	8	99	1
SPNCRNA.29	0	12	14	0	342	300	NA	NA	0.0350877192982456	11.0229584911814	0.00771806013949717	0.431135285113533	NA	NA	NA	0	0	1
SPNCRNA.1297	5	43	13	100	907	300	0.05	15.7077158499335	0.0474090407938258	14.8937548301464	0.0405715227725659	0.306216603832545	1.0546511627907	0.367983711547173	2.77738459676118	4	101	1
SPCC569.05c	3	153	0	100	3986	269	0.03	9.42462950996011	0.0383843452082288	12.0586077523323	0.00500461379494218	0.0633556410686583	0.78156862745098	0.199483905866395	2.52535585299672	3	100	1
